"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant"
"842","MOD",3,0,0,"1",2016,83,98,63,35,103,0.5,2017,0,NA,"1",64,87,71,0,12,0.5,3,215954.649804089,134157.001882572,103496.628379862,-0.259471733803133,206,70,24,0,276,24,3.17805383034795,1,FALSE
"843","MOD",3,0,0,"3",2016,64,94,89,1,7,1,2017,0,NA,"1",62,92,76,0,0,1,3,215954.649804089,140173.675412972,113491.081808482,-0.211157932981353,7,1,0,0,8,0,NA,0,FALSE
"844","MOD",3,0,0,"3",2015,65,80,64,0,0,1,2016,0,NA,"1",64,94,89,1,7,1,3,215954.649804089,87126.8362595569,140173.675412972,0.475517247432625,0,0,7,1,0,8,2.07944154167984,1,FALSE
"845","MOD",3,100,100,"2",2015,53,43,32,0,0,1,2016,0,NA,"1",64,48,28,32,44,1,16,1113219.69160811,19092.5057534164,22518.9361409316,0.165060672397356,0,0,44,32,0,76,4.33073334028633,1,FALSE
"846","MOD",3,100,100,"1",2016,77,90,66,79,294,0.5,2017,0,NA,"1",76,91,72,6,63,0.25,16,1113219.69160811,119741.803991575,130363.528753362,0.0849891316088627,588,158,252,24,746,276,5.62040086571715,1,FALSE
"847","MOD",3,100,100,"6",2016,72,95,69,209,156,1,2017,0,NA,"1",76,101,80,6,24,0.5,16,1113219.69160811,123558.839065687,160765.768059702,0.263230976587616,156,209,48,12,365,60,4.0943445622221,1,FALSE
"848","MOD",3,100,100,"7",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",72,112,88,117,156,0.5,16,1113219.69160811,NA,185781.223162686,NA,NA,NA,312,234,NA,546,6.30261897574491,1,FALSE
"849","MOD",3,100,100,"5",2014,64,80,77,18,4,1,2015,0,NA,"1",62,104,90,28,29,1,16,1113219.69160811,103211.790645937,151927.420727602,0.386619814629492,4,18,29,28,22,57,4.04305126783455,1,FALSE
"850","MOD",3,100,100,"1",2015,63,70,61,0,0,1,2016,0,NA,"1",77,90,66,79,294,0.5,16,1113219.69160811,70426.6533118492,119741.803991575,0.53076600159617,0,0,588,158,0,746,6.61472560020376,1,FALSE
"851","MOD",3,100,100,"5",2016,69,105,103,55,160,0.5,2017,0,NA,"1",70,96,81,4,69,0.25,16,1113219.69160811,195363.866154298,142502.642766833,-0.315503254794784,320,110,276,16,430,292,5.67675380226828,1,FALSE
"852","MOD",3,100,100,"2",2016,64,48,28,32,44,1,2017,0,NA,"1",63,45,41,19,16,0.5,16,1113219.69160811,22518.9361409316,30430.2518408341,0.301080678423393,44,32,32,38,76,70,4.24849524204936,1,FALSE
"853","MOD",3,100,100,"7",2016,72,112,88,117,156,0.5,2017,0,NA,"1",76,113,99,27,64,0.25,16,1113219.69160811,185781.223162686,222584.98109949,0.180739204343906,312,234,256,108,546,364,5.89715386763674,1,FALSE
"854","MOD",3,100,100,"1",2014,62,75,73,0,4,1,2015,0,NA,"1",63,70,61,0,0,1,16,1113219.69160811,88867.8021884213,70426.6533118492,-0.232578107115589,4,0,0,0,4,0,NA,0,FALSE
"855","MOD",3,100,100,"2",2014,45,59,45,0,1,1,2015,0,NA,"1",53,43,32,0,0,1,16,1113219.69160811,31278.4818573034,19092.5057534164,-0.493634491400949,1,0,0,0,1,0,NA,0,FALSE
"856","MOD",3,100,100,"4",2016,77,102,66,50,102,0.5,2017,0,NA,"1",74,98,79,10,94,0.5,16,1113219.69160811,135707.377857118,149986.963665235,0.100047447177383,204,100,188,20,304,208,5.33753807970132,1,FALSE
"857","MOD",3,100,100,"5",2015,62,104,90,28,29,1,2016,0,NA,"1",69,105,103,55,160,0.5,16,1113219.69160811,151927.420727602,195363.866154298,0.251460888467689,29,28,320,110,57,430,6.06378520868761,1,FALSE
"858","MOD",3,100,100,"4",2015,62,84,57,0,0,1,2016,0,NA,"1",77,102,66,50,102,0.5,16,1113219.69160811,77716.7190645043,135707.377857118,0.557430525441426,0,0,204,100,0,304,5.71702770140622,1,FALSE
"859","MOD",3,100,100,"6",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",72,95,69,209,156,1,16,1113219.69160811,NA,123558.839065687,NA,NA,NA,156,209,NA,365,5.89989735358249,1,FALSE
"860","MOD",3,100,100,"8",2015,72,128,117,8,0,NA,2016,0,NA,"1",80,147,140,207,220,0.5,16,1113219.69160811,282290.949480965,431026.51207252,0.423231326328493,NA,NA,440,414,NA,854,6.74993119378857,1,FALSE
"861","MOD",3,100,100,"8",2016,80,147,140,207,220,0.5,2017,0,NA,"1",85,141,134,3,21,0.125,16,1113219.69160811,431026.51207252,420447.198811556,-0.0248506972425258,440,414,168,24,854,192,5.25749537202778,1,FALSE
"862","MOD",3,100,100,"4",2014,60,81,58,4,1,1,2015,0,NA,"1",62,84,57,0,0,1,16,1113219.69160811,73796.0114328242,77716.7190645043,0.0517657242819958,1,4,0,0,5,0,NA,0,FALSE
"863","MOD",3,105,100,"10",2014,73,116,111,0,22,1,2015,0,NA,"1",72,147,134,15,9,1,2,462312.847911457,246077.810963035,371298.552542471,0.411358672178613,22,0,9,15,22,24,3.17805383034795,1,FALSE
"864","MOD",3,105,100,"9",2014,81,103,99,4,9,1,2015,0,NA,"1",84,124,112,5,2,1,2,462312.847911457,216235.036948422,305413.071411385,0.345299242706782,9,4,2,5,13,7,1.94591014905531,1,FALSE
"865","MOD",3,105,100,"10",2015,72,147,134,15,9,1,2016,0,NA,"1",79,138,124,239,310,0.5,2,462312.847911457,371298.552542471,353912.978797505,-0.0479554025164397,9,15,620,478,24,1098,7.00124562206948,1,FALSE
"866","MOD",3,105,100,"10",2016,79,138,124,239,310,0.5,2017,0,NA,"1",82,165,158,37,219,0.125,2,462312.847911457,353912.978797505,559659.023273754,0.458276650962537,620,478,1752,296,1098,2048,7.6246189861594,1,FALSE
"867","MOD",3,105,100,"9",2016,89,126,117,37,240,0.5,2017,0,NA,"1",93,146,138,5,72,0.25,2,462312.847911457,343490.74516922,490550.268080085,0.356367588537422,480,74,288,20,554,308,5.73009978297357,1,FALSE
"868","MOD",3,105,100,"9",2015,84,124,112,5,2,1,2016,0,NA,"1",89,126,117,37,240,0.5,2,462312.847911457,305413.071411385,343490.74516922,0.117494975737928,2,5,480,74,7,554,6.31716468674728,1,FALSE
"869","MOD",3,145,150,"1",2014,85,137,123,93,214,0.25,2015,0,NA,"1",92,182,166,15,9,1,1,374984.426123295,374984.426123295,727672.445585287,0.66296651479152,856,372,9,15,1228,24,3.17805383034795,1,FALSE
"870","MOD",3,145,150,"1",2015,92,182,166,15,9,1,2016,0,NA,"1",101,193,190,190,192,0.25,1,374984.426123295,727672.445585287,969618.538610075,0.287051725424252,9,15,768,760,24,1528,7.33171496972647,1,FALSE
"871","MOD",3,145,150,"1",2016,101,193,190,190,192,0.25,2017,0,NA,"1",111,235,219,61,238,0.125,1,374984.426123295,969618.538610075,1495559.10973224,0.433352667366362,768,760,1904,488,1528,2392,7.77988511507052,1,FALSE
"872","MOD",3,150,150,"2",2014,96,157,150,122,145,0.25,2015,0,NA,"1",116,188,178,69,0,1,1,591876.055936317,591876.055936317,1016259.14674405,0.540586413315998,580,488,0,69,1068,69,4.23410650459726,1,FALSE
"873","MOD",3,150,150,"2",2016,127,221,192,233,191,0.25,2017,0,NA,"1",141,227,214,96,140,0.0625,1,591876.055936317,1410801.29613288,1793194.3831315,0.239840762877296,764,932,2240,1536,1696,3776,8.23642052726539,1,FALSE
"874","MOD",3,150,150,"1",2015,116,188,178,69,0,1,2016,0,NA,"1",127,221,192,233,191,0.25,1,591876.055936317,1016259.14674405,1410801.29613288,0.328029455775727,0,69,764,932,69,1696,7.43602781635185,1,FALSE
"875","MOD",3,155,150,"3",2015,108,171,140,189,6,1,2016,0,NA,"1",118,237,203,411,894,0.25,1,374245.366451538,676887.553142457,1486260.78087578,0.7865135384064,6,189,3576,1644,195,5220,8.56025268087669,1,FALSE
"876","MOD",3,155,150,"3",2014,84,134,127,124,379,0.25,2015,0,NA,"1",108,171,140,189,6,1,1,374245.366451538,374245.366451538,676887.553142457,0.592593520983367,1516,496,6,189,2012,195,5.27299955856375,1,FALSE
"877","MOD",3,155,150,"3",2016,118,237,203,411,894,0.25,2017,0,NA,"1",132,231,231,89,240,0.125,1,374245.366451538,1486260.78087578,1844023.78147025,0.215686598987375,3576,1644,1920,712,5220,2632,7.87549929244521,1,FALSE
"878","MOD",3,160,150,"4",2014,98,178,124,75,181,0.5,2015,0,NA,"1",121,166,140,71,0,1,1,566286.736575277,566286.736575277,736190.35046672,0.262388161994895,362,150,0,71,512,71,4.26267987704132,1,FALSE
"879","MOD",3,160,150,"4",2015,121,166,140,71,0,1,2016,0,NA,"1",120,231,175,163,304,0.25,1,566286.736575277,736190.35046672,1269988.83021367,0.545274670664766,0,71,1216,652,71,1868,7.53262361878879,1,FALSE
"880","MOD",3,160,150,"4",2016,120,231,175,163,304,0.25,2017,0,NA,"1",132,224,204,53,284,0.0625,1,566286.736575277,1269988.83021367,1579140.39688283,0.217872541058274,1216,652,4544,848,1868,5392,8.59267165259214,1,FALSE
"881","MOD",3,200,200,"1",2014,64,107,100,76,290,0.25,2015,0,NA,"1",75,36,31,37,0,1,0,0,179280.220764857,21912.6087587888,-2.1018878473321,1160,304,0,37,1464,37,3.61091791264422,1,FALSE
"882","MOD",3,200,200,"1",2015,75,36,31,37,0,1,2016,0,NA,"1",86,163,152,222,319,0.25,0,0,21912.6087587888,557825.380361608,3.23698376142898,0,37,1276,888,37,2164,7.67971363996637,1,FALSE
"883","MOD",3,255,250,"2",2016,133,218,192,383,408,0.25,2017,0,NA,"1",148,245,203,78,311,0.0625,0,0,1457397.39837092,1927047.69772422,0.279336900312007,1632,1532,4976,1248,3164,6224,8.73616806585823,1,FALSE
"884","MOD",3,255,250,"2",2014,116,149,142,66,90,0.25,2015,0,NA,"1",119,185,164,16,6,1,0,0,642541.567858311,945216.217673317,0.385982191360968,360,264,6,16,624,22,3.09104245335832,1,FALSE
"885","MOD",3,255,250,"1",2015,30,45,40,0,0,1,2016,0,NA,"1",42,52,50,32,27,1,0,0,14137.1669411541,28588.4931476671,0.704197016746532,0,0,27,32,0,59,4.07753744390572,1,FALSE
"886","MOD",3,255,250,"1",2016,42,52,50,32,27,1,2017,0,NA,"1",47,55,53,11,41,1,0,0,28588.4931476671,35867.8251254225,0.226836358201709,27,32,41,11,59,52,3.95124371858143,1,FALSE
"887","MOD",3,255,250,"2",2015,119,185,164,16,6,1,2016,0,NA,"1",133,218,192,383,408,0.25,0,0,945216.217673317,1457397.39837092,0.43299381702457,6,16,1632,1532,22,3164,8.05959232888755,1,FALSE
"888","MOD",3,255,250,"4s",2016,NA,NA,NA,NA,NA,NA,2017,1,1,"",9,13,11,0,0,1,0,0,NA,336.935812097505,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"889","MOD",3,255,250,"1",2014,25,36,33,1,0,1,2015,0,NA,"1",30,45,40,0,0,1,0,0,7775.44181763474,14137.1669411541,0.59783700075562,0,1,0,0,1,0,NA,0,FALSE
"890","MOD",3,270,250,"3",2014,44,77,63,47,168,0.25,2015,0,NA,"1",49,93,81,0,0,1,0,0,55879.5085294016,96634.6046262586,0.547739163772842,672,188,0,0,860,0,NA,0,FALSE
"891","MOD",3,270,250,"3",2016,51,106,102,117,153,0.25,2017,0,NA,"1",54,120,118,82,123,0.125,0,0,144359.324025105,200182.283886742,0.326922873691322,612,468,984,656,1080,1640,7.40245152081824,1,FALSE
"892","MOD",3,270,250,"3",2015,49,93,81,0,0,1,2016,0,NA,"1",51,106,102,117,153,0.25,0,0,96634.6046262586,144359.324025105,0.401368594184342,0,0,612,468,0,1080,6.98471632011827,1,FALSE
"893","MOD",3,5,0,"5",2014,70,111,77,0,4,1,2015,0,NA,"1",72,142,109,0,0,1,7,1206204.55096906,156631.955726353,291753.426553577,0.622010193631082,4,0,0,0,4,0,NA,0,FALSE
"894","MOD",3,5,0,"8",2015,87,101,81,31,30,1,2016,0,NA,"1",89,140,92,29,76,1,7,1206204.55096906,186334.928867881,300105.874221921,0.476589579222203,30,31,76,29,61,105,4.65396035015752,1,FALSE
"895","MOD",3,5,0,"6",2014,70,82,68,0,4,1,2015,0,NA,"1",71,97,81,54,51,1,7,1206204.55096906,102185.537045764,146044.003085592,0.357117815727419,4,0,51,54,4,105,4.65396035015752,1,FALSE
"896","MOD",3,5,0,"7",2015,55,79,58,0,2,1,2016,0,NA,"1",50,87,57,19,17,1,7,1206204.55096906,65976.0637192636,64913.1582047991,-0.0162416563286314,2,0,17,19,2,36,3.58351893845611,1,FALSE
"897","MOD",3,5,0,"5",2016,77,132,102,84,84,1,2017,0,NA,"1",73,126,100,5,3,0.25,7,1206204.55096906,271414.755714237,240803.076897658,-0.119668623636365,84,84,12,20,168,32,3.46573590279973,1,FALSE
"898","MOD",3,5,0,"6",2016,66,105,89,62,109,1,2017,0,NA,"1",73,107,87,25,40,0.5,7,1206204.55096906,161470.008412881,177907.606574627,0.0969449323487925,109,62,80,50,171,130,4.86753445045558,1,FALSE
"899","MOD",3,5,0,"10",2016,81,103,103,80,97,1,2017,0,NA,"1",82,111,110,15,28,0.5,7,1206204.55096906,224971.806118055,262118.783052264,0.152822683237293,97,80,56,30,177,86,4.45434729625351,1,FALSE
"900","MOD",3,5,0,"7",2016,50,87,57,19,17,1,2017,0,NA,"1",52,88,64,0,4,0.5,7,1206204.55096906,64913.1582047991,76671.6159084101,0.166481224502025,17,19,8,0,36,8,2.07944154167984,1,FALSE
"901","MOD",3,5,0,"7",2014,48,75,60,0,4,1,2015,0,NA,"1",55,79,58,0,2,1,7,1206204.55096906,56548.6677646163,65976.0637192636,0.154190361579611,4,0,2,0,4,2,0.693147180559945,1,FALSE
"902","MOD",3,5,0,"6",2015,71,97,81,54,51,1,2016,0,NA,"1",66,105,89,62,109,1,7,1206204.55096906,146044.003085592,161470.008412881,0.100411451698951,51,54,109,62,105,171,5.14166355650266,1,FALSE
"903","MOD",3,5,0,"5",2015,72,142,109,0,0,1,2016,0,NA,"1",77,132,102,84,84,1,7,1206204.55096906,291753.426553577,271414.755714237,-0.0722609011221333,0,0,84,84,0,168,5.12396397940326,1,FALSE
"904","MOD",3,5,0,"8",2016,89,140,92,29,76,1,2017,0,NA,"1",93,153,98,12,65,0.25,7,1206204.55096906,300105.874221921,365064.061921421,0.195937523825778,76,29,260,48,105,308,5.73009978297357,1,FALSE
"905","MOD",3,5,0,"10",2015,83,96,92,9,2,1,2016,0,NA,"1",81,103,103,80,97,1,7,1206204.55096906,191913.612022493,224971.806118055,0.158929754818237,2,9,97,80,11,177,5.17614973257383,1,FALSE
"906","MOD",3,5,0,"10",2014,78,92,78,0,2,1,2015,0,NA,"1",83,96,92,9,2,1,7,1206204.55096906,146536.447734042,191913.612022493,0.269771145885251,2,0,2,9,2,11,2.39789527279837,1,FALSE
"907","MOD",3,5,0,"8",2014,104,118,92,0,9,1,2015,0,NA,"1",87,101,81,31,30,1,7,1206204.55096906,295577.792010547,186334.928867881,-0.461386310487796,9,0,30,31,9,61,4.11087386417331,1,FALSE
"908","MOD",3,50,50,"3",2014,56,63,54,0,4,1,2015,0,NA,"1",61,68,61,0,0,1,10,897505.635441412,49875.9249683915,66242.5754960432,0.283784969831771,4,0,0,0,4,0,NA,0,FALSE
"909","MOD",3,50,50,"2",2016,67,79,69,74,110,0.5,2017,0,NA,"1",68,70,67,40,89,0.5,10,897505.635441412,95613.587013842,83493.0607569047,-0.135551409838815,220,148,178,80,368,258,5.55295958492162,1,FALSE
"910","MOD",3,50,50,"3",2016,56,81,67,89,57,0.5,2017,0,NA,"1",59,69,60,21,14,0.5,10,897505.635441412,79563.9755448151,63947.1184638202,-0.218504954073474,114,178,28,42,292,70,4.24849524204936,1,FALSE
"911","MOD",3,50,50,"4",2014,60,91,70,0,0,1,2015,0,NA,"1",54,86,82,12,1,1,10,897505.635441412,100059.726016835,99695.3012690185,-0.00364872070627342,0,0,1,12,0,13,2.56494935746154,1,FALSE
"912","MOD",3,50,50,"2",2014,66,48,45,0,10,1,2015,0,NA,"1",65,55,52,47,23,1,10,897505.635441412,37322.1207246467,48668.5061918619,0.2654459310049,10,0,23,47,10,70,4.24849524204936,1,FALSE
"913","MOD",3,50,50,"4",2015,54,86,82,12,1,1,2016,0,NA,"1",65,112,85,104,198,0.5,10,897505.635441412,99695.3012690185,162001.461170114,0.485486807599013,1,12,396,208,13,604,6.40357419793482,1,FALSE
"914","MOD",3,50,50,"1",2016,67,122,117,122,137,0.25,2017,0,NA,"1",65,126,122,6,61,0.25,10,897505.635441412,250373.938916819,261584.712301154,0.0438026226583936,548,488,244,24,1036,268,5.59098698051086,1,FALSE
"915","MOD",3,50,50,"4",2016,65,112,85,104,198,0.5,2017,0,NA,"1",72,96,90,31,78,0.25,10,897505.635441412,162001.461170114,162860.163162095,0.00528658313310792,396,208,312,124,604,436,6.07764224334903,1,FALSE
"916","MOD",3,50,50,"9",2014,61,83,52,0,2,1,2015,0,NA,"1",82,96,78,26,28,1,10,897505.635441412,68925.4956222089,160749.012898883,0.846818074870344,2,0,28,26,2,54,3.98898404656427,1,FALSE
"917","MOD",3,50,50,"8",2014,61,89,75,0,69,1,2015,0,NA,"1",60,93,77,82,0,1,10,897505.635441412,106598.165727119,112484.724961783,0.0537511297872797,69,0,0,82,69,82,4.40671924726425,1,FALSE
"918","MOD",3,50,50,"6",2016,89,91,70,183,238,1,2017,0,NA,"1",92,93,87,28,107,0.125,10,897505.635441412,148421.926924972,194876.133894828,0.272305070558531,238,183,856,224,421,1080,6.98471632011827,1,FALSE
"919","MOD",3,50,50,"1",2015,56,112,100,54,4,1,2016,0,NA,"1",67,122,117,122,137,0.25,10,897505.635441412,164200.576027627,250373.938916819,0.421866850903642,4,54,548,488,58,1036,6.94312242281943,1,FALSE
"920","MOD",3,50,50,"5",2015,72,88,87,46,7,1,2016,0,NA,"1",87,98,86,148,174,0.5,10,897505.635441412,144312.200135301,191960.735912297,0.285311841429817,7,46,348,296,53,644,6.46769872610435,1,FALSE
"921","MOD",3,50,50,"6",2014,80,73,61,0,2,1,2015,0,NA,"1",83,90,79,62,9,1,10,897505.635441412,93263.413909569,154495.672721912,0.504738190598301,2,0,9,62,2,71,4.26267987704132,1,FALSE
"922","MOD",3,50,50,"2",2015,65,55,52,47,23,1,2016,0,NA,"1",67,79,69,74,110,0.5,10,897505.635441412,48668.5061918619,95613.587013842,0.675282802745711,23,47,220,148,70,368,5.90808293816893,1,FALSE
"923","MOD",3,50,50,"3",2015,61,68,61,0,0,1,2016,0,NA,"1",56,81,67,89,57,0.5,10,897505.635441412,66242.5754960432,79563.9755448151,0.183238031275826,0,0,114,178,0,292,5.67675380226828,1,FALSE
"924","MOD",3,50,50,"9",2016,62,111,73,169,183,1,2017,0,NA,"1",62,108,88,10,52,0.125,10,897505.635441412,131524.347238863,154264.765661873,0.159478399141703,183,169,416,80,352,496,6.20657592672493,1,FALSE
"925","MOD",3,50,50,"8",2016,63,103,92,200,89,0.5,2017,0,NA,"1",65,101,101,32,81,0.25,10,897505.635441412,156291.092923439,173590.011071043,0.104976011907947,178,400,324,128,578,452,6.11368217983223,1,FALSE
"926","MOD",3,50,50,"5",2016,87,98,86,148,174,0.5,2017,0,NA,"1",64,100,100,77,106,0.25,10,897505.635441412,191960.735912297,167551.608191456,-0.135999438242807,348,296,424,308,644,732,6.59578051396131,1,FALSE
"927","MOD",3,50,50,"6",2015,83,90,79,62,9,1,2016,0,NA,"1",89,91,70,183,238,1,10,897505.635441412,154495.672721912,148421.926924972,-0.040107012295536,9,62,238,183,71,421,6.04263283368238,1,FALSE
"928","MOD",3,50,50,"5",2014,62,85,76,0,13,1,2015,0,NA,"1",72,88,87,46,7,1,10,897505.635441412,104855.890801315,144312.200135301,0.319392070327106,13,0,7,46,13,53,3.97029191355212,1,FALSE
"929","MOD",3,50,50,"7",2016,55,65,63,130,95,1,2017,0,NA,"1",59,65,62,68,26,0.125,10,897505.635441412,58963.7671170634,62248.0404370037,0.0542039173268076,95,130,208,544,225,752,6.62273632394984,1,FALSE
"930","MOD",3,50,50,"9",2015,82,96,78,26,28,1,2016,0,NA,"1",62,111,73,169,183,1,10,897505.635441412,160749.012898883,131524.347238863,-0.200652237915865,28,26,183,169,54,352,5.8636311755981,1,FALSE
"931","MOD",3,50,50,"7",2014,54,57,44,0,3,1,2015,0,NA,"1",53,64,52,3,2,1,10,897505.635441412,35456.0146884144,46177.2232175652,0.264193767176135,3,0,2,3,3,5,1.6094379124341,1,FALSE
"932","MOD",3,50,50,"1",2014,56,100,97,0,14,1,2015,0,NA,"1",56,112,100,54,4,1,10,897505.635441412,142209.427452498,164200.576027627,0.143787892791712,14,0,4,54,14,58,4.06044301054642,1,FALSE
"933","MOD",3,50,50,"8",2015,60,93,77,82,0,1,2016,0,NA,"1",63,103,92,200,89,0.5,10,897505.635441412,112484.724961783,156291.092923439,0.328902814441168,0,82,178,400,82,578,6.35957386867238,1,FALSE
"934","MOD",3,50,50,"7",2015,53,64,52,3,2,1,2016,0,NA,"1",55,65,63,130,95,1,10,897505.635441412,46177.2232175652,58963.7671170634,0.24443646602642,2,3,95,130,5,225,5.41610040220442,1,FALSE
"935","MOD",3,55,50,"10",2015,64,91,78,0,1,1,2016,0,NA,"1",58,100,96,135,98,1,4,743824.944213719,118928.131494295,145769.899126566,0.203509971436233,1,0,98,135,1,233,5.4510384535657,1,FALSE
"936","MOD",3,55,50,"10",2016,58,100,96,135,98,1,2017,0,NA,"1",67,108,90,11,61,0.25,4,743824.944213719,145769.899126566,170494.233310318,0.156672128843104,98,135,244,44,233,288,5.66296048013595,1,FALSE
"937","MOD",3,55,50,"10",2014,56,91,83,0,17,1,2015,0,NA,"1",64,91,78,0,1,1,4,743824.944213719,110732.763458631,118928.131494295,0.0713996115175171,17,0,1,0,17,1,0,1,FALSE
"938","MOD",3,95,100,"3",2015,61,72,59,0,0,1,2016,0,NA,"1",63,83,75,43,161,1,13,427547.460008057,67839.551761618,102671.174910131,0.414386020629355,0,0,161,43,0,204,5.31811999384422,1,FALSE
"939","MOD",3,95,100,"3",2014,56,65,54,0,0,1,2015,0,NA,"1",61,72,59,0,0,1,13,427547.460008057,51459.2876658008,67839.551761618,0.276354419900025,0,0,0,0,0,0,NA,0,FALSE
"940","MOD",3,95,100,"3",2016,63,83,75,43,161,1,2017,0,NA,"1",61,78,74,10,0,0.5,13,427547.460008057,102671.174910131,92177.4700489781,-0.107815663657368,161,43,0,20,204,20,2.99573227355399,1,FALSE
"941","PDC",1,0,0,"2",2015,75,118,73,12,3,1,2016,0,NA,"1",73,118,76,34,51,0.5,19,1488190.24236386,169135.49448764,171390.634414142,0.0132452267500209,3,12,102,68,15,170,5.13579843705026,1,FALSE
"942","PDC",1,0,0,"1",2014,66,83,77,0,3,1,2015,0,NA,"1",71,96,94,0,0,1,19,1488190.24236386,110428.552570008,167735.914960466,0.418022079102448,3,0,0,0,3,0,NA,0,FALSE
"943","PDC",1,0,0,"10",2015,25,30,28,0,0,1,2016,0,NA,"1",28,34,32,0,0,1,19,1488190.24236386,5497.78714378214,7975.45654991329,0.372023220885531,0,0,0,0,0,0,NA,0,FALSE
"944","PDC",1,0,0,"8",2016,63,89,89,9,16,1,2017,0,NA,"1",62,90,84,6,65,1,19,1488190.24236386,130643.915897695,122710.609049217,-0.0626466116371418,16,9,65,6,25,71,4.26267987704132,1,FALSE
"945","PDC",1,0,0,"5",2016,48,83,51,9,3,1,2017,0,NA,"1",53,73,40,1,22,1,19,1488190.24236386,53193.4468105824,40516.0732557964,-0.272236442614366,3,9,22,1,12,23,3.13549421592915,1,FALSE
"946","PDC",1,0,0,"1",2015,71,96,94,0,0,1,2016,0,NA,"1",68,111,93,7,19,1,19,1488190.24236386,167735.914960466,183773.745457042,0.0913145488625418,0,0,19,7,0,26,3.25809653802148,1,FALSE
"947","PDC",1,0,0,"6",2014,48,50,49,0,0,1,2015,0,NA,"1",49,62,51,0,0,1,19,1488190.24236386,30787.60800518,40562.6735468246,0.27573600143338,0,0,0,0,0,0,NA,0,FALSE
"948","PDC",1,0,0,"7",2014,38,97,59,0,0,1,2015,0,NA,"1",39,85,61,0,0,1,19,1488190.24236386,56934.5600622322,52939.763203805,-0.0727478153422147,0,0,0,0,0,0,NA,0,FALSE
"949","PDC",1,0,0,"6",2016,51,57,57,0,0,1,2017,0,NA,"1",48,56,48,0,0,1,19,1488190.24236386,43379.8967589313,33778.4042113975,-0.250174455842496,0,0,0,0,0,0,NA,0,FALSE
"950","PDC",1,0,0,"1",2016,68,111,93,7,19,1,2017,0,NA,"1",72,110,100,0,122,1,19,1488190.24236386,183773.745457042,207345.115136926,0.120679271154867,19,7,122,0,26,122,4.80402104473326,1,FALSE
"951","PDC",1,0,0,"5",2014,57,48,26,0,0,1,2015,0,NA,"1",56,62,37,0,0,1,19,1488190.24236386,18623.3612504803,33631.7965542299,0.591055171660543,0,0,0,0,0,0,NA,0,FALSE
"952","PDC",1,0,0,"2",2014,116,114,79,0,0,1,2015,0,NA,"1",75,118,73,12,3,1,19,1488190.24236386,273500.77323622,169135.49448764,-0.480604312817515,0,0,3,12,0,15,2.70805020110221,1,FALSE
"953","PDC",1,0,0,"9",2015,55,65,51,0,1,1,2016,0,NA,"1",63,69,57,21,38,1,19,1488190.24236386,47732.5733804799,64868.3905094854,0.306746410970909,1,0,38,21,1,59,4.07753744390572,1,FALSE
"954","PDC",1,0,0,"4",2016,95,111,54,62,92,0.5,2017,0,NA,"1",93,111,55,20,203,1,19,1488190.24236386,149076.42539447,148640.529413784,-0.00292825977908784,184,124,203,20,308,223,5.40717177146012,1,FALSE
"955","PDC",1,0,0,"9",2016,63,69,57,21,38,1,2017,0,NA,"1",79,66,54,9,36,1,19,1488190.24236386,64868.3905094854,73711.1884311773,0.127794142234379,38,21,36,9,59,45,3.80666248977032,1,FALSE
"956","PDC",1,0,0,"4",2014,93,96,53,0,1,1,2015,0,NA,"1",93,90,61,6,5,1,19,1488190.24236386,123879.281516353,133666.913428612,0.0760434294836188,1,0,5,6,1,11,2.39789527279837,1,FALSE
"957","PDC",1,0,0,"3",2015,42,49,35,0,0,1,2016,0,NA,"1",51,56,45,14,5,1,19,1488190.24236386,18857.4099031727,33646.4573199467,0.579001835346386,0,0,5,14,0,19,2.94443897916644,1,FALSE
"958","PDC",1,0,0,"7",2015,39,85,61,0,0,1,2016,0,NA,"1",52,94,68,5,0,1,19,1488190.24236386,52939.763203805,87017.9277142325,0.496959439234264,0,0,0,5,0,5,1.6094379124341,1,FALSE
"959","PDC",1,0,0,"4",2015,93,90,61,6,5,1,2016,0,NA,"1",95,111,54,62,92,0.5,19,1488190.24236386,133666.913428612,149076.42539447,0.109108111820316,5,6,184,124,11,308,5.73009978297357,1,FALSE
"960","PDC",1,0,0,"10",2016,28,34,32,0,0,1,2017,0,NA,"1",26,33,30,0,0,1,19,1488190.24236386,7975.45654991329,6738.71624195011,-0.168499456440973,0,0,0,0,0,0,NA,0,FALSE
"961","PDC",1,0,0,"3",2016,51,56,45,14,5,1,2017,0,NA,"1",54,56,34,9,37,1,19,1488190.24236386,33646.4573199467,26917.1658559573,-0.223143551314211,5,14,37,9,19,46,3.8286413964891,1,FALSE
