light,site,individual,begin.year,number.leaves,av.leaf.length,av.leaf.width,av.leaf.area,total.leaf.area,flowering,inflorescence.height,number.flowers,number.fruits,end.year,end.number.leaves,end.av.leaf.length,end.av.leaf.width,end.av.leaf.area,end.total.leaf.area,end.flowering,end.inflorescence.height,end.number.flowers,end.number.fruits,survival,dormant,comments
S,S1b,65,2010,3,14.30,3.87,43.427,130.282,0,NA,NA,NA,2011,4,10.43,3.97,32.504,130.017,0,NA,NA,NA,1,0,
S,S1b,75,2010,3,16.90,3.93,52.208,156.624,0,NA,NA,NA,2011,4,16.17,3.37,42.747,170.990,0,NA,NA,NA,1,0,
S,S1b,93,2010,3,10.70,2.77,23.250,69.751,0,NA,NA,NA,2011,4,12.00,3.73,35.186,140.743,0,NA,NA,NA,1,0,
S,S1a,32,2011,3,15.47,2.33,28.344,85.032,0,NA,NA,NA,2012,4,15.53,2.27,27.653,110.612,0,NA,NA,NA,1,0,
S,S1a,41,2011,3,13.53,3.33,35.430,106.291,0,NA,NA,NA,2012,4,10.33,2.60,21.101,84.404,0,NA,NA,NA,1,0,
S,S1a,11,2012,3,16.67,3.57,46.688,140.063,0,NA,NA,NA,2013,4,12.83,3.20,32.254,129.015,1,37,21,2,1,0,
S,S1a,16,2012,3,15.17,3.90,46.456,139.369,0,NA,NA,NA,2013,4,16.13,4.00,50.684,202.737,1,37,24,0,1,0,
S,S1b,58,2012,3,16.57,4.37,56.817,170.450,0,NA,NA,NA,2013,4,14.43,3.93,44.588,178.352,1,34,23,0,1,0,
S,S1b,73,2012,3,12.00,3.13,29.531,88.593,0,NA,NA,NA,2013,4,12.67,3.10,30.840,123.360,0,NA,NA,NA,1,0,
S,S1b,82,2012,3,20.90,3.30,54.169,162.507,0,NA,NA,NA,2013,4,19.80,3.17,49.244,196.978,0,NA,NA,NA,1,0,
S,S2,15,2005,3,16.70,3.47,45.469,136.408,0,NA,NA,NA,2006,4,17.30,3.50,47.556,190.223,0,NA,NA,NA,1,0,
S,S2,15,2007,3,15.93,4.17,52.142,156.425,0,NA,NA,NA,2008,4,19.57,4.83,74.277,297.107,0,NA,NA,NA,1,0,
S,S2,17,2006,3,12.33,2.73,26.477,79.430,0,NA,NA,NA,2007,4,16.33,3.00,38.485,153.938,0,NA,NA,NA,1,0,
S,S2,18,2005,3,13.57,3.50,37.293,111.880,0,NA,NA,NA,2006,4,10.70,3.57,29.973,119.894,0,NA,NA,NA,1,0,
S,S2,18,2007,3,12.80,4.03,40.547,121.642,0,NA,NA,NA,2008,4,17.43,5.17,70.743,282.970,1,NA,NA,NA,1,0,
S,S2,20,2007,3,17.77,4.03,56.281,168.842,0,NA,NA,NA,2008,4,21.40,4.83,81.236,324.945,0,NA,NA,NA,1,0,
S,S2,28,2003,3,18.23,3.63,52.031,156.093,0,NA,NA,NA,2004,4,14.83,3.63,42.329,169.314,0,NA,NA,NA,1,0,
S,S2,31,2008,3,14.07,3.17,34.985,104.955,0,NA,NA,NA,2009,4,12.40,2.47,24.023,96.091,0,NA,NA,NA,1,0,
S,S2,35,2005,3,15.53,3.93,47.986,143.958,0,NA,NA,NA,2006,4,14.53,4.80,54.789,219.158,0,NA,NA,NA,1,0,
S,S2,37,2006,3,15.00,4.30,50.658,151.975,0,NA,NA,NA,2007,4,14.70,3.30,38.100,152.399,0,NA,NA,NA,1,0,
S,S2,44,2003,3,16.90,2.93,38.935,116.804,0,NA,NA,NA,2004,4,18.50,3.43,49.886,199.543,0,NA,NA,NA,1,0,
S,S2,49,2004,3,13.13,3.17,32.664,97.992,0,NA,NA,NA,2005,4,14.63,3.10,35.628,142.513,0,NA,NA,NA,1,0,
S,S2,64,2005,3,13.93,3.13,34.289,102.866,0,NA,NA,NA,2006,4,13.80,3.23,35.044,140.178,0,NA,NA,NA,1,0,
S,S2,66,2005,3,14.77,3.10,35.953,107.859,0,NA,NA,NA,2006,4,15.03,3.43,40.538,162.152,0,NA,NA,NA,1,0,
S,S11,I,2010,3,16.37,3.63,46.704,140.112,0,NA,NA,NA,2011,4,17.10,3.67,49.244,196.978,0,NA,NA,NA,1,0,
L,L1,34,2003,4,15.80,4.03,50.051,200.203,1,38,39,9,2004,4,16.40,4.13,53.240,212.958,0,NA,NA,NA,1,0,
L,L1,51,2003,4,15.50,3.00,36.521,146.084,0,NA,NA,NA,2004,4,15.10,3.93,46.647,186.590,1,40,40,0,1,0,
L,L1,34,2004,4,16.40,4.13,53.240,212.958,0,NA,NA,NA,2005,4,17.33,5.40,73.513,294.053,1,38,35,3,1,0,
L,L1,51,2004,4,15.10,3.93,46.647,186.590,1,40,40,0,2005,4,15.20,3.67,43.773,175.091,1,38,40,1,1,0,
L,L1,30,2005,4,16.17,4.67,59.254,237.016,1,40,36,6,2006,4,13.07,3.13,32.156,128.624,0,NA,NA,NA,1,0,
L,L1,46,2005,4,10.03,3.53,27.843,111.373,0,NA,NA,NA,2006,4,9.10,3.20,22.871,91.483,0,NA,NA,NA,1,0,
L,L1,30,2006,4,13.07,3.13,32.156,128.624,0,NA,NA,NA,2007,4,16.03,3.43,43.234,172.938,1,33,34,1,1,0,
L,L1,46,2006,4,9.10,3.20,22.871,91.483,0,NA,NA,NA,2007,4,7.17,3.63,20.451,81.804,1,29,15,0,1,0,
L,L1,63,2006,4,12.03,2.77,26.148,104.591,0,NA,NA,NA,2007,4,12.03,3.47,32.763,131.053,1,36,26,1,1,0,
L,L1,17,2007,4,12.57,3.80,37.505,150.022,0,NA,NA,NA,2008,4,13.10,3.97,40.812,163.248,1,36,36,1,1,0,
L,L1,46,2007,4,7.17,3.63,20.451,81.804,1,29,15,0,2008,4,9.73,3.53,27.011,108.043,0,NA,NA,NA,1,0,
L,L1,19,2008,4,15.83,2.87,35.648,142.593,0,NA,NA,NA,2009,4,13.53,4.70,49.957,199.826,1,44,38,9,1,0,
L,L1,32,2008,4,14.53,3.60,41.092,164.368,0,NA,NA,NA,2009,4,14.57,3.87,44.237,176.948,0,NA,NA,NA,1,0,
L,L1,61,2008,4,10.87,3.10,26.457,105.830,0,NA,NA,NA,2009,4,12.43,3.97,38.735,154.940,1,36,41,0,1,0,
L,L1,19,2009,4,13.53,4.70,49.957,199.826,1,44,38,9,2010,4,15.57,3.97,48.497,193.986,0,NA,NA,NA,1,0,
L,L1,25,2009,4,13.57,4.13,44.042,176.167,0,NA,NA,NA,2010,4,16.07,4.23,53.419,213.677,0,NA,NA,NA,1,0,
L,L1,77,2009,4,13.23,4.10,42.613,170.452,0,NA,NA,NA,2010,4,13.77,3.93,42.528,170.114,1,26,29,2,1,0,
L,L1,16,2010,4,17.10,3.37,45.215,180.861,0,NA,NA,NA,2011,4,17.23,3.57,48.275,193.100,0,NA,NA,NA,1,0,
L,L1,58,2010,4,13.13,3.37,34.727,138.907,0,NA,NA,NA,2011,4,10.17,2.93,23.422,93.689,1,33,37,4,1,0,
L,L1,67,2011,4,15.23,3.53,42.274,169.094,0,NA,NA,NA,2012,4,11.30,4.10,36.387,145.550,0,NA,NA,NA,1,0,
L,L1,102,2011,4,14.65,3.95,45.449,181.796,0,NA,NA,NA,2012,4,12.03,4.10,38.749,154.996,1,37,NA,NA,1,0,
L,L1,10,2012,4,11.03,3.33,28.885,115.541,0,NA,NA,NA,2013,4,12.10,3.30,31.361,125.444,1,29,22,0,1,0,
L,L1,14,2012,4,13.47,3.83,40.544,162.176,0,NA,NA,NA,2013,4,12.03,5.00,47.255,189.019,1,40,37,6,1,0,
L,L1,19,2012,4,11.73,2.67,24.574,98.297,0,NA,NA,NA,2013,4,10.37,3.07,24.969,99.875,1,28,50,5,1,0,
L,L1,63,2012,4,14.53,3.00,34.243,136.973,0,NA,NA,NA,2013,4,13.20,3.67,38.013,152.053,1,42,37,0,1,0,
L,L1,69,2012,4,12.13,3.23,30.812,123.248,0,NA,NA,NA,2013,4,9.90,3.07,23.845,95.379,1,32,23,3,1,0,
L,L1,73,2012,4,15.27,3.73,44.764,179.057,0,NA,NA,NA,2013,4,13.50,3.97,42.058,168.232,1,40,27,7,1,0,
L,L1,74,2012,4,9.77,2.37,18.154,72.616,0,NA,NA,NA,2013,4,10.87,3.63,31.009,124.037,0,NA,NA,NA,1,0,
L,L1,85,2012,4,14.83,3.33,38.834,155.334,0,NA,NA,NA,2013,4,12.13,2.23,21.283,85.130,1,29,48,1,1,0,
L,L1,91,2012,4,9.57,2.67,20.036,80.146,0,NA,NA,NA,2013,4,9.47,3.53,26.271,105.083,1,21,46,2,1,0,
L,L2,26,2004,4,12.50,3.67,35.997,143.990,1,31,45,6,2005,4,14.83,4.33,50.484,201.935,0,NA,NA,NA,1,0,
L,L2,59,2004,4,11.60,3.73,34.013,136.052,0,NA,NA,NA,2005,4,12.37,4.60,44.679,178.715,1,34,41,1,1,0,
L,L2,71,2004,4,10.20,2.90,23.232,92.928,0,NA,NA,NA,2005,4,11.03,3.27,28.307,113.230,0,NA,NA,NA,1,0,
L,L2,103,2004,4,9.73,2.20,16.818,67.272,0,NA,NA,NA,2005,4,11.37,2.73,24.401,97.606,0,NA,NA,NA,1,0,
L,L2,112,2004,4,13.47,2.67,28.205,112.818,0,NA,NA,NA,2005,4,13.77,3.07,33.158,132.631,0,NA,NA,NA,1,0,
L,L2,119,2004,4,10.07,3.00,23.719,94.876,0,NA,NA,NA,2005,4,9.87,4.50,34.872,139.487,1,27,30,0,1,0,
L,L2,128,2004,4,12.87,2.37,23.916,95.665,0,NA,NA,NA,2005,4,14.43,2.83,32.118,128.474,0,NA,NA,NA,1,0,
L,L2,162,2004,4,10.67,3.40,28.484,113.935,0,NA,NA,NA,2005,4,10.87,3.83,32.716,130.865,0,NA,NA,NA,1,0,
L,L2,164,2004,4,16.17,3.17,40.208,160.832,1,30,23,0,2005,4,13.63,3.07,32.837,131.346,0,NA,NA,NA,1,0,
L,L2,59,2005,4,12.37,4.60,44.679,178.715,1,34,41,1,2006,4,13.80,4.70,50.941,203.764,0,NA,NA,NA,1,0,
L,L2,97,2005,4,13.63,3.23,34.621,138.485,1,27,33,1,2006,4,13.97,2.70,29.617,118.469,0,NA,NA,NA,1,0,
L,L2,132,2005,4,12.50,3.07,30.107,120.428,0,NA,NA,NA,2006,4,15.17,3.83,45.662,182.649,0,NA,NA,NA,1,0,
L,L2,135,2005,4,13.50,2.20,23.326,93.305,1,11,NA,NA,2006,4,13.47,2.20,23.269,93.075,0,NA,NA,NA,1,0,
L,L2,37,2006,4,13.63,4.50,48.184,192.737,0,NA,NA,NA,2007,4,12.83,4.67,47.037,188.146,0,NA,NA,NA,1,0,
L,L2,81,2006,4,13.93,3.57,39.031,156.123,0,NA,NA,NA,2007,4,13.67,3.77,40.431,161.722,0,NA,NA,NA,1,0,
L,L2,127,2006,4,12.40,2.83,27.594,110.375,1,35,33,1,2007,4,10.80,2.63,22.337,89.347,0,NA,NA,NA,1,0,
L,L2,189,2006,4,11.77,2.47,22.796,91.183,0,NA,NA,NA,2007,4,11.70,2.70,24.811,99.243,0,NA,NA,NA,1,0,
L,L2,199,2006,4,10.57,2.50,20.748,82.990,0,NA,NA,NA,2007,4,13.10,3.50,36.011,144.042,1,20,46,0,1,0,
L,L2,37,2007,4,12.83,4.67,47.037,188.146,0,NA,NA,NA,2008,4,14.13,4.73,52.541,210.166,0,NA,NA,NA,1,0,
L,L2,50,2007,4,11.20,3.67,32.254,129.015,0,NA,NA,NA,2008,4,13.70,4.10,44.116,176.463,0,NA,NA,NA,1,0,
L,L2,85,2007,4,13.30,4.30,44.917,179.668,0,NA,NA,NA,2008,4,16.03,4.53,57.086,228.345,0,NA,NA,NA,1,0,
L,L2,103,2007,4,13.00,2.77,28.248,112.993,0,NA,NA,NA,2008,4,14.80,3.63,42.233,168.934,1,36,30,3,1,0,
L,L2,108,2007,4,10.77,2.67,22.550,90.199,0,NA,NA,NA,2008,4,16.37,3.73,47.990,191.958,0,NA,NA,NA,1,0,
L,L2,157,2007,4,15.50,3.60,43.825,175.301,0,NA,NA,NA,2008,4,14.97,4.17,48.978,195.913,1,45,33,2,1,0,
L,L2,198,2007,4,10.97,2.50,21.533,86.132,0,NA,NA,NA,2008,4,14.40,3.00,33.929,135.717,0,NA,NA,NA,1,0,
L,L2,199,2007,4,13.10,3.50,36.011,144.042,1,20,46,0,2008,4,17.77,4.40,61.397,245.589,1,37,50,5,1,0,
L,L2,58,2008,4,14.70,4.30,49.645,198.580,1,29,31,0,2009,4,13.73,4.10,44.223,176.893,1,40,47,7,1,0,
L,L2,103,2008,4,14.80,3.63,42.233,168.934,1,36,30,3,2009,4,12.73,3.57,35.669,142.677,1,38,35,3,1,0,
L,L2,180,2008,4,12.57,2.93,28.952,115.806,0,NA,NA,NA,2009,4,11.03,4.10,35.529,142.115,1,36,NA,NA,1,0,
L,L2,192,2008,4,9.63,2.73,20.680,82.722,0,NA,NA,NA,2009,4,11.40,3.27,29.248,116.993,0,NA,NA,NA,1,0,
L,L2,202,2008,4,11.17,3.53,30.988,123.953,0,NA,NA,NA,2009,4,11.43,4.97,44.599,178.397,1,32,53,3,1,0,
L,L2,58,2009,4,13.73,4.10,44.223,176.893,1,40,47,7,2010,4,13.80,3.40,36.851,147.404,0,NA,NA,NA,1,0,
L,L2,112,2009,4,14.93,3.03,35.577,142.307,0,NA,NA,NA,2010,4,10.10,2.43,19.302,77.210,0,NA,NA,NA,1,0,
L,L2,215,2009,4,16.23,2.80,35.699,142.796,0,NA,NA,NA,2010,4,17.40,3.90,53.297,213.188,0,NA,NA,NA,1,0,
L,L2,72,2010,4,10.83,3.07,26.093,104.371,0,NA,NA,NA,2011,4,9.73,3.23,24.717,98.869,0,NA,NA,NA,1,0,
L,L2,93,2010,4,9.83,3.20,24.714,98.855,1,30,22,0,2011,4,8.57,2.40,16.148,64.591,0,NA,NA,NA,1,0,
L,L2,112,2010,4,10.10,2.43,19.302,77.210,0,NA,NA,NA,2011,4,10.47,2.53,20.825,83.301,0,NA,NA,NA,1,0,
L,L2,116,2010,4,14.70,3.37,38.869,155.477,1,28,34,5,2011,4,12.00,2.73,25.761,103.044,0,NA,NA,NA,1,0,
L,L2,121,2010,4,8.00,3.00,18.850,75.398,1,21,NA,NA,2011,4,7.97,2.80,17.520,70.078,0,NA,NA,NA,1,0,
L,L2,135,2010,4,15.40,2.30,27.819,111.275,0,NA,NA,NA,2011,4,5.57,2.00,8.744,34.976,0,NA,NA,NA,1,0,
L,L2,226,2010,4,8.30,3.37,21.947,87.787,0,NA,NA,NA,2011,4,7.60,3.83,22.881,91.525,1,24,27,0,1,0,
L,L2,1,2011,4,8.37,3.90,25.628,102.510,0,NA,NA,NA,2012,4,10.07,3.90,30.835,123.339,0,NA,NA,NA,1,0,
L,L2,37,2011,4,9.47,4.60,34.201,136.806,0,NA,NA,NA,2012,4,8.50,4.67,31.154,124.617,1,34,42,7,1,0,
L,L2,43,2011,4,9.77,2.17,16.620,66.480,0,NA,NA,NA,2012,4,10.20,2.37,18.960,75.838,0,NA,NA,NA,1,0,
L,L2,93,2011,4,8.57,2.40,16.148,64.591,0,NA,NA,NA,2012,4,9.57,2.67,20.036,80.146,0,NA,NA,NA,1,0,
L,L2,112,2011,4,10.47,2.53,20.825,83.301,0,NA,NA,NA,2012,4,13.73,3.00,32.358,129.434,0,NA,NA,NA,1,0,
L,L2,121,2011,4,7.97,2.80,17.520,70.078,0,NA,NA,NA,2012,4,7.53,2.60,15.383,61.533,0,NA,NA,NA,1,0,
L,L2,152,2011,4,10.07,3.30,26.091,104.364,1,33,35,0,2012,4,11.07,3.27,28.393,113.572,0,NA,NA,NA,1,0,
L,L2,201,2011,4,9.50,3.47,25.866,103.463,0,NA,NA,NA,2012,4,10.00,3.80,29.845,119.381,0,NA,NA,NA,1,0,
L,L2,207,2011,4,8.40,2.70,17.813,71.251,0,NA,NA,NA,2012,4,11.13,2.30,20.111,80.446,0,NA,NA,NA,1,0,
L,L2,225,2011,4,9.53,4.20,31.447,125.789,1,25,27,0,2012,4,10.80,3.47,29.405,117.621,0,NA,NA,NA,1,0,
L,L2,243,2011,4,7.57,2.17,12.876,51.505,0,NA,NA,NA,2012,4,8.83,2.50,17.344,69.377,0,NA,NA,NA,1,0,
L,L2,280,2011,4,7.27,1.77,10.083,40.331,0,NA,NA,NA,2012,4,9.37,2.43,17.901,71.604,0,NA,NA,NA,1,0,
L,L2,294,2011,4,9.33,3.00,21.991,87.965,0,NA,NA,NA,2012,4,12.73,3.73,37.336,149.344,0,NA,NA,NA,1,0,
L,L2,304,2011,4,9.93,2.00,15.603,62.413,0,NA,NA,NA,2012,4,13.90,3.13,34.207,136.827,0,NA,NA,NA,1,0,
L,L2,314,2011,4,8.27,3.00,19.478,77.911,1,14,,,2012,4,9.00,2.40,16.965,67.858,0,NA,NA,NA,1,0,
L,L2,319,2011,4,11.60,2.73,24.902,99.609,0,NA,NA,NA,2012,4,14.03,3.03,33.433,133.731,0,NA,NA,NA,1,0,
L,L2,354,2011,4,8.90,2.57,17.941,71.764,0,NA,NA,NA,2012,4,10.87,3.17,27.026,108.106,0,NA,NA,NA,1,0,
L,L2,355,2011,4,12.00,3.53,33.301,133.204,0,NA,NA,NA,2012,4,17.03,3.53,47.269,189.075,0,NA,NA,NA,1,0,
L,L2,438,2011,4,9.53,2.47,18.469,73.876,0,NA,NA,NA,2012,4,12.43,2.53,24.738,98.953,0,NA,NA,NA,1,0,
L,L2,1,2012,4,10.07,3.90,30.835,123.339,0,NA,NA,NA,2013,4,10.43,4.23,34.689,138.757,1,29,33,4,1,0,
L,L2,2,2012,4,9.00,3.10,21.913,87.650,0,NA,NA,NA,2013,4,10.93,4.50,38.642,154.566,1,33,32,1,1,0,
L,L2,43,2012,4,10.20,2.37,18.960,75.838,0,NA,NA,NA,2013,4,7.67,2.47,14.853,59.411,1,32,31,2,1,0,
L,L2,51,2012,4,14.53,3.40,38.809,155.237,0,NA,NA,NA,2013,4,11.27,3.00,26.546,106.186,1,38,52,9,1,0,
L,L2,71,2012,4,12.00,3.20,30.159,120.637,0,NA,NA,NA,2013,4,9.77,4.13,31.706,126.823,1,33,37,1,1,0,
L,L2,99,2012,4,14.57,4.07,46.525,186.101,0,NA,NA,NA,2013,4,12.53,3.67,36.093,144.374,1,34,42,6,1,0,
L,L2,121,2012,4,7.53,2.60,15.383,61.533,0,NA,NA,NA,2013,4,8.23,2.60,16.813,67.251,0,NA,NA,NA,1,0,
L,L2,131,2012,4,11.73,4.07,37.476,149.903,0,NA,NA,NA,2013,4,11.80,4.10,37.998,151.990,1,30,31,2,1,0,
L,L2,168,2012,4,13.03,2.97,30.368,121.471,0,NA,NA,NA,2013,4,10.13,2.80,22.284,89.137,1,31,37,2,1,0,
L,L2,188,2012,4,14.10,3.97,43.927,175.709,0,NA,NA,NA,2013,4,11.90,3.90,36.450,145.801,1,37,39,3,1,0,
L,L2,189,2012,4,10.73,3.03,25.571,102.283,0,NA,NA,NA,2013,4,8.43,2.30,15.234,60.936,1,29,21,2,1,0,
L,L2,191,2012,4,11.63,2.50,22.842,91.368,0,NA,NA,NA,2013,4,8.83,2.40,16.650,66.602,1,25,32,0,1,0,
L,L2,207,2012,4,11.13,2.30,20.111,80.446,0,NA,NA,NA,2013,4,10.13,3.00,23.876,95.504,1,27,34,6,1,0,
L,L2,225,2012,4,10.80,3.47,29.405,117.621,0,NA,NA,NA,2013,4,9.60,3.63,27.395,109.579,1,23,24,1,1,0,
L,L2,258,2012,4,13.85,2.70,29.370,117.480,0,NA,NA,NA,2013,4,12.73,3.23,32.336,129.343,1,32,22,0,1,0,
L,L2,280,2012,4,9.37,2.43,17.901,71.604,0,NA,NA,NA,2013,4,8.03,2.40,15.142,60.570,1,24,27,0,1,0,
L,L2,282,2012,4,9.83,2.60,20.080,80.320,0,NA,NA,NA,2013,4,9.83,3.13,24.199,96.796,1,28,NA,NA,1,0,
L,L2,286,2012,4,10.73,2.70,22.761,91.043,0,NA,NA,NA,2013,4,10.47,3.43,28.224,112.895,1,28,45,1,1,0,
L,L2,294,2012,4,12.73,3.73,37.336,149.344,0,NA,NA,NA,2013,4,14.53,3.87,44.136,176.544,0,NA,NA,NA,1,0,
L,L2,304,2012,4,13.90,3.13,34.207,136.827,0,NA,NA,NA,2013,4,11.57,4.17,37.852,151.407,1,37,39,0,1,0,
L,L2,312,2012,4,13.67,3.57,38.284,153.135,0,NA,NA,NA,2013,4,12.20,4.73,45.354,181.417,1,31,27,0,1,0,
L,L2,335,2012,4,10.77,2.23,18.885,75.541,0,NA,NA,NA,2013,4,10.23,3.40,27.327,109.306,1,23,26,4,1,0,
L,L2,361,2012,4,9.53,2.63,19.717,78.868,0,NA,NA,NA,2013,4,9.13,3.33,23.911,95.644,1,25,27,0,1,0,
L,L2,386,2012,4,12.90,2.47,24.991,99.965,0,NA,NA,NA,2013,4,10.83,3.63,30.914,123.657,1,36,33,0,1,0,
L,L2,438,2012,4,12.43,2.53,24.738,98.953,0,NA,NA,NA,2013,4,12.27,3.20,30.829,123.318,1,34,41,0,1,0,
S,S1a,5,2003,4,18.37,3.83,55.296,221.186,1,41,42,7,2004,4,20.93,4.00,65.764,263.056,0,NA,NA,NA,1,0,
S,S1a,7,2003,4,18.53,3.57,51.917,207.666,0,NA,NA,NA,2004,4,16.77,3.50,46.090,184.359,0,NA,NA,NA,1,0,
S,S1a,12,2003,4,17.30,3.77,51.179,204.717,0,NA,NA,NA,2004,4,19.10,3.67,55.004,220.016,0,NA,NA,NA,1,0,
S,S1a,30,2003,4,17.40,2.93,40.087,160.347,0,NA,NA,NA,2004,4,16.17,3.93,49.943,199.770,1,38,39,0,1,0,
S,S1a,35,2003,4,15.63,2.90,35.607,142.429,0,NA,NA,NA,2004,4,16.37,2.93,37.706,150.824,0,NA,NA,NA,1,0,
S,S1a,5,2004,4,20.93,4.00,65.764,263.056,0,NA,NA,NA,2005,4,17.67,4.20,58.277,233.106,1,38.3,33,0,1,0,
S,S1a,7,2004,4,16.77,3.50,46.090,184.359,0,NA,NA,NA,2005,4,19.03,3.90,58.300,233.200,0,NA,NA,NA,1,0,
S,S1a,12,2004,4,19.10,3.67,55.004,220.016,0,NA,NA,NA,2005,4,16.40,3.63,46.799,187.197,0,NA,NA,NA,1,0,
S,S1a,14,2004,4,11.90,3.17,29.596,118.386,0,NA,NA,NA,2005,4,13.50,3.20,33.929,135.717,0,NA,NA,NA,1,0,
S,S1a,16,2004,4,19.90,4.13,64.602,258.406,0,NA,NA,NA,2005,4,18.77,4.43,65.344,261.377,0,NA,NA,NA,1,0,
S,S1a,30,2004,4,16.17,3.93,49.943,199.770,1,38,39,0,2005,4,16.63,3.67,47.901,191.602,0,NA,NA,NA,1,0,
S,S1a,35,2004,4,16.37,2.93,37.706,150.824,0,NA,NA,NA,2005,4,17.00,3.77,50.292,201.167,0,NA,NA,NA,1,0,
S,S1a,41,2004,4,17.33,2.93,39.933,159.733,0,NA,NA,NA,2005,4,13.27,2.93,30.564,122.257,1,32.4,34,0,1,0,
S,S1b,66,2004,4,17.37,4.27,58.196,232.785,0,NA,NA,NA,2005,4,19.00,4.40,65.659,262.637,0,NA,NA,NA,1,0,
S,S1b,73,2004,4,16.70,4.00,52.465,209.858,0,NA,NA,NA,2005,4,14.63,3.70,42.524,170.096,1,35,33,0,1,0,
S,S1b,77,2004,4,10.30,2.20,17.797,71.188,0,NA,NA,NA,2005,4,11.70,2.13,19.604,78.414,0,NA,NA,NA,1,0,
S,S1a,5,2005,4,17.67,4.20,58.277,233.106,1,38,33,0,2006,4,15.13,3.57,42.392,169.569,0,NA,NA,NA,1,0,
S,S1a,7,2005,4,19.03,3.90,58.300,233.200,0,NA,NA,NA,2006,4,18.40,3.77,54.433,217.733,0,NA,NA,NA,1,0,
S,S1a,14,2005,4,13.50,3.20,33.929,135.717,0,NA,NA,NA,2006,4,10.77,3.00,25.368,101.473,0,NA,NA,NA,1,0,
S,S1a,16,2005,4,18.77,4.43,65.344,261.377,0,NA,NA,NA,2006,4,20.57,4.87,78.611,314.445,0,NA,NA,NA,1,0,
S,S1a,18,2005,4,15.03,3.00,35.421,141.686,0,NA,NA,NA,2006,4,14.53,3.60,41.092,164.368,0,NA,NA,NA,1,0,
S,S1a,28,2005,4,13.07,4.47,45.839,183.357,0,NA,NA,NA,2006,4,15.43,5.13,62.223,248.891,0,NA,NA,NA,1,0,
S,S1a,35,2005,4,17.00,3.77,50.292,201.167,0,NA,NA,NA,2006,4,14.47,3.53,40.146,160.584,0,NA,NA,NA,1,0,
S,S1a,36,2005,4,24.53,4.77,91.846,367.385,0,NA,NA,NA,2006,4,20.83,3.70,60.541,242.164,0,NA,NA,NA,1,0,
S,S1b,60,2005,4,20.13,3.63,57.453,229.811,0,NA,NA,NA,2006,4,19.70,3.50,54.153,216.613,0,NA,NA,NA,1,0,
S,S1b,61,2005,4,15.73,4.30,53.135,212.539,0,NA,NA,NA,2006,4,17.57,4.83,66.685,266.739,0,NA,NA,NA,1,0,
S,S1b,76,2005,4,14.83,4.83,56.309,225.235,0,NA,NA,NA,2006,4,14.97,4.20,49.370,197.481,0,NA,NA,NA,1,0,
S,S1b,77,2005,4,11.70,2.13,19.604,78.414,0,NA,NA,NA,2006,4,11.53,2.50,22.646,90.583,0,NA,NA,NA,1,0,
S,S1a,11,2006,4,14.50,2.97,33.785,135.141,0,NA,NA,NA,2007,4,15.80,3.43,42.605,170.421,0,NA,NA,NA,1,0,
S,S1a,14,2006,4,10.77,3.00,25.368,101.473,0,NA,NA,NA,2007,4,11.73,4.47,41.162,164.647,0,NA,NA,NA,1,0,
S,S1b,60,2006,4,19.70,3.50,54.153,216.613,0,NA,NA,NA,2007,4,15.67,3.40,41.836,167.342,0,NA,NA,NA,1,0,
S,S1b,61,2006,4,17.57,4.83,66.685,266.739,0,NA,NA,NA,2007,4,17.73,4.83,67.317,269.269,0,NA,NA,NA,1,0,
S,S1b,76,2006,4,14.97,4.20,49.370,197.481,0,NA,NA,NA,2007,4,12.37,4.93,47.916,191.665,0,NA,NA,NA,1,0,
S,S1b,77,2006,4,11.53,2.50,22.646,90.583,0,NA,NA,NA,2007,4,11.93,2.87,26.868,107.470,0,NA,NA,NA,1,0,
S,S1b,81,2006,4,17.40,4.00,54.664,218.655,0,NA,NA,NA,2007,4,16.90,3.67,48.669,194.674,0,NA,NA,NA,1,0,
S,S1a,11,2007,4,15.80,3.43,42.605,170.421,0,NA,NA,NA,2008,4,10.90,3.23,27.680,110.720,1,30,22,1,1,0,
S,S1a,32,2007,4,15.53,3.03,37.006,148.025,0,NA,NA,NA,2008,4,15.97,2.23,28.006,112.026,0,NA,NA,NA,1,0,
S,S1b,77,2007,4,11.93,2.87,26.868,107.470,0,NA,NA,NA,2008,4,12.07,2.70,25.588,102.353,0,NA,NA,NA,1,0,
S,S1b,80,2007,4,14.07,3.03,33.512,134.048,0,NA,NA,NA,2008,4,17.20,3.70,49.983,199.931,0,NA,NA,NA,1,0,
S,S1b,83,2007,4,17.20,4.20,56.737,226.949,0,NA,NA,NA,2008,4,23.37,6.33,116.230,464.921,0,NA,NA,NA,1,0,
S,S1a,3,2008,4,11.93,3.40,31.866,127.465,0,NA,NA,NA,2009,4,14.30,3.60,40.432,161.729,0,NA,NA,NA,1,0,
S,S1a,6,2008,4,13.47,3.07,32.435,129.741,0,NA,NA,NA,2009,4,14.23,3.80,42.480,169.918,1,30,37,7,1,0,
S,S1a,34,2008,4,16.17,3.13,39.785,159.139,0,NA,NA,NA,2009,4,15.57,3.23,39.531,158.123,0,NA,NA,NA,1,0,
S,S1b,53,2008,4,16.17,4.63,58.831,235.323,0,NA,NA,NA,2009,4,16.60,4.60,59.973,239.892,0,NA,NA,NA,1,0,
