light,site,individual,begin.year,number.leaves,av.leaf.length,av.leaf.width,av.leaf.area,total.leaf.area,flowering,inflorescence.height,number.flowers,number.fruits,end.year,end.number.leaves,end.av.leaf.length,end.av.leaf.width,end.av.leaf.area,end.total.leaf.area,end.flowering,end.inflorescence.height,end.number.flowers,end.number.fruits,survival,dormant,comments
S,S1b,58,2008,4,18.27,4.57,65.516,262.065,0,NA,NA,NA,2009,4,17.80,4.93,68.968,275.874,0,NA,NA,NA,1,0,
S,S1b,90,2008,4,14.47,3.43,39.010,156.039,0,NA,NA,NA,2009,4,10.53,3.87,31.988,127.954,0,NA,NA,NA,1,0,
S,S1a,6,2009,4,14.23,3.80,42.480,169.918,1,30,37,7,2010,4,11.57,2.60,23.620,94.478,0,NA,NA,NA,1,0,
S,S1a,9,2009,4,16.20,3.63,46.229,184.914,0,NA,NA,NA,2010,4,10.20,3.77,30.175,120.700,1,36,34,12,1,0,
S,S1a,15,2009,4,16.70,3.60,47.218,188.873,0,NA,NA,NA,2010,4,16.37,3.87,49.703,198.814,0,NA,NA,NA,1,0,
S,S1a,16,2009,4,18.03,3.93,55.709,222.837,0,NA,NA,NA,2010,4,16.57,3.83,49.877,199.509,0,NA,NA,NA,1,0,
S,S1a,18,2009,4,14.33,4.03,45.405,181.619,1,33,26,0,2010,4,14.13,3.40,37.741,150.964,0,NA,NA,NA,1,0,
S,S1a,27,2009,4,14.30,3.13,35.191,140.764,0,NA,NA,NA,2010,4,15.33,3.53,42.551,170.205,1,31,19,1,1,0,
S,S1a,34,2009,4,15.57,3.23,39.531,158.123,0,NA,NA,NA,2010,4,17.10,2.67,35.814,143.257,0,NA,NA,NA,1,0,
S,S1b,53,2009,4,16.60,4.60,59.973,239.892,0,NA,NA,NA,2010,4,14.00,3.93,43.249,172.997,0,NA,NA,NA,1,0,
S,S1b,58,2009,4,17.80,4.93,68.968,275.874,0,NA,NA,NA,2010,4,15.87,4.27,53.170,212.679,0,NA,NA,NA,1,0,
S,S1b,60,2009,4,19.17,3.97,59.712,238.848,0,NA,NA,NA,2010,4,17.20,3.67,49.532,198.130,0,NA,NA,NA,1,0,
S,S1b,67,2009,4,16.03,3.93,49.531,198.123,0,NA,NA,NA,2010,4,14.00,3.23,35.552,142.209,0,NA,NA,NA,1,0,
S,S1b,90,2009,4,10.53,3.87,31.988,127.954,0,NA,NA,NA,2010,4,17.23,4.73,64.066,256.263,0,NA,NA,NA,1,0,
S,S1a,6,2010,4,11.57,2.60,23.620,94.478,0,NA,NA,NA,2011,4,13.90,3.47,37.846,151.383,0,NA,NA,NA,1,0,
S,S1a,19,2010,4,11.60,2.87,26.117,104.468,0,NA,NA,NA,2011,4,10.97,3.33,28.711,114.843,1,39,27,1,1,0,
S,S1a,40,2010,4,14.93,3.53,41.441,165.764,0,NA,NA,NA,2011,4,16.93,3.90,51.868,207.471,0,NA,NA,NA,1,0,
S,S1a,43,2010,4,14.10,3.70,40.974,163.897,0,NA,NA,NA,2011,4,14.70,5.50,63.499,253.998,1,47,,,1,0,
S,S1a,50,2010,4,17.47,3.17,43.441,173.765,0,NA,NA,NA,2011,4,19.43,4.27,65.122,260.487,0,NA,NA,NA,1,0,
S,S1b,53,2010,4,14.00,3.93,43.249,172.997,0,NA,NA,NA,2011,4,18.77,4.40,64.853,259.412,0,NA,NA,NA,1,0,
S,S1b,58,2010,4,15.87,4.27,53.170,212.679,0,NA,NA,NA,2011,4,13.60,3.30,35.249,140.995,0,NA,NA,NA,1,0,
S,S1b,60,2010,4,17.20,3.67,49.532,198.130,0,NA,NA,NA,2011,4,16.23,3.93,50.149,200.594,0,NA,NA,NA,1,0,
S,S1b,67,2010,4,14.00,3.23,35.552,142.209,0,NA,NA,NA,2011,4,16.63,3.87,50.513,202.053,0,NA,NA,NA,1,0,
S,S1b,74,2010,4,15.80,3.93,48.810,195.240,0,NA,NA,NA,2011,4,13.87,4.27,46.468,185.871,0,NA,NA,NA,1,0,
S,S1b,76,2010,4,15.30,3.93,47.265,189.061,0,NA,NA,NA,2011,4,14.57,4.10,46.907,187.626,0,NA,NA,NA,1,0,
S,S1b,83,2010,4,17.60,4.80,66.350,265.402,0,NA,NA,NA,2011,4,19.07,5.13,76.871,307.485,0,NA,NA,NA,1,0,
S,S1a,6,2011,4,13.90,3.47,37.846,151.383,0,NA,NA,NA,2012,4,12.60,3.20,31.667,126.669,1,29,19,2,1,0,
S,S1a,10,2011,4,14.77,3.43,39.819,159.275,0,NA,NA,NA,2012,4,14.33,3.50,39.401,157.603,0,NA,NA,NA,1,0,
S,S1a,19,2011,4,10.97,3.33,28.711,114.843,1,39,27,1,2012,4,15.10,3.30,39.136,156.546,0,NA,NA,NA,1,0,
S,S1a,24,2011,4,12.83,2.57,25.870,103.481,0,NA,NA,NA,2012,4,11.33,2.73,24.330,97.320,0,NA,NA,NA,1,0,
S,S1b,53,2011,4,18.77,4.40,64.853,259.412,0,NA,NA,NA,2012,4,17.77,3.57,49.769,199.076,0,NA,NA,NA,1,0,
S,S1b,65,2011,4,10.43,3.97,32.504,130.017,0,NA,NA,NA,2012,4,18.33,4.20,60.476,241.903,0,NA,NA,NA,1,0,
S,S1b,74,2011,4,13.87,4.27,46.468,185.871,0,NA,NA,NA,2012,4,12.57,4.87,48.033,192.133,0,NA,NA,NA,1,0,
S,S1b,76,2011,4,14.57,4.10,46.907,187.626,0,NA,NA,NA,2012,4,17.33,4.47,60.807,243.229,0,NA,NA,NA,1,0,
S,S1b,83,2011,4,19.07,5.13,76.871,307.485,0,NA,NA,NA,2012,4,19.17,5.07,76.271,305.084,0,NA,NA,NA,1,0,
S,S1a,6,2012,4,12.60,3.20,31.667,126.669,1,29,19,2,2013,4,13.57,3.00,31.966,127.863,1,31,24,0,1,0,
S,S1a,8,2012,4,14.37,2.60,29.337,117.349,0,NA,NA,NA,2013,4,14.07,3.57,39.404,157.617,1,34,26,2,1,0,
S,S1a,10,2012,4,14.33,3.50,39.401,157.603,0,NA,NA,NA,2013,4,13.07,3.53,36.261,145.044,1,32,NA,NA,1,0,
S,S1a,17,2012,4,8.57,2.87,19.288,77.151,0,NA,NA,NA,2013,4,14.43,3.07,34.763,139.054,0,NA,NA,NA,1,0,
S,S1a,19,2012,4,15.10,3.30,39.136,156.546,0,NA,NA,NA,2013,4,11.17,3.63,31.865,127.461,1,35,23,0,1,0,
S,S1b,68,2012,4,14.30,2.63,29.575,118.302,1,35,NA,NA,2013,4,15.20,2.33,27.855,111.422,0,NA,NA,NA,1,0,
S,S1b,70,2012,4,9.97,3.13,24.527,98.108,0,NA,NA,NA,2013,4,11.57,3.50,31.796,127.182,0,NA,NA,NA,1,0,
S,S1b,81,2012,4,16.70,3.63,47.655,190.621,0,NA,NA,NA,2013,4,11.97,3.80,35.715,142.859,1,28,29,0,1,0,
S,S1b,83,2012,4,19.17,5.07,76.271,305.084,0,NA,NA,NA,2013,4,24.13,5.20,98.562,394.249,0,NA,NA,NA,1,0,
S,S2,15,2008,4,19.57,4.83,74.277,297.107,0,NA,NA,NA,2009,4,16.00,4.47,56.130,224.519,0,NA,NA,NA,1,0,
S,S2,17,2007,4,16.33,3.00,38.485,153.938,0,NA,NA,NA,2008,4,16.13,2.93,37.169,148.674,0,NA,NA,NA,1,0,
S,S2,17,2008,4,16.13,2.93,37.169,148.674,0,NA,NA,NA,2009,4,14.87,3.10,36.196,144.786,0,NA,NA,NA,1,0,
S,S2,20,2008,4,21.40,4.83,81.236,324.945,0,NA,NA,NA,2009,4,20.23,4.97,78.926,315.706,0,NA,NA,NA,1,0,
S,S2,23,2004,4,18.23,3.50,50.121,200.486,0,NA,NA,NA,2005,4,16.20,4.30,54.711,218.843,0,NA,NA,NA,1,0,
S,S2,28,2004,4,14.83,3.63,42.329,169.314,0,NA,NA,NA,2005,4,17.00,3.80,50.737,202.947,0,NA,NA,NA,1,0,
S,S2,28,2005,4,17.00,3.80,50.737,202.947,0,NA,NA,NA,2006,4,17.10,3.73,50.140,200.559,0,NA,NA,NA,1,0,
S,S2,28,2006,4,17.10,3.73,50.140,200.559,0,NA,NA,NA,2007,4,16.13,4.57,57.865,231.459,0,NA,NA,NA,1,0,
S,S2,29,2006,4,16.77,4.37,57.502,230.010,0,NA,NA,NA,2007,4,15.67,3.10,38.144,152.577,0,NA,NA,NA,1,0,
S,S2,30,2004,4,19.67,4.20,64.874,259.496,0,NA,NA,NA,2005,4,15.87,4.33,54.000,216.002,1,32,29,0,1,0,
S,S2,30,2005,4,15.87,4.33,54.000,216.002,1,32,29,0,2006,4,17.17,3.40,45.841,183.364,0,NA,NA,NA,1,0,
S,S2,30,2006,4,17.17,3.40,45.841,183.364,0,NA,NA,NA,2007,4,19.30,2.93,44.464,177.856,0,NA,NA,NA,1,0,
S,S2,31,2009,4,12.40,2.47,24.023,96.091,0,NA,NA,NA,2010,4,13.73,3.03,32.718,130.872,0,NA,NA,NA,1,0,
S,S2,32,2010,4,19.50,3.70,56.666,226.666,0,NA,NA,NA,2011,4,14.13,3.57,39.591,158.364,0,NA,NA,NA,1,0,
S,S2,33,2003,4,15.63,2.87,35.198,140.792,0,NA,NA,NA,2004,4,16.13,3.93,49.840,199.358,0,NA,NA,NA,1,0,
S,S2,33,2004,4,16.13,3.93,49.840,199.358,0,NA,NA,NA,2005,4,15.80,4.37,54.187,216.749,0,NA,NA,NA,1,0,
S,S2,42,2007,4,12.60,1.93,19.132,76.529,0,NA,NA,NA,2008,4,19.67,3.97,61.270,245.079,0,NA,NA,NA,1,0,
S,S2,51,2006,4,13.77,2.00,21.625,86.499,0,NA,NA,NA,2007,4,14.87,2.50,29.191,116.763,0,NA,NA,NA,1,0,
S,S2,53,2005,4,14.33,4.47,50.283,201.132,1,34.7,NA,NA,2006,4,12.17,3.50,33.445,133.779,0,NA,NA,NA,1,0,
S,S2,64,2006,4,13.80,3.23,35.044,140.178,0,NA,NA,NA,2007,4,14.13,3.60,39.961,159.844,0,NA,NA,NA,1,0,
S,S2,65,2005,4,12.50,4.00,39.270,157.080,0,NA,NA,NA,2006,4,12.83,4.07,40.989,163.956,0,NA,NA,NA,1,0,
S,S2,66,2006,4,15.03,3.43,40.538,162.152,0,NA,NA,NA,2007,4,15.97,3.27,40.965,163.858,0,NA,NA,NA,1,0,
L,L1,30,2004,5,13.87,4.47,48.646,243.229,1,41,49,0,2005,4,16.17,4.67,59.254,237.016,1,40,36,6,1,0,
L,L1,33,2004,5,11.77,3.87,35.734,178.669,1,40,35,3,2005,4,10.27,3.13,25.265,101.062,1,28,28,3,1,0,
L,L1,65,2004,5,9.83,2.97,22.912,114.559,1,28,31,0,2005,4,13.20,3.27,33.866,135.465,0,NA,NA,NA,1,0,
L,L1,67,2004,5,13.83,3.87,42.010,210.050,0,NA,NA,NA,2005,4,11.67,4.00,36.652,146.608,1,34,NA,NA,1,0,
L,L1,49,2005,5,10.10,3.40,26.971,134.853,1,36,33,8,2006,4,14.07,2.97,32.776,131.102,0,NA,NA,NA,1,0,
L,L1,51,2006,5,15.00,3.60,42.412,212.058,1,40,32,0,2007,4,14.93,3.40,39.877,159.509,0,NA,NA,NA,1,0,
L,L1,58,2006,5,9.20,3.13,22.640,113.202,1,29,50,6,2007,4,11.63,3.37,30.761,123.042,0,NA,NA,NA,1,0,
L,L1,13,2007,5,13.33,3.33,34.907,174.533,1,35,39,7,2008,4,16.07,2.90,36.594,146.377,0,NA,NA,NA,1,0,
L,L1,32,2007,5,11.33,3.77,33.528,167.639,1,31,39,2,2008,4,14.53,3.60,41.092,164.368,0,NA,NA,NA,1,0,
L,L1,33,2008,5,12.17,3.50,33.445,167.224,1,39,32,2,2009,4,14.30,3.90,43.802,175.207,0,NA,NA,NA,1,0,
L,L1,63,2008,5,15.47,3.37,40.897,204.483,1,42,34,0,2009,4,15.77,2.50,30.958,123.831,0,NA,NA,NA,1,0,
L,L1,16,2009,5,15.57,4.43,54.202,271.010,1,54,44,2,2010,4,17.10,3.37,45.215,180.861,0,NA,NA,NA,1,0,
L,L1,20,2009,5,12.50,3.77,36.979,184.896,1,46,49,0,2010,4,13.80,3.27,35.406,141.623,0,NA,NA,NA,1,0,
L,L1,44,2009,5,15.00,3.57,42.019,210.094,1,41,34,4,2010,4,16.63,3.00,39.191,156.765,0,NA,NA,NA,1,0,
L,L1,54,2009,5,10.73,3.20,26.976,134.879,1,43,43,3,2010,4,10.27,3.10,24.997,99.986,0,NA,NA,NA,1,0,
L,L1,66,2009,5,15.33,4.07,48.974,244.870,1,43,40,3,2010,4,19.17,4.17,62.723,250.891,0,NA,NA,NA,1,0,
L,L1,17,2010,5,14.63,3.67,42.141,210.705,0,NA,NA,NA,2011,4,9.07,4.67,33.231,132.924,0,NA,NA,NA,1,0,
L,L1,51,2010,5,15.60,3.73,45.742,228.708,1,34,35,2,2011,4,16.83,4.17,55.087,220.348,0,NA,NA,NA,1,0,
L,L1,61,2010,5,13.47,3.60,38.076,190.381,1,26,34,2,2011,4,10.73,3.63,30.629,122.515,1,26,24,4,1,0,
L,L1,10,2011,5,12.90,4.00,40.527,202.633,1,33,24,9,2012,4,11.03,3.33,28.885,115.541,0,NA,NA,NA,1,0,
L,L1,19,2011,5,11.47,4.13,37.224,186.122,1,43,43,16,2012,4,11.73,2.67,24.574,98.297,0,NA,NA,NA,1,0,
L,L1,22,2011,5,16.73,2.97,38.989,194.945,1,42,32,0,2012,4,14.17,3.20,35.605,142.419,0,NA,NA,NA,1,0,
L,L1,83,2011,5,14.77,4.13,47.937,239.686,0,NA,NA,NA,2012,4,11.83,3.03,28.191,112.766,0,NA,NA,NA,1,0,
L,L1,21b,2011,5,11.60,2.97,27.028,135.141,1,39,24,7,2012,4,11.63,2.53,23.147,92.586,0,NA,NA,NA,1,0,
L,L1,30,2012,5,12.83,3.57,35.949,179.747,1,41,40,11,2013,4,13.57,3.50,37.293,149.173,1,39,29,2,1,0,
L,L1,41,2012,5,10.90,3.87,33.102,165.510,0,NA,NA,NA,2013,4,11.93,3.83,35.928,143.710,1,38,23,2,1,0,
L,L1,45,2012,5,12.53,4.30,42.328,211.639,0,NA,NA,NA,2013,4,13.27,4.93,51.403,205.614,1,45,36,1,1,0,
L,L1,54,2012,5,9.30,3.03,22.156,110.780,0,NA,NA,NA,2013,4,9.63,3.40,25.724,102.898,1,37,37,0,1,0,
L,L1,82,2012,5,12.07,4.27,40.436,202.179,0,NA,NA,NA,2013,4,15.47,4.87,59.118,236.471,1,43,37,1,1,0,
L,L2,1,2004,5,10.90,4.67,39.951,199.753,1,28,42,0,2005,4,12.13,4.47,42.565,170.260,0,NA,NA,NA,1,0,
L,L2,57,2004,5,12.60,5.00,49.480,247.400,1,38,47,3,2005,4,14.73,4.93,57.086,228.345,1,40,39,7,1,0,
L,L2,66,2004,5,11.97,3.30,31.015,155.077,0,NA,NA,NA,2005,4,15.53,4.40,53.679,214.717,0,NA,NA,NA,1,0,
L,L2,87,2004,5,12.70,3.30,32.916,164.580,1,32,29,0,2005,4,15.20,4.17,49.742,198.968,0,NA,NA,NA,1,0,
L,L2,89,2004,5,10.90,3.77,32.246,161.229,1,37,37,4,2005,4,16.13,3.53,44.771,179.085,0,NA,NA,NA,1,0,
L,L2,91,2004,5,10.90,3.20,27.395,136.973,1,25,26,7,2005,4,13.43,3.40,35.872,143.487,0,NA,NA,NA,1,0,
L,L2,94,2004,5,11.07,3.33,28.972,144.862,1,29,36,3,2005,4,15.13,3.43,40.808,163.230,0,NA,NA,NA,1,0,
L,L2,97,2004,5,12.17,2.63,25.163,125.816,1,35,49,6,2005,4,13.63,3.23,34.621,138.485,1,27,33,1,1,0,
L,L2,106,2004,5,12.03,2.43,22.997,114.987,0,NA,NA,NA,2005,4,12.20,3.20,30.662,122.648,1,28,31,7,1,0,
L,L2,116,2004,5,15.60,3.90,47.784,238.918,1,33,60,19,2005,4,13.73,3.80,40.987,163.949,1,27,30,5,1,0,
L,L2,124,2004,5,11.37,2.57,22.914,114.568,0,NA,NA,NA,2005,4,13.70,3.97,42.681,170.725,1,33,28,13,1,0,
L,L2,37,2005,5,12.27,4.50,43.354,216.770,1,29,44,8,2006,4,13.63,4.50,48.184,192.737,0,NA,NA,NA,1,0,
L,L2,107,2005,5,13.50,3.00,31.809,159.043,1,33,35,19,2006,4,13.47,2.43,25.737,102.947,0,NA,NA,NA,1,0,
L,L2,127,2005,5,14.33,2.87,32.271,161.356,0,NA,NA,NA,2006,4,12.40,2.83,27.594,110.375,1,35,33,1,1,0,
L,L2,55,2006,5,13.97,4.53,49.728,248.640,1,41,42,0,2007,4,15.00,4.27,50.265,201.062,0,NA,NA,NA,1,0,
L,L2,116,2006,5,14.67,3.37,38.781,193.906,0,NA,NA,NA,2007,4,14.50,3.50,39.859,159.436,0,NA,NA,NA,1,0,
L,L2,162,2006,5,9.23,3.90,28.282,141.411,1,27,28,8,2007,4,10.10,3.77,29.879,119.517,0,NA,NA,NA,1,0,
L,L2,30,2007,5,12.37,4.47,43.384,216.918,1,33,34,7,2008,4,13.00,4.93,50.370,201.481,1,41,37,4,1,0,
L,L2,58,2007,5,11.60,3.80,34.620,173.102,0,NA,NA,NA,2008,4,14.70,4.30,49.645,198.580,1,29,31,0,1,0,
L,L2,73,2007,5,9.40,3.33,24.609,123.046,1,28,28,2,2008,4,11.60,3.83,34.924,139.696,1,32,34,2,1,0,
L,L2,99,2007,5,13.83,3.77,40.924,204.618,1,28,27,2,2008,4,16.03,4.10,51.629,206.518,0,NA,NA,NA,1,0,
L,L2,106,2007,5,12.70,3.20,31.919,159.593,1,19,23,0,2008,4,13.33,3.67,38.397,153.589,1,38,48,3,1,0,
L,L2,131,2007,5,10.50,3.13,25.840,129.198,1,12,23,0,2008,4,13.67,3.80,40.788,163.153,0,NA,NA,NA,1,0,
L,L2,143,2007,5,8.53,3.13,21.000,104.999,1,20,NA,NA,2008,4,12.33,3.40,32.934,131.737,0,NA,NA,NA,1,0,
L,L2,107,2008,5,12.47,2.90,28.395,141.974,1,31,28,0,2009,4,15.77,4.13,51.184,204.734,1,41,36,10,1,0,
L,L2,93,2009,5,9.20,3.20,23.122,115.611,1,33,23,2,2010,4,9.83,3.20,24.714,98.855,1,30,22,0,1,0,
L,L2,116,2009,5,16.53,3.50,45.448,227.242,1,35,42,6,2010,4,14.70,3.37,38.869,155.477,1,28,34,5,1,0,
L,L2,139,2009,5,12.93,4.43,45.033,225.165,1,37,28,1,2010,4,14.30,3.63,40.807,163.227,0,NA,NA,NA,1,0,
L,L2,149,2009,5,13.37,3.83,40.243,201.215,1,34,25,1,2010,4,12.37,3.43,33.347,133.389,0,NA,NA,NA,1,0,
L,L2,1,2010,5,7.90,3.33,20.682,103.411,1,33,40,3,2011,4,8.37,3.90,25.628,102.510,0,NA,NA,NA,1,0,
L,L2,30,2010,5,11.70,3.97,36.450,182.252,1,29,39,1,2011,4,10.10,3.93,31.201,124.805,0,NA,NA,NA,1,0,
L,L2,36,2010,5,10.80,4.80,40.715,203.575,1,37,42,6,2011,4,11.67,4.03,36.957,147.829,0,NA,NA,NA,1,0,
L,L2,37,2010,5,9.97,4.60,36.008,180.039,1,31,37,1,2011,4,9.47,4.60,34.201,136.806,0,NA,NA,NA,1,0,
L,L2,73,2010,5,10.13,3.77,29.978,149.889,1,21,27,5,2011,4,9.80,3.50,26.939,107.757,1,30,36,1,1,0,
L,L2,86,2010,5,13.07,4.97,50.971,254.853,1,33,33,2,2011,4,11.73,4.60,42.391,169.562,1,34,38,3,1,0,
L,L2,92,2010,5,8.73,3.23,22.178,110.889,1,33,38,1,2011,4,8.73,2.17,14.861,59.446,0,NA,NA,NA,1,0,
L,L2,138,2010,5,10.07,5.07,40.059,200.294,1,45,52,5,2011,4,11.50,5.00,45.160,180.642,1,41,22,2,1,0,
L,L2,145,2010,5,11.83,4.13,38.415,192.073,1,42,31,7,2011,4,10.43,3.70,30.319,121.276,1,36,31,3,1,0,
L,L2,201,2010,5,10.00,3.43,26.965,134.827,1,30,34,2,2011,4,9.50,3.47,25.866,103.463,0,NA,NA,NA,1,0,
L,L2,202,2010,5,10.53,4.83,39.985,199.927,1,31,26,5,2011,4,10.13,4.93,39.263,157.052,1,34,,,1,0,
L,L2,225,2010,5,9.23,4.50,32.633,163.166,1,31,47,1,2011,4,9.53,4.20,31.447,125.789,1,25,27,0,1,0,
L,L2,354,2010,5,11.27,2.73,24.187,120.934,1,29,30,1,2011,4,8.90,2.57,17.941,71.764,0,NA,NA,NA,1,0,
L,L2,2,2011,5,7.33,3.40,19.583,97.913,0,NA,NA,NA,2012,4,9.00,3.10,21.913,87.650,0,NA,NA,NA,1,0,
L,L2,38,2011,5,10.73,5.30,44.679,223.393,1,37,46,12,2012,4,15.07,4.63,54.828,219.311,0,NA,NA,NA,1,0,
L,L2,69,2011,5,10.17,3.37,26.882,134.412,1,42,30,2,2012,4,10.33,3.30,26.782,107.128,0,NA,NA,NA,1,0,
L,L2,71,2011,5,8.57,3.50,23.549,117.744,1,31,30,5,2012,4,12.00,3.20,30.159,120.637,0,NA,NA,NA,1,0,
L,L2,77,2011,5,11.13,4.73,41.389,206.944,1,34,34,2,2012,4,13.37,4.40,46.192,184.768,0,NA,NA,NA,1,0,
L,L2,83,2011,5,9.93,4.30,33.547,167.735,1,39,42,0,2012,4,13.47,4.33,45.832,183.329,0,NA,NA,NA,1,0,
L,L2,88,2011,5,9.17,3.97,28.558,142.790,1,27,27,6,2012,4,11.87,3.40,31.688,126.753,0,NA,NA,NA,1,0,
L,L2,99,2011,5,10.20,3.43,27.505,137.523,1,27,39,0,2012,4,14.57,4.07,46.525,186.101,0,NA,NA,NA,1,0,
L,L2,106,2011,5,10.33,2.87,23.265,116.326,1,29,56,4,2012,4,12.27,2.57,24.728,98.911,0,NA,NA,NA,1,0,
L,L2,131,2011,5,11.77,4.57,42.203,211.015,1,26,61,0,2012,4,11.73,4.07,37.476,149.903,0,NA,NA,NA,1,0,
L,L2,154,2011,5,9.93,2.63,20.544,102.721,1,33,44,0,2012,4,9.93,1.77,13.783,55.131,0,NA,NA,NA,1,0,
L,L2,162,2011,5,9.03,4.67,33.109,165.544,1,28,43,4,2012,4,9.00,3.47,24.504,98.018,0,NA,NA,NA,1,0,
L,L2,188,2011,5,11.10,3.77,32.837,164.187,1,26,56,5,2012,4,14.10,3.97,43.927,175.709,0,NA,NA,NA,1,0,
L,L2,189,2011,5,10.60,3.20,26.641,133.204,1,29,20,0,2012,4,10.73,3.03,25.571,102.283,0,NA,NA,NA,1,0,
L,L2,228,2011,5,10.20,2.93,23.499,117.496,1,28,27,3,2012,4,10.20,3.20,25.635,102.542,0,NA,NA,NA,1,0,
L,L2,229,2011,5,10.53,3.97,32.816,164.078,1,31,29,1,2012,4,14.80,4.27,49.595,198.381,0,NA,NA,NA,1,0,
L,L2,233,2011,5,13.00,3.90,39.820,199.098,0,NA,NA,NA,2012,4,14.53,3.40,38.809,155.237,0,NA,NA,NA,1,0,
L,L2,235,2011,5,11.13,4.77,41.680,208.401,1,29,34,0,2012,4,12.90,4.10,41.540,166.159,0,NA,NA,NA,1,0,
L,L2,244,2011,5,8.80,2.43,16.818,84.090,0,NA,NA,NA,2012,4,12.27,2.43,23.443,93.773,0,NA,NA,NA,1,0,
L,L2,252,2011,5,11.03,3.37,29.174,145.870,1,30,28,0,2012,4,15.07,3.13,37.078,148.311,0,NA,NA,NA,1,0,
L,L2,312,2011,5,8.30,3.37,21.947,109.733,1,18,,,2012,4,13.67,3.57,38.284,153.135,0,NA,NA,NA,1,0,
L,L2,386,2011,5,11.70,2.47,22.667,113.333,0,NA,NA,NA,2012,4,12.90,2.47,24.991,99.965,0,NA,NA,NA,1,0,
L,L2,27,2012,5,12.90,4.53,45.930,229.650,1,40,33,2,2013,4,12.17,4.17,39.815,159.261,1,37,NA,NA,1,0,
L,L2,49,2012,5,12.17,3.67,35.037,175.187,0,NA,NA,NA,2013,4,11.57,3.33,30.281,121.126,1,26,27,0,1,0,
L,L2,55,2012,5,10.57,3.80,31.536,157.682,0,NA,NA,NA,2013,4,8.57,4.50,30.277,121.108,0,NA,NA,NA,1,0,
L,L2,84,2012,5,12.57,5.13,50.665,253.326,0,NA,NA,NA,2013,4,14.23,5.77,64.465,257.858,1,37,43,1,1,0,
L,L2,107,2012,5,11.87,3.10,28.892,144.461,1,34,32,3,2013,4,11.30,3.03,26.921,107.683,1,32,35,0,1,0,
L,L2,111,2012,5,12.37,2.70,26.224,131.122,0,NA,NA,NA,2013,4,12.50,3.23,31.743,126.973,1,35,31,1,1,0,
L,L2,119,2012,5,12.33,3.77,36.486,182.431,0,NA,NA,NA,2013,4,11.60,4.67,42.516,170.065,1,31,38,5,1,0,
L,L2,122,2012,5,10.87,3.97,33.854,169.271,0,NA,NA,NA,2013,4,9.00,3.93,27.803,111.212,1,29,31,0,1,0,
L,L2,138,2012,5,13.57,4.67,49.724,248.622,0,NA,NA,NA,2013,4,11.90,5.13,47.977,191.909,1,40,53,6,1,0,
L,L2,139,2012,5,14.63,4.07,46.738,233.691,0,NA,NA,NA,2013,4,11.13,4.47,39.057,156.228,1,34,44,0,1,0,
L,L2,157,2012,5,11.10,4.03,35.162,175.811,1,42,35,4,2013,4,11.57,3.77,34.218,136.872,1,37,37,3,1,0,
L,L2,198,2012,5,12.00,2.73,25.761,128.805,0,NA,NA,NA,2013,4,13.20,3.10,32.138,128.554,1,31,28,0,1,0,
L,L2,202,2012,5,12.50,4.63,45.488,227.438,0,NA,NA,NA,2013,4,12.50,5.00,49.087,196.350,1,44,34,1,1,0,
L,L2,239,2012,5,12.57,3.13,30.925,154.627,0,NA,NA,NA,2013,4,14.00,3.93,43.249,172.997,1,40,47,10,1,0,
L,L2,246,2012,5,11.63,2.83,25.888,129.438,1,38,49,6,2013,4,10.20,3.43,27.505,110.019,1,37,47,0,1,0,
L,L2,256,2012,5,10.90,2.87,24.541,122.705,0,NA,NA,NA,2013,4,10.70,3.43,28.853,115.412,1,28,46,13,1,0,
L,L2,291,2012,5,12.63,2.83,28.113,140.564,0,NA,NA,NA,2013,4,10.17,3.60,28.746,114.982,1,37,38,5,1,0,
S,S1a,9,2003,5,14.37,4.43,50.024,250.119,1,32,36,0,2004,4,15.73,3.63,44.897,179.587,0,NA,NA,NA,1,0,
S,S1a,14,2003,5,11.30,2.87,25.442,127.208,0,NA,NA,NA,2004,4,11.90,3.17,29.596,118.386,0,NA,NA,NA,1,0,
S,S1a,27,2003,5,19.43,4.60,70.209,351.047,1,32,34,0,2004,4,18.07,3.87,54.866,219.465,0,NA,NA,NA,1,0,
S,S1b,66,2003,5,16.77,4.83,63.648,318.239,1,37,31,9,2004,4,17.37,4.27,58.196,232.785,0,NA,NA,NA,1,0,
S,S1b,81,2003,5,12.70,3.57,35.576,177.880,1,NA,NA,NA,2004,4,16.67,3.47,45.379,181.514,0,NA,NA,NA,1,0,
S,S1a,8,2004,5,16.90,3.83,50.881,254.404,0,NA,NA,NA,2005,4,16.53,4.03,52.374,209.495,1,25.9,23,2,1,0,
S,S1a,20,2004,5,14.33,3.27,36.774,183.870,0,NA,NA,NA,2005,4,13.20,3.57,36.977,147.906,1,27.4,20,0,1,0,
S,S1a,23,2004,5,16.50,3.97,51.404,257.022,0,NA,NA,NA,2005,4,15.77,3.83,47.469,189.874,0,NA,NA,NA,1,0,
S,S1a,24,2004,5,14.73,3.53,40.886,204.430,1,36,35,2,2005,4,10.43,2.23,18.301,73.203,0,NA,NA,NA,1,0,
S,S1a,28,2004,5,16.07,4.53,57.205,286.025,0,NA,NA,NA,2005,4,13.07,4.47,45.839,183.357,0,NA,NA,NA,1,0,
