YEAR,site,t0,t1,repro,survival
7-Jun,5,4.621842463,4.86780708,0.770048232,1
6-May,5,4.646192795,4.173425951,0.774105257,1
9-Aug,3,4.669491862,4.929013887,0.77798713,1
6-May,1,4.676899601,4.312307629,0.779221339,1
7-Jun,3,4.684000428,3.933383012,0.780404412,1
6-May,3,4.687984918,3.563455149,0.781068271,1
9-Aug,7,4.766604756,5.261173575,0.794167174,1
6-May,6,4.781262933,4.502887916,0.796609382,1
6-May,4,4.783594067,2.717907473,0.796997774,1
5-Apr,4,4.819597029,4.783594067,0.802996252,1
7-Jun,8,4.860094095,5.256296988,0.809743494,1
8-Jul,5,4.86780708,5.025061289,0.81102856,1
6-May,8,4.886768845,4.540921049,0.814187792,1
7-Jun,7,4.89476184,4.547320477,0.81551951,1
5-Apr,4,4.900396137,6.335837624,0.816458244,1
8-Jul,5,4.901838602,4.999956121,0.816698574,1
9-Aug,4,4.902855609,4.625612341,0.816868019,1
7-Jun,6,4.912812583,4.028737397,0.818526957,1
7-Jun,5,4.923966242,4.901838602,0.820385275,1
5-Apr,3,4.927169301,5.840758856,0.820918939,1
6-May,5,4.94004416,6.394760468,0.823064028,1
7-Jun,1,4.948749723,4.136853764,0.824514467,1
9-Aug,5,4.999956121,5.026180191,0.833045999,1
6-May,5,5.005589985,4.923966242,0.833984661,1
8-Jul,4,5.011766235,6.321149177,0.83501369,1
9-Aug,5,5.025061289,4.671607257,0.837228788,1
6-May,1,5.056035994,4.308097795,0.842389504,1
5-Apr,4,5.064457034,6.9,0.843792539,1
8-Jul,4,5.066014565,5.164270036,0.84405204,1
9-Aug,3,5.099620753,0.569090694,0.84965119,1
9-Aug,3,5.149967586,5.939322248,0.858039509,1
9-Aug,4,5.164270036,5.424177749,0.860422449,1
9-Aug,1,5.181119701,4.624480982,0.863229783,1
7-Jun,4,5.191526078,6.494365762,0.864963597,1
9-Aug,3,5.245111935,6.197541464,0.873891572,1
8-Jul,8,5.256296988,5.657494014,0.875755121,1
6-May,4,5.26801906,5.443246099,0.877708143,1
6-May,3,5.268772665,5.376836386,0.877833702,1
6-May,8,5.275690071,4.08814258,0.878986215,1
8-Jul,2,5.327809471,5.478903261,0.887669863,1
9-Aug,3,5.345366292,2.94972735,0.890595016,1
5-Apr,4,5.356304029,6.017817002,0.89241736,1
7-Jun,3,5.376836386,5.394650072,0.89583827,1
8-Jul,3,5.394650072,5.698429022,0.89880622,1
6-May,7,5.434479346,4.89476184,0.905442201,1
7-Jun,4,5.443246099,4.131077022,0.906902836,1
5-Apr,4,5.462113821,6.431059977,0.9100464,1
7-Jun,6,5.475520416,6.002042657,0.912280081,1
9-Aug,2,5.478903261,5.533751458,0.912843699,1
9-Aug,8,5.657494014,6.360706586,0.942598823,1
9-Aug,3,5.698429022,5.558594744,0.949419032,1
6-May,3,5.840758856,5.934207408,0.973132699,1
6-May,1,5.859013836,4.948749723,0.976174174,1
8-Jul,3,5.878666653,5.345366292,0.979448543,1
7-Jun,4,5.881547979,5.011766235,0.979928602,1
9-Aug,1,5.896874108,6.031384843,0.982482099,1
5-Apr,3,5.91180572,6.116509972,0.984969865,1
7-Jun,3,5.934207408,5.878666653,0.988702225,1
7-Jun,4,5.966203828,4.32584325,0.994033169,1
8-Jul,6,6.002042657,6.542813411,1.0000043,1
6-May,4,6.017817002,5.881547979,1.002632474,1
9-Aug,4,6.036020011,2.829836212,1.00566529,1
7-Jun,3,6.048503481,3.371649727,1.007745169,1
6-May,3,6.116509972,6.048503481,1.019075775,1
9-Aug,4,6.321149177,6.434243902,1.053170849,1
6-May,4,6.335837624,5.966203828,1.055618101,1
8-Jul,4,6.367438066,6.555876812,1.060883071,1
7-Jun,5,6.394760468,4.396357822,1.065435275,1
6-May,4,6.431059977,6.645043349,1.07148316,1
8-Jul,4,6.494365762,6.036020011,1.082030579,1
9-Aug,6,6.542813411,6.218055091,1.090102474,1
9-Aug,4,6.555876812,4.523630019,1.092278976,1
7-Jun,4,6.590946105,6.9,1.098121894,1
7-Jun,4,6.645043349,6.367438066,1.107135071,1
9-Aug,4,6.776445514,6.56476024,1.129028073,1
5-Apr,4,6.9,6.9,1.198994925,1
8-Jul,4,6.9,6.9,1.214829072,1
6-May,4,6.9,5.191526078,1.250833428,1
5-Apr,3,6.9,6.9,1.274805665,1
6-May,3,6.9,4.531029339,1.276073428,1
6-May,4,6.9,6.590946105,1.277530644,1
9-Aug,4,6.9,6.9,1.294416851,1
