Capture.event,Sex.Stage,SL,mass0,hindex,surv,mass1,offspring
23,F,NA,0.254,0.335,0,NA,0
23,F,NA,0.255,NA,0,NA,0
23,F,NA,0.256,NA,0,NA,0
23,F,NA,0.259,NA,0,NA,0
23,F,NA,0.26,NA,0,NA,0
23,F,NA,0.266,NA,0,NA,0
23,F,NA,0.27,NA,0,NA,0
23,F,NA,0.275,0.351,1,NA,0
23,F,NA,0.277,NA,0,NA,0
23,F,NA,0.281,NA,0,NA,0
23,F,NA,0.282,NA,0,NA,0
23,F,NA,0.287,NA,0,NA,0
23,F,NA,0.29,0,0,NA,0
23,F,NA,0.291,NA,0,NA,0
23,F,NA,0.291,0.162,0,NA,0
23,F,NA,0.292,NA,1,NA,0
23,F,NA,0.294,NA,0,NA,0
23,F,NA,0.296,NA,0,NA,0
23,F,NA,0.303,NA,0,NA,0
23,F,NA,0.305,NA,0,NA,0
23,F,NA,0.305,NA,0,NA,0
23,F,NA,0.31,NA,0,NA,0
23,F,NA,0.313,NA,0,NA,0
23,F,NA,0.319,NA,0,NA,0
23,F,NA,0.322,NA,0,NA,0
23,F,NA,0.327,NA,0,NA,0
23,F,NA,0.329,NA,0,NA,0
23,F,NA,0.342,NA,0,NA,0
23,F,NA,0.345,NA,0,NA,0
23,F,NA,0.351,NA,0,NA,0
23,F,NA,0.362,NA,0,NA,0
23,F,NA,0.368,NA,0,NA,0
23,F,NA,0.38,NA,0,NA,0
23,F,NA,0.383,NA,0,NA,0
23,F,NA,0.384,NA,0,NA,0
23,F,NA,0.395,NA,0,NA,0
23,F,NA,0.399,NA,0,NA,0
23,F,NA,0.405,NA,0,NA,0
23,F,NA,0.408,NA,0,NA,0
23,F,NA,0.412,0.578,0,NA,0
23,F,NA,0.415,0.499,0,NA,0
23,F,NA,0.424,0.452,0,NA,0
23,F,NA,0.426,NA,1,NA,0
23,F,NA,0.427,NA,0,NA,0
23,F,NA,0.434,NA,0,NA,0
23,F,NA,0.437,NA,1,NA,0
23,F,NA,0.439,NA,0,NA,0
23,F,NA,0.447,NA,0,NA,0
23,F,NA,0.46,NA,0,NA,0
23,F,NA,0.462,NA,0,NA,0
23,F,NA,0.466,NA,0,NA,0
23,F,NA,0.472,NA,0,NA,0
23,F,NA,0.551,NA,0,NA,0
23,F,NA,0.577,NA,0,NA,0
24,I,NA,0.049,NA,1,0.064,0
24,I,NA,0.075,NA,1,0.078,0
24,F,NA,0.064,NA,1,0.079,0
24,I,NA,0.073,NA,1,0.083,0
24,I,NA,0.05,NA,1,0.085,0
24,I,NA,0.07,NA,1,0.085,0
24,I,NA,0.061,NA,1,0.088,0
24,F,NA,0.068,NA,1,0.09,0
24,I,NA,0.082,NA,1,0.095,0
24,I,NA,0.079,NA,1,0.098,0
24,I,NA,0.083,NA,1,0.098,0
24,I,NA,0.064,NA,1,0.0985,0
24,I,NA,0.083,NA,1,0.099,0
24,I,NA,0.081,NA,1,0.101,0
24,F,NA,0.052,NA,1,0.102,0
24,I,NA,0.083,NA,1,0.102,0
24,I,NA,0.095,NA,1,0.102,0
24,F,NA,0.069,NA,1,0.103,0
24,I,NA,0.093,NA,1,0.103,0
24,F,NA,0.076,NA,1,0.105,0
24,F,NA,0.05,NA,1,0.107,0
24,F,NA,0.074,NA,1,0.107,0
24,F,NA,0.075,NA,1,0.107,0
24,I,NA,0.083,NA,1,0.107,0
24,I,NA,0.093,NA,1,0.107,0
24,I,NA,0.096,NA,1,0.109,0
24,I,NA,0.076,NA,1,0.11,0
24,I,NA,0.082,NA,1,0.111,0
24,F,NA,0.079,NA,1,0.112,0
24,F,NA,0.08,NA,1,0.112,0
24,F,NA,0.08,NA,1,0.112,0
24,I,NA,0.095,NA,1,0.112,0
24,I,NA,0.094,NA,1,0.113,0
24,I,NA,0.069,NA,1,0.115,0
24,I,NA,0.1,NA,1,0.1165,0
24,F,NA,0.082,NA,1,0.117,0
24,I,NA,0.103,NA,1,0.119,0
24,F,NA,0.096,NA,1,0.12,0
24,F,NA,0.068,NA,1,0.122,0
24,I,NA,0.092,NA,1,0.122,0
24,I,NA,0.108,NA,1,0.122,0
24,I,NA,0.091,NA,1,0.123,0
24,F,NA,0.085,NA,1,0.124,0
24,I,NA,0.106,NA,1,0.124,0
24,F,NA,0.088,NA,1,0.125,0
24,F,NA,0.091,NA,1,0.125,0
24,I,NA,0.062,NA,1,0.127,0
24,I,NA,0.097,NA,1,0.127,0
24,F,NA,0.101,NA,1,0.127,0
24,F,NA,0.085,NA,1,0.1275,0
24,I,NA,0.109,NA,1,0.128,0
24,F,NA,0.11,NA,1,0.128,0
24,F,NA,0.114,NA,1,0.128,0
24,F,NA,0.087,NA,1,0.13,0
24,F,NA,0.101,NA,1,0.13,0
24,F,NA,0.095,NA,1,0.131,0
24,F,NA,0.099,NA,1,0.131,0
24,F,NA,0.1025,NA,1,0.132,0
24,I,NA,0.089,NA,1,0.135,0
24,F,NA,0.077,NA,1,0.1365,0
24,F,NA,0.087,NA,1,0.137,0
24,I,NA,0.098,NA,1,0.137,0
24,I,NA,0.107,NA,1,0.137,0
24,I,NA,0.117,NA,1,0.137,0
24,F,NA,0.097,NA,1,0.138,0
24,F,NA,0.06,NA,1,0.139,0
24,F,NA,0.081,NA,1,0.14,0
24,F,NA,0.104,NA,1,0.14,0
24,F,NA,0.125,NA,1,0.14,0
24,F,NA,0.096,NA,1,0.141,0
24,F,NA,0.087,NA,1,0.145,0
24,F,NA,0.09,NA,1,0.145,0
24,I,NA,0.128,NA,1,0.147,0
24,I,NA,0.12,NA,1,0.148,0
24,F,NA,0.12,NA,1,0.149,0
24,F,NA,0.076,NA,1,0.154,0
24,F,NA,0.085,NA,1,0.154,0
24,F,NA,0.095,NA,1,0.154,0
24,F,NA,0.106,NA,1,0.154,0
24,F,NA,0.093,NA,1,0.155,0
24,F,NA,0.1,NA,1,0.157,0
24,F,NA,0.107,NA,1,0.157,0
24,F,NA,0.121,NA,1,0.159,0
24,F,NA,0.123,NA,1,0.16,0
24,F,NA,0.13,NA,1,0.1615,0
24,F,NA,0.106,NA,1,0.162,0
24,F,NA,0.09,NA,1,0.163,0
24,F,NA,0.093,NA,1,0.164,0
24,F,NA,0.094,NA,1,0.164,0
24,F,NA,0.118,NA,1,0.164,0
24,F,NA,0.117,NA,1,0.167,0
24,F,NA,0.146,NA,1,0.167,0
24,F,NA,0.116,NA,1,0.168,0
24,F,NA,0.097,NA,1,0.17,0
24,F,NA,0.16,NA,1,0.17,0
24,F,NA,0.116,NA,1,0.171,0
24,F,NA,0.13,NA,1,0.171,0
24,F,NA,0.123,NA,1,0.172,0
24,F,NA,0.131,NA,1,0.172,0
24,F,NA,0.169,NA,1,0.174,0
24,F,NA,0.155,NA,1,0.175,0
24,F,NA,0.131,NA,1,0.1765,0
24,F,NA,0.089,NA,1,0.177,0
24,F,NA,0.106,NA,1,0.179,0
24,F,NA,0.1455,NA,1,0.179,0
24,F,NA,0.122,NA,1,0.18,0
24,F,NA,0.167,NA,1,0.18,0
24,F,NA,0.094,NA,1,0.185,0
24,F,NA,0.103,NA,1,0.185,0
24,F,NA,0.097,NA,1,0.19,0
24,F,NA,0.114,NA,1,0.191,0
24,F,NA,0.108,NA,1,0.192,0
24,F,NA,0.145,NA,1,0.194,0
24,F,NA,0.127,NA,1,0.195,0
24,F,NA,0.177,NA,1,0.195,0
24,F,NA,0.131,NA,1,0.196,0
24,F,NA,0.149,NA,1,0.196,0
24,F,NA,0.173,NA,1,0.196,0
24,F,NA,0.136,NA,1,0.197,0
24,F,NA,0.197,0,1,0.197,0
24,F,NA,0.106,NA,1,0.198,0
24,F,NA,0.194,NA,1,0.198,0
24,F,NA,0.1625,NA,1,0.2,0
24,F,NA,0.197,NA,1,0.2,0
24,F,NA,0.122,NA,1,0.202,0
24,F,NA,0.145,NA,1,0.202,0
24,F,NA,0.17,NA,1,0.202,0
24,F,NA,0.145,NA,1,0.204,0
24,F,NA,0.205,NA,1,0.204,0
24,F,NA,0.145,NA,1,0.205,0
24,F,NA,0.148,NA,1,0.205,0
24,F,NA,0.1705,NA,1,0.205,0
24,F,NA,0.216,NA,1,0.205,0
24,F,NA,0.1595,NA,1,0.206,0
24,F,NA,0.177,NA,1,0.207,0
24,F,NA,0.187,NA,1,0.209,0
24,F,NA,0.165,NA,1,0.21,0
24,F,NA,0.171,NA,1,0.212,0
24,F,NA,0.212,NA,1,0.215,0
24,F,NA,0.172,NA,1,0.217,0
24,F,NA,0.174,NA,1,0.217,0
24,F,NA,0.193,NA,1,0.217,0
24,F,NA,0.256,NA,1,0.217,0
24,F,NA,0.156,NA,1,0.22,0
24,F,NA,0.201,NA,1,0.22,0
24,F,NA,0.206,NA,1,0.22,0
24,F,NA,0.218,NA,1,0.22,0
24,F,NA,0.235,0.244,1,0.22,0
24,F,NA,0.159,NA,1,0.223,0
24,F,NA,0.159,NA,1,0.226,0
24,F,NA,0.181,NA,1,0.226,0
24,F,NA,0.212,NA,1,0.226,0
24,F,NA,0.215,NA,1,0.226,0
24,F,NA,0.242,NA,1,0.227,0
24,F,NA,0.224,NA,1,0.228,0
24,F,NA,0.125,NA,1,0.229,0
24,F,NA,0.246,0,1,0.229,0
24,F,NA,0.141,NA,1,0.231,0
24,F,NA,0.204,NA,1,0.232,0
24,F,NA,0.213,NA,1,0.232,0
24,F,NA,0.203,NA,1,0.234,0
24,F,NA,0.232,NA,1,0.234,0
24,F,NA,0.232,NA,1,0.235,0
24,F,NA,0.219,NA,1,0.236,0
24,F,NA,0.243,0.066,1,0.237,0
24,F,NA,0.182,NA,1,0.2375,0
24,F,NA,0.183,NA,1,0.238,0
24,F,NA,0.252,NA,1,0.238,0
24,F,NA,0.219,NA,1,0.239,0
24,F,NA,0.228,NA,1,0.24,0
24,F,NA,0.231,NA,1,0.2415,0
24,F,NA,0.175,NA,1,0.242,0
24,F,NA,0.204,NA,1,0.243,0
24,F,NA,0.228,NA,1,0.243,0
24,F,NA,0.216,NA,1,0.244,0
24,F,NA,0.2115,NA,1,0.246,0
24,F,NA,0.197,NA,1,0.2465,0
24,F,NA,0.252,0,1,0.247,0
24,F,NA,0.238,0.584,1,0.248,0
24,F,NA,0.194,NA,1,0.249,0
24,F,NA,0.222,0.107,1,0.249,0
24,F,NA,0.252,NA,1,0.25,0
24,F,NA,0.257,NA,1,0.25,0
24,F,NA,0.259,NA,1,0.25,0
24,F,NA,0.218,NA,1,0.252,0
24,F,NA,0.268,NA,1,0.252,0
24,F,NA,0.234,NA,1,0.253,0
24,F,NA,0.136,NA,1,0.254,0
24,F,NA,0.248,0.098,1,0.254,0
24,F,NA,0.161,NA,1,0.255,0
24,F,NA,0.219,NA,1,0.255,0
24,F,NA,0.12,NA,1,0.256,0
24,F,NA,0.228,NA,1,0.256,0
24,F,NA,0.26,NA,1,0.256,0
24,F,NA,0.178,NA,1,0.257,0
24,F,NA,0.234,NA,1,0.257,0
24,F,NA,0.264,0.767,1,0.257,0
24,F,NA,0.184,NA,1,0.258,0
24,F,NA,0.198,NA,1,0.259,0
24,F,NA,0.191,NA,1,0.26,0
24,F,NA,0.233,NA,1,0.26,0
24,F,NA,0.257,NA,1,0.26,0
24,F,NA,0.19,NA,1,0.261,0
24,F,NA,0.206,NA,1,0.262,0
24,F,NA,0.205,NA,1,0.263,0
24,F,NA,0.238,NA,1,0.263,0
24,F,NA,0.27,NA,1,0.263,0
24,F,NA,0.228,NA,1,0.264,0
24,F,NA,0.193,NA,1,0.265,0
24,F,NA,0.214,NA,1,0.265,0
24,F,NA,0.246,NA,1,0.266,0
24,F,NA,0.2,NA,1,0.267,0
24,F,NA,0.213,NA,1,0.2685,0
24,F,NA,0.194,NA,1,0.272,0
24,F,NA,0.235,NA,1,0.272,0
24,F,NA,0.2465,NA,1,0.272,0
24,F,NA,0.286,NA,1,0.273,0
24,F,NA,0.24,NA,1,0.274,0
24,F,NA,0.282,NA,1,0.275,0
24,F,NA,0.272,NA,1,0.276,0
24,F,NA,0.273,NA,1,0.276,0
24,F,NA,0.211,NA,1,0.277,0
24,F,NA,0.254,NA,1,0.277,0
24,F,NA,0.209,NA,1,0.278,0
24,F,NA,0.202,NA,1,0.279,0
24,F,NA,0.277,NA,1,0.279,0
24,F,NA,0.268,NA,1,0.28,0
24,F,NA,0.301,NA,1,0.281,0
24,F,NA,0.313,NA,1,0.281,0
24,F,NA,0.249,NA,1,0.283,0
24,F,NA,0.281,NA,1,0.283,0
24,F,NA,0.248,NA,1,0.284,0
24,F,NA,0.266,NA,1,0.284,0
24,F,NA,0.307,0.385,1,0.284,0
24,F,NA,0.238,NA,1,0.287,0
24,F,NA,0.264,NA,1,0.287,0
24,F,NA,0.228,NA,1,0.289,0
24,F,NA,0.265,NA,1,0.289,0
24,F,NA,0.265,NA,1,0.289,0
24,F,NA,0.2615,NA,1,0.29,0
24,F,NA,0.324,NA,1,0.29,0
24,F,NA,0.24,NA,1,0.292,0
24,F,NA,0.267,NA,1,0.292,0
24,F,NA,0.309,NA,1,0.292,0
24,F,NA,0.225,NA,1,0.295,0
24,F,NA,0.266,0.256,1,0.295,0
24,F,NA,0.271,NA,1,0.296,0
24,F,NA,0.308,NA,1,0.296,0
24,F,NA,0.302,0.423,1,0.299,0
24,F,NA,0.257,NA,1,0.3,0
24,F,NA,0.2915,NA,1,0.3,0
24,F,NA,0.313,NA,1,0.3,0
24,F,NA,0.251,NA,1,0.301,0
24,F,NA,0.286,NA,1,0.301,0
24,F,NA,0.293,NA,1,0.302,0
24,F,NA,0.267,NA,1,0.303,0
24,F,NA,0.274,NA,1,0.303,0
24,F,NA,0.226,NA,1,0.304,0
24,F,NA,0.246,NA,1,0.304,0
24,F,NA,0.286,NA,1,0.304,0
24,F,NA,0.32,NA,1,0.304,0
24,F,NA,0.268,0.477,1,0.305,0
24,F,NA,0.225,NA,1,0.307,0
24,F,NA,0.301,0.419,1,0.308,0
24,F,NA,0.319,NA,1,0.308,0
24,F,NA,0.231,NA,1,0.309,0
24,F,NA,0.308,NA,1,0.309,0
24,F,NA,0.342,NA,1,0.31,0
24,F,NA,0.298,0.577,1,0.312,0
24,F,NA,0.288,NA,1,0.313,0
24,F,NA,0.322,NA,1,0.315,0
24,F,NA,0.34,0.375,1,0.315,0
24,F,NA,0.325,NA,1,0.316,0
24,F,NA,0.315,NA,1,0.317,0
24,F,NA,0.304,NA,1,0.3175,0
24,F,NA,0.297,NA,1,0.318,0
24,F,NA,0.343,NA,1,0.318,0
24,F,NA,0.345,NA,1,0.318,0
24,F,NA,0.2925,NA,1,0.319,0
24,F,NA,0.3,0.194,1,0.319,0
24,F,NA,0.299,NA,1,0.321,0
24,F,NA,0.342,NA,1,0.321,0
24,F,NA,0.281,NA,1,0.3215,0
24,F,NA,0.267,NA,1,0.324,0
24,F,NA,0.322,NA,1,0.324,0
24,F,NA,0.303,NA,1,0.325,0
24,F,NA,0.331,0.549,1,0.325,0
24,F,NA,0.389,NA,1,0.325,0
24,F,NA,0.2275,NA,1,0.327,0
24,F,NA,0.305,NA,1,0.327,0
24,F,NA,0.3165,NA,1,0.327,0
24,F,NA,0.322,NA,1,0.327,0
24,F,NA,0.376,NA,1,0.328,0
24,F,NA,0.316,NA,1,0.33,0
24,F,NA,0.274,NA,1,0.331,0
24,F,NA,0.304,0.345,1,0.331,0
24,F,NA,0.325,NA,1,0.336,0
24,F,NA,0.324,NA,1,0.338,0
24,F,NA,0.3035,NA,1,0.339,0
24,F,NA,0.355,0.379,1,0.339,0
24,F,NA,0.383,0.769,1,0.339,0
24,F,NA,0.298,NA,1,0.34,0
24,F,NA,0.345,NA,1,0.34,0
24,F,NA,0.348,0.448,1,0.34,0
24,F,NA,0.298,0.347,1,0.341,0
24,F,NA,0.384,NA,1,0.341,0
24,F,NA,0.292,NA,1,0.343,0
24,F,NA,0.323,0.604,1,0.343,0
24,F,NA,0.339,NA,1,0.344,0
24,F,NA,0.2965,NA,1,0.346,0
24,F,NA,0.329,NA,1,0.346,0
24,F,NA,0.356,NA,1,0.346,0
24,F,NA,0.366,NA,1,0.346,0
24,F,NA,0.372,NA,1,0.347,0
24,F,NA,0.331,0.512,1,0.348,0
24,F,NA,0.376,0.351,1,0.348,0
24,F,NA,0.337,NA,1,0.349,0
24,F,NA,0.305,NA,1,0.35,0
24,F,NA,0.323,NA,1,0.35,0
24,F,NA,0.325,0.396,1,0.351,0
24,F,NA,0.334,NA,1,0.351,0
24,F,NA,0.352,NA,1,0.352,0
24,F,NA,0.4,NA,1,0.353,0
24,F,NA,0.348,NA,1,0.356,0
24,F,NA,0.315,NA,1,0.357,0
24,F,NA,0.348,NA,1,0.357,0
24,F,NA,0.355,0.67,1,0.357,0
24,F,NA,0.351,0.57,1,0.358,0
24,F,NA,0.298,NA,1,0.36,0
24,F,NA,0.359,0.398,1,0.36,0
24,F,NA,0.321,NA,1,0.361,0
24,F,NA,0.323,NA,1,0.361,0
24,F,NA,0.376,NA,1,0.362,0
24,F,NA,0.376,0.671,1,0.362,0
24,F,NA,0.372,NA,1,0.364,0
24,F,NA,0.364,0.487,1,0.365,0
24,F,NA,0.356,0.651,1,0.367,0
24,F,NA,0.398,NA,1,0.367,0
24,F,NA,0.33,0.634,1,0.37,0
24,F,NA,0.375,0.597,1,0.371,0
24,F,NA,0.329,NA,1,0.372,0
24,F,NA,0.37,0.209,1,0.372,0
24,F,NA,0.401,NA,1,0.372,0
24,F,NA,0.277,NA,1,0.373,0
24,F,NA,0.315,NA,1,0.373,0
24,F,NA,0.355,NA,1,0.373,0
24,F,NA,0.381,NA,1,0.374,0
24,F,NA,0.395,NA,1,0.374,0
24,F,NA,0.221,NA,1,0.375,0
24,F,NA,0.334,NA,1,0.376,0
24,F,NA,0.37,NA,1,0.376,0
24,F,NA,0.393,NA,1,0.376,0
24,F,NA,0.383,NA,1,0.379,0
24,F,NA,0.374,NA,1,0.38,0
24,F,NA,0.459,0.283,1,0.382,0
24,F,NA,0.341,NA,1,0.383,0
24,F,NA,0.337,NA,1,0.384,0
24,F,NA,0.3865,NA,1,0.385,0
24,F,NA,0.359,NA,1,0.387,0
24,F,NA,0.3705,NA,1,0.387,0
24,F,NA,0.296,NA,1,0.389,0
24,F,NA,0.31,NA,1,0.389,0
24,F,NA,0.3225,NA,1,0.39,0
24,F,NA,0.378,0.433,1,0.39,0
24,F,NA,0.395,NA,1,0.39,0
24,F,NA,0.405,NA,1,0.391,0
24,F,NA,0.32,NA,1,0.392,0
24,F,NA,0.357,NA,1,0.393,0
24,F,NA,0.395,0.316,1,0.393,0
24,F,NA,0.346,NA,1,0.394,0
24,F,NA,0.363,NA,1,0.394,0
24,F,NA,0.3745,NA,1,0.395,0
24,F,NA,0.412,NA,1,0.395,0
24,F,NA,0.446,NA,1,0.399,0
24,F,NA,0.406,NA,1,0.3995,0
24,F,NA,0.412,NA,1,0.4055,0
24,F,NA,0.429,NA,1,0.413,0
24,F,NA,0.344,0.348,1,0.414,0
24,F,NA,0.453,NA,1,0.416,0
24,F,NA,0.33,NA,1,0.417,0
24,F,NA,0.365,0.39,1,0.418,0
24,F,NA,0.381,NA,1,0.418,0
24,F,NA,0.3705,NA,1,0.42,0
24,F,NA,0.373,0.212,1,0.42,0
24,F,NA,0.415,NA,1,0.428,0
24,F,NA,0.375,NA,1,0.429,0
24,F,NA,0.4,0.418,1,0.429,0
24,F,NA,0.366,NA,1,0.432,0
24,F,NA,0.508,NA,1,0.435,0
24,F,NA,0.444,0.456,1,0.436,0
24,F,NA,0.405,0.373,1,0.441,0
24,F,NA,0.377,NA,1,0.446,0
24,F,NA,0.387,0.351,1,0.446,0
24,F,NA,0.422,NA,1,0.448,0
24,F,NA,0.379,0.408,1,0.452,0
24,F,NA,0.5,0.286,1,0.452,0
24,F,NA,0.433,0.667,1,0.453,0
24,F,NA,0.496,NA,1,0.461,0
24,F,NA,0.395,NA,1,0.467,0
24,F,NA,0.473,0.255,1,0.477,0
24,F,NA,0.558,0.271,1,0.492,0
24,F,NA,0.564,NA,1,0.494,0
24,F,NA,0.401,NA,1,0.497,0
24,F,NA,0.539,0.553,1,0.503,0
24,F,NA,0.606,NA,1,0.506,0
24,F,NA,0.447,NA,1,0.51,0
24,F,NA,0.467,0.427,1,0.517,0
24,F,NA,0.522,NA,1,0.522,0
24,F,NA,0.555,0.8,1,0.522,0
24,F,NA,0.505,NA,1,0.54,0
24,F,NA,0.552,NA,1,0.541,0
24,F,NA,0.52,NA,1,0.542,0
24,F,NA,0.452,NA,1,0.547,0
24,F,NA,0.656,0.405,1,0.547,0
24,F,NA,0.591,NA,1,0.553,0
24,F,NA,0.487,NA,1,0.5575,0
24,F,NA,0.501,0.417,1,0.563,0
24,F,NA,0.64,NA,1,0.564,0
24,F,NA,0.516,NA,1,0.57,0
24,F,NA,0.538,NA,1,0.585,0
24,F,NA,0.4775,NA,1,0.589,0
24,F,NA,0.5985,NA,1,0.591,0
24,F,NA,0.488,NA,1,0.599,0
24,F,NA,0.503,NA,1,0.601,0
24,F,NA,0.509,NA,1,0.614,0
24,F,NA,0.595,NA,1,0.637,0
24,F,NA,0.601,0.267,1,0.637,0
24,F,NA,0.475,NA,1,0.641,0
24,F,NA,0.545,NA,1,0.647,0
24,F,NA,0.642,NA,1,0.6795,0
24,F,NA,0.659,0.185,1,0.71,0
24,F,NA,0.73,NA,1,0.753,0
24,F,NA,0.83,NA,1,1,0
24,I,NA,0.055,NA,0,NA,0
24,I,NA,0.057,NA,0,NA,0
24,F,NA,0.058,NA,1,NA,0
24,F,NA,0.059,NA,0,NA,0
24,I,NA,0.06,NA,0,NA,0
24,F,NA,0.063,NA,0,NA,0
24,F,NA,0.066,NA,0,NA,0
24,I,NA,0.066,NA,0,NA,0
24,F,NA,0.071,NA,0,NA,0
24,I,NA,0.071,NA,0,NA,0
24,F,NA,0.075,NA,0,NA,0
24,F,NA,0.076,NA,0,NA,0
24,I,NA,0.076,NA,0,NA,0
24,F,NA,0.077,NA,0,NA,0
24,I,NA,0.077,NA,0,NA,0
24,I,NA,0.077,NA,0,NA,0
24,I,NA,0.079,NA,0,NA,0
24,F,NA,0.081,NA,0,NA,0
24,F,NA,0.084,NA,0,NA,0
24,F,NA,0.085,NA,0,NA,0
24,F,NA,0.085,NA,0,NA,0
24,I,NA,0.085,NA,0,NA,0
24,F,NA,0.086,NA,0,NA,0
24,F,NA,0.089,NA,0,NA,0
24,F,NA,0.091,NA,0,NA,0
24,F,NA,0.091,NA,0,NA,0
24,F,NA,0.095,NA,0,NA,0
24,I,NA,0.095,NA,0,NA,0
24,I,NA,0.096,NA,0,NA,0
24,F,NA,0.097,NA,0,NA,0
24,F,NA,0.103,NA,0,NA,0
24,F,NA,0.103,NA,0,NA,0
24,I,NA,0.103,NA,0,NA,0
24,F,NA,0.105,NA,0,NA,0
24,F,NA,0.106,NA,1,NA,0
24,F,NA,0.113,NA,0,NA,0
24,F,NA,0.116,NA,1,NA,0
24,F,NA,0.118,NA,0,NA,0
24,F,NA,0.123,NA,1,NA,0
24,F,NA,0.124,NA,0,NA,0
24,F,NA,0.13,NA,0,NA,0
24,F,NA,0.134,NA,0,NA,0
24,F,NA,0.142,NA,0,NA,0
24,F,NA,0.147,NA,0,NA,0
24,F,NA,0.148,NA,0,NA,0
24,F,NA,0.154,NA,0,NA,0
24,F,NA,0.16,NA,0,NA,0
24,F,NA,0.164,NA,0,NA,0
24,F,NA,0.164,NA,0,NA,0
24,F,NA,0.167,NA,0,NA,0
24,F,NA,0.168,NA,0,NA,0
24,F,NA,0.171,NA,0,NA,0
24,F,NA,0.175,NA,0,NA,0
24,F,NA,0.179,NA,0,NA,0
24,F,NA,0.182,NA,0,NA,0
24,F,NA,0.19,NA,0,NA,0
24,F,NA,0.194,NA,0,NA,0
24,F,NA,0.203,0,0,NA,0
24,F,NA,0.205,NA,0,NA,0
24,F,NA,0.212,NA,0,NA,0
24,F,NA,0.221,NA,0,NA,0
24,F,NA,0.223,NA,0,NA,0
24,F,NA,0.223,0.278,0,NA,0
24,F,NA,0.223,NA,0,NA,0
24,F,NA,0.225,0,0,NA,0
24,F,NA,0.227,NA,1,NA,0
24,F,NA,0.23,NA,0,NA,0
24,F,NA,0.231,NA,0,NA,0
24,F,NA,0.233,NA,0,NA,0
24,F,NA,0.238,NA,0,NA,0
24,F,NA,0.239,NA,1,NA,0
24,F,NA,0.242,NA,0,NA,0
24,F,NA,0.242,NA,1,NA,0
24,F,NA,0.246,NA,0,NA,0
24,F,NA,0.25,NA,0,NA,0
24,F,NA,0.253,NA,1,NA,0
24,F,NA,0.256,NA,0,NA,0
24,F,NA,0.264,NA,0,NA,0
24,F,NA,0.265,NA,0,NA,0
24,F,NA,0.267,NA,0,NA,0
24,F,NA,0.267,NA,1,NA,0
24,F,NA,0.268,NA,0,NA,0
24,F,NA,0.269,NA,0,NA,0
24,F,NA,0.272,NA,1,NA,0
24,F,NA,0.274,NA,0,NA,0
24,F,NA,0.278,NA,0,NA,0
24,F,NA,0.284,NA,0,NA,0
24,F,NA,0.29,NA,0,NA,0
24,F,NA,0.29,NA,0,NA,0
24,F,NA,0.293,NA,0,NA,0
24,F,NA,0.293,NA,0,NA,0
24,F,NA,0.293,NA,0,NA,0
24,F,NA,0.295,NA,0,NA,0
24,F,NA,0.296,NA,1,NA,0
24,F,NA,0.298,NA,0,NA,0
24,F,NA,0.3,0.268,0,NA,0
24,F,NA,0.304,NA,0,NA,0
24,F,NA,0.308,NA,0,NA,0
24,F,NA,0.322,NA,1,NA,0
24,F,NA,0.33,0.51,0,NA,0
24,F,NA,0.33,NA,1,NA,0
24,F,NA,0.336,NA,0,NA,0
24,F,NA,0.343,NA,1,NA,0
24,F,NA,0.353,NA,0,NA,0
24,F,NA,0.353,NA,0,NA,0
24,F,NA,0.357,NA,0,NA,0
24,F,NA,0.363,NA,0,NA,0
24,F,NA,0.367,NA,0,NA,0
24,F,NA,0.369,NA,0,NA,0
24,F,NA,0.369,NA,1,NA,0
24,F,NA,0.374,NA,0,NA,0
24,F,NA,0.377,NA,0,NA,0
24,F,NA,0.38,0.398,1,NA,0
24,F,NA,0.386,0.574,0,NA,0
24,F,NA,0.396,NA,0,NA,0
24,F,NA,0.399,0.688,0,NA,0
24,F,NA,0.406,NA,0,NA,0
24,F,NA,0.413,NA,0,NA,0
24,F,NA,0.414,0.592,0,NA,0
24,F,NA,0.415,0.322,0,NA,0
24,F,NA,0.416,NA,0,NA,0
24,F,NA,0.425,0.398,0,NA,0
24,F,NA,0.44,0.148,0,NA,0
24,F,NA,0.443,NA,0,NA,0
24,F,NA,0.444,NA,0,NA,0
24,F,NA,0.457,NA,0,NA,0
24,F,NA,0.47,0.324,0,NA,0
24,F,NA,0.478,NA,0,NA,0
24,F,NA,0.481,NA,0,NA,0
24,F,NA,0.484,0.749,0,NA,0
24,F,NA,0.484,NA,0,NA,0
24,F,NA,0.494,NA,0,NA,0
24,F,NA,0.51,NA,0,NA,0
24,F,NA,0.514,NA,0,NA,0
24,F,NA,0.517,NA,0,NA,0
24,F,NA,0.586,NA,0,NA,0
24,F,NA,0.727,NA,0,NA,0
25,F,NA,0.053,NA,1,0.077,0
25,I,NA,0.055,NA,1,0.078,0
25,F,NA,0.051,NA,1,0.083,0
25,F,NA,0.058,NA,1,0.084,0
25,I,NA,0.053,NA,1,0.085,0
25,I,NA,0.065,NA,1,0.092,0
25,F,NA,0.066,NA,1,0.094,0
25,I,NA,0.065,NA,1,0.102,0
25,I,NA,0.077,NA,1,0.103,0
25,I,NA,0.077,NA,1,0.106,0
25,I,NA,0.088,NA,1,0.108,0
25,F,NA,0.05,NA,1,0.109,0
25,F,NA,0.086,NA,1,0.11,0
25,I,NA,0.069,NA,1,0.111,0
