Mortality,Site,Plot,Year,Ncol,Size,Sizenext,Survnext
Massmort,Portcros,Portcros3,1999-2000,238,31.5,34,1
Massmort,Portcros,Portcros3,1999-2000,239,28,30,1
Massmort,Portcros,Portcros3,1999-2000,240,26,27,1
Massmort,Portcros,Portcros3,1999-2000,241,30,26,1
Massmort,Portcros,Portcros3,1999-2000,242,32,32,0
Massmort,Portcros,Portcros3,1999-2000,243,41,42,1
Massmort,Portcros,Portcros3,1999-2000,244,22,24,1
Massmort,Portcros,Portcros3,1999-2000,245,16,,0
Massmort,Portcros,Portcros3,1999-2000,246,24,24,1
Massmort,Portcros,Portcros3,1999-2000,247,30,29,1
Massmort,Portcros,Portcros3,1999-2000,248,46,46,1
Massmort,Portcros,Portcros3,1999-2000,249,33,27,1
Massmort,Portcros,Portcros3,1999-2000,250,22,20,1
Massmort,Portcros,Portcros3,1999-2000,251,25,25,1
Massmort,Portcros,Portcros3,1999-2000,252,31,28,1
Massmort,Portcros,Portcros3,1999-2000,253,26,26,1
Massmort,Portcros,Portcros3,1999-2000,254,24,24,1
Massmort,Portcros,Portcros3,1999-2000,255,31,31,1
Massmort,Portcros,Portcros3,1999-2000,256,28,25,1
Massmort,Portcros,Portcros3,1999-2000,257,13,8,1
Massmort,Portcros,Portcros3,1999-2000,258,19,,0
Massmort,Portcros,Portcros3,1999-2000,259,18,16,1
Massmort,Portcros,Portcros3,1999-2000,260,40,31,1
Massmort,Portcros,Portcros3,1999-2000,261,13,,0
Massmort,Portcros,Portcros3,1999-2000,262,24,27,1
Massmort,Portcros,Portcros3,1999-2000,263,32,32,1
Massmort,Portcros,Portcros3,1999-2000,264,22,,0
Massmort,Portcros,Portcros3,1999-2000,265,36,,0
Massmort,Portcros,Portcros3,1999-2000,266,20,16,1
Massmort,Portcros,Portcros3,1999-2000,267,36,30,1
Massmort,Portcros,Portcros3,1999-2000,268,15.5,18,1
Massmort,Portcros,Portcros3,1999-2000,269,31,25,1
Massmort,Portcros,Portcros3,1999-2000,270,35.5,29,1
Massmort,Portcros,Portcros3,1999-2000,271,20,19,1
Massmort,Portcros,Portcros3,1999-2000,272,32,27,1
Massmort,Portcros,Portcros3,1999-2000,273,37,33,1
Massmort,Portcros,Portcros4,1999-2000,178,3.5,5.5,1
Massmort,Portcros,Portcros4,1999-2000,178a,6,7,1
Massmort,Portcros,Portcros4,1999-2000,178b,5,6,1
Massmort,Portcros,Portcros4,1999-2000,179,5.5,7,1
Massmort,Portcros,Portcros4,1999-2000,180,7,8,1
Massmort,Portcros,Portcros4,1999-2000,181,3,3,1
Massmort,Portcros,Portcros4,1999-2000,182,9,9.5,1
Massmort,Portcros,Portcros4,1999-2000,183,5,4,1
Massmort,Portcros,Portcros4,1999-2000,184,4,5.5,1
Massmort,Portcros,Portcros4,1999-2000,185,5.5,7.5,1
Massmort,Portcros,Portcros4,1999-2000,186,7.5,5,1
Massmort,Portcros,Portcros4,1999-2000,187,5,3.5,1
Massmort,Portcros,Portcros4,1999-2000,188,3.5,5,1
Massmort,Portcros,Portcros4,1999-2000,189,5,3,1
Massmort,Portcros,Portcros4,1999-2000,190,8,8.5,1
Massmort,Portcros,Portcros4,1999-2000,191,8.5,5.5,1
Massmort,Portcros,Portcros4,1999-2000,192,5.5,6,1
Massmort,Portcros,Portcros4,1999-2000,193,9,9,0
Massmort,Portcros,Portcros4,1999-2000,194,9,6.5,1
Massmort,Portcros,Portcros4,1999-2000,195,6.5,5,1
Massmort,Portcros,Portcros4,1999-2000,196,7,7,1
Massmort,Portcros,Portcros4,1999-2000,347,20,20,1
Massmort,Portcros,Portcros4,1999-2000,348,26,24.5,1
Massmort,Portcros,Portcros4,1999-2000,350,15,15,1
Massmort,Portcros,Portcros4,1999-2000,351,16,14.5,1
Massmort,Portcros,Portcros4,1999-2000,352,38,47,1
Massmort,Portcros,Portcros4,1999-2000,353,29,30,1
Massmort,Portcros,Portcros4,1999-2000,354,36,40.5,1
Massmort,Portcros,Portcros4,1999-2000,355,36,26.5,1
Massmort,Portcros,Portcros4,1999-2000,356,11,11,1
Massmort,Portcros,Portcros4,1999-2000,357,30,18.5,1
Massmort,Portcros,Portcros4,1999-2000,358,38.5,40.5,1
Massmort,Portcros,Portcros4,1999-2000,359,39,39,1
Massmort,Portcros,Portcros4,1999-2000,360,41,25.5,1
Massmort,Portcros,Portcros4,1999-2000,361,44,20.5,1
Massmort,Portcros,Portcros4,1999-2000,362,23,,0
Massmort,Portcros,Portcros4,1999-2000,363,27,28,1
Massmort,Portcros,Portcros4,1999-2000,364,34,,
Massmort,Portcros,Portcros4,1999-2000,365,36,,
Massmort,Portcros,Portcros4,1999-2000,366,29,33,1
Massmort,Portcros,Portcros4,1999-2000,367,41,32,1
Massmort,Portcros,Portcros4,1999-2000,368,13,7,1
Massmort,Portcros,Portcros4,1999-2000,369,13,9,1
Massmort,Portcros,Portcros4,1999-2000,370,19,21,1
Massmort,Portcros,Portcros4,1999-2000,371,34,38,1
Massmort,Portcros,Portcros4,1999-2000,372,21.5,21.5,1
Massmort,Portcros,Portcros4,1999-2000,375,37,29,1
Massmort,Portcros,Portcros4,1999-2000,376,28,28,1
Massmort,Portcros,Portcros4,1999-2000,377,20,23,1
Massmort,Portcros,Portcros4,1999-2000,378,38,39,1
Massmort,Portcros,Portcros4,1999-2000,379,39,39,1
Massmort,Portcros,Portcros4,1999-2000,380,17,17,1
Massmort,Portcros,Portcros4,1999-2000,381,15,15,1
Massmort,Portcros,Portcros4,1999-2000,382,11.5,11.5,1
Massmort,Portcros,Portcros4,1999-2000,383,31,31,1
Massmort,Portcros,Portcros4,1999-2000,384,20,20,1
Massmort,Portcros,Portcros4,1999-2000,385,9,11,1
Massmort,Portcros,Portcros4,1999-2000,386,38,28,1
Massmort,Portcros,Portcros4,1999-2000,387,24,10,1
Massmort,Portcros,Portcros4,1999-2000,388,27,16,1
Massmort,Portcros,Portcros4,1999-2000,389,33,29,1
Massmort,Portcros,Portcros4,1999-2000,390,60,40,1
Massmort,Portcros,Portcros4,1999-2000,391,30,30,1
Massmort,Portcros,Portcros4,1999-2000,393,22,22,1
Massmort,Portcros,Portcros4,1999-2000,394,15,17,1
Massmort,Portcros,Portcros4,1999-2000,395,25,25,1
Massmort,Portcros,Portcros4,1999-2000,396,16,19,1
Massmort,Portcros,Portcros4,1999-2000,397,19,17.5,1
Massmort,Portcros,Portcros4,1999-2000,398,40,,0
Massmort,Portcros,Portcros4,1999-2000,399,22.5,25,1
Massmort,Portcros,Portcros4,1999-2000,400,57,62,1
Massmort,Portcros,Portcros4,1999-2000,401,20,19,1
Massmort,Portcros,Portcros4,1999-2000,402,14,15,1
Massmort,Portcros,Portcros4,1999-2000,403,35,35,1
Massmort,Portcros,Portcros4,1999-2000,404,25.5,29.5,1
Massmort,Portcros,Portcros4,1999-2000,405,22,22,1
Massmort,Portcros,Portcros4,1999-2000,406,21,21,1
Massmort,Portcros,Portcros4,1999-2000,407,29,21.5,1
Massmort,Portcros,Portcros4,1999-2000,408,25,23.5,1
Massmort,Portcros,Portcros4,1999-2000,409,21,21,1
Massmort,Portcros,Portcros4,1999-2000,410,55.5,55.5,1
Massmort,Portcros,Portcros4,1999-2000,411,37,37,1
Massmort,Portcros,Portcros4,1999-2000,412,53,45,1
Massmort,Portcros,Portcros4,1999-2000,413,32,32,1
Massmort,Portcros,Portcros4,1999-2000,415,27,,0
Massmort,Portcros,Portcros4,1999-2000,416,15,,0
Massmort,Portcros,Portcros4,1999-2000,417,22,22,1
Massmort,Portcros,Portcros4,1999-2000,418,38,22,1
Massmort,Portcros,Portcros4,1999-2000,419,54,53,1
Massmort,Portcros,Portcros4,1999-2000,420,35.5,35.5,1
Massmort,Portcros,Portcros4,1999-2000,422,36,36,1
Massmort,Portcros,Portcros4,1999-2000,423,12,12,1
Massmort,Portcros,Portcros4,1999-2000,426,40,38,1
Massmort,Portcros,Portcros4,1999-2000,427,38,41,1
Massmort,Portcros,Portcros4,1999-2000,428,20,15,1
Massmort,Portcros,Portcros4,1999-2000,429,45,43,1
Massmort,Portcros,Portcros4,1999-2000,430,16,17,1
Massmort,Portcros,Portcros4,1999-2000,431,33,27,1
Massmort,Portcros,Portcros4,1999-2000,432,20,17,1
Massmort,Portcros,Portcros4,1999-2000,433,40,38.5,1
Massmort,Portcros,Portcros4,1999-2000,434,18,14,1
Massmort,Portcros,Portcros4,1999-2000,435,35,35,1
Massmort,Portcros,Portcros4,1999-2000,436,20,19,1
Massmort,Portcros,Portcros4,1999-2000,437,21,18,1
Massmort,Portcros,Portcros4,1999-2000,438,26,,0
Massmort,Portcros,Portcros4,1999-2000,439,10,,0
Massmort,Portcros,Portcros4,1999-2000,440,19,18,0
Massmort,Portcros,Portcros4,1999-2000,441,17,17,1
Massmort,Portcros,Portcros4,1999-2000,442,36,28,1
Massmort,Portcros,Portcros4,1999-2000,443,60,42,1
Massmort,Portcros,Portcros4,1999-2000,444,16,16,1
Massmort,Portcros,Portcros4,1999-2000,445,16,16,1
Massmort,Portcros,Portcros4,1999-2000,446,26.5,26.5,1
Massmort,Portcros,Portcros4,1999-2000,447,18.5,18.5,1
Massmort,Portcros,Portcros4,1999-2000,448,29,29,1
Massmort,Portcros,Portcros4,1999-2000,449,29,29,1
Massmort,Portcros,Portcros5,1999-2000,199,7.5,,0
Massmort,Portcros,Portcros5,1999-2000,200,6.5,3,1
Massmort,Portcros,Portcros5,1999-2000,201,4,6,1
Massmort,Portcros,Portcros5,1999-2000,202,8,9,1
Massmort,Portcros,Portcros5,1999-2000,203,3.5,3.5,1
Massmort,Portcros,Portcros5,1999-2000,204,7,,0
Massmort,Portcros,Portcros5,1999-2000,205,3,5,1
Massmort,Portcros,Portcros5,1999-2000,206,3.5,,0
Massmort,Portcros,Portcros5,1999-2000,207,6,,0
Massmort,Portcros,Portcros5,1999-2000,210,3.5,,0
Massmort,Portcros,Portcros5,1999-2000,212,4.5,,0
Massmort,Portcros,Portcros5,1999-2000,213,7,7,1
Massmort,Portcros,Portcros5,1999-2000,214,5.2,10,1
Massmort,Portcros,Portcros5,1999-2000,215,8,8,1
Massmort,Portcros,Portcros5,1999-2000,216,7,4,1
Massmort,Portcros,Portcros5,1999-2000,217,7,8,1
Massmort,Portcros,Portcros5,1999-2000,218,8,,0
Massmort,Portcros,Portcros5,1999-2000,219,3.5,6,1
Massmort,Portcros,Portcros5,1999-2000,221,6,6,1
Massmort,Portcros,Portcros5,1999-2000,222,7,,0
Massmort,Portcros,Portcros5,1999-2000,223,1,,0
Massmort,Portcros,Portcros5,1999-2000,224,4.5,,0
Massmort,Portcros,Portcros5,1999-2000,226,7.5,,0
Massmort,Portcros,Portcros5,1999-2000,227,,2,1
Massmort,Portcros,Portcros5,1999-2000,229,8,6,1
Massmort,Portcros,Portcros5,1999-2000,230,5,5,1
Massmort,Portcros,Portcros5,1999-2000,231,12,8,1
Massmort,Portcros,Portcros5,1999-2000,232,5,,
Massmort,Portcros,Portcros5,1999-2000,233,7,7,1
Massmort,Portcros,Portcros5,1999-2000,450,22,21.5,1
Massmort,Portcros,Portcros5,1999-2000,451,27.5,23.5,1
Massmort,Portcros,Portcros5,1999-2000,452,39.5,34,1
Massmort,Portcros,Portcros5,1999-2000,453,36.2,35,1
Massmort,Portcros,Portcros5,1999-2000,454,39.5,30,1
Massmort,Portcros,Portcros5,1999-2000,455,52,48.5,1
Massmort,Portcros,Portcros5,1999-2000,456,39.2,33,1
Massmort,Portcros,Portcros5,1999-2000,457,50,54,1
Massmort,Portcros,Portcros5,1999-2000,458,34,35,1
Massmort,Portcros,Portcros5,1999-2000,459,38,37,1
Massmort,Portcros,Portcros5,1999-2000,460,14.5,10,1
Massmort,Portcros,Portcros5,1999-2000,461,22,15,1
Massmort,Portcros,Portcros5,1999-2000,462,36.5,31,1
Massmort,Portcros,Portcros5,1999-2000,463,28.5,,0
Massmort,Portcros,Portcros5,1999-2000,464,51,51,1
Massmort,Portcros,Portcros5,1999-2000,465,20,20,1
Massmort,Portcros,Portcros5,1999-2000,466,18.5,23,1
Massmort,Portcros,Portcros5,1999-2000,467,61,61,1
Massmort,Portcros,Portcros5,1999-2000,469,32.5,13,1
Massmort,Portcros,Portcros5,1999-2000,470,32.5,18,1
Massmort,Portcros,Portcros5,1999-2000,471,17,16,1
Massmort,Portcros,Portcros5,1999-2000,472,10.7,14,1
Massmort,Portcros,Portcros5,1999-2000,473,19.5,15,1
Massmort,Portcros,Portcros5,1999-2000,474,11,11,1
Massmort,Portcros,Portcros5,1999-2000,475,50,49,1
Massmort,Portcros,Portcros5,1999-2000,476,15.5,,0
Massmort,Portcros,Portcros5,1999-2000,477,28,20,1
Massmort,Portcros,Portcros5,1999-2000,480,14,14,1
Massmort,Portcros,Portcros5,1999-2000,481,18,17,1
Massmort,Portcros,Portcros5,1999-2000,482,28,20,1
Massmort,Portcros,Portcros5,1999-2000,484,20,21,1
Massmort,Portcros,Portcros5,1999-2000,485,14,11,1
Massmort,Portcros,Portcros5,1999-2000,486,12,15.5,1
Massmort,Portcros,Portcros5,1999-2000,487,9,10,1
Massmort,Portcros,Portcros5,1999-2000,488,14.5,14,1
Massmort,Portcros,Portcros5,1999-2000,489,45,40,1
Massmort,Portcros,Portcros5,1999-2000,490,18,17,1
Massmort,Portcros,Portcros5,1999-2000,491,14,16,1
Massmort,Portcros,Portcros5,1999-2000,492,23.5,21,1
Massmort,Portcros,Portcros5,1999-2000,493,30.5,32,1
Massmort,Portcros,Portcros5,1999-2000,494,35,35,1
Massmort,Portcros,Portcros5,1999-2000,495,22.5,23,1
Massmort,Portcros,Portcros5,1999-2000,496,29.5,19,1
Massmort,Portcros,Portcros5,1999-2000,497,41,34,1
Massmort,Portcros,Portcros5,1999-2000,498,12,12.5,1
Massmort,Portcros,Portcros5,1999-2000,500,26,20,0
Massmort,Portcros,Portcros5,1999-2000,501,35,33,1
Massmort,Portcros,Portcros5,1999-2000,502,23,22,1
Massmort,Portcros,Portcros5,1999-2000,503,15.1,16,1
Massmort,Portcros,Portcros5,1999-2000,504,48,42,1
Massmort,Portcros,Portcros5,1999-2000,505,24,22,1
Massmort,Portcros,Portcros5,1999-2000,506,12,14.5,1
Massmort,Portcros,Portcros5,1999-2000,507,26,26,1
Massmort,Portcros,Portcros5,1999-2000,508,17.5,12.5,1
Massmort,Portcros,Portcros5,1999-2000,509,22,21.5,1
Massmort,Portcros,Portcros5,1999-2000,510,30,29,1
Massmort,Portcros,Portcros5,1999-2000,511,36,30,1
Massmort,Portcros,Portcros5,1999-2000,512,19,10,1
Massmort,Portcros,Portcros5,1999-2000,513,14,15,1
Massmort,Portcros,Portcros5,1999-2000,514,32,26,1
Massmort,Portcros,Portcros5,1999-2000,515,15,12,1
Massmort,Portcros,Portcros5,1999-2000,517,45,36,1
Massmort,Portcros,Portcros5,1999-2000,518,54,50,1
Massmort,Portcros,Portcros5,1999-2000,519,57,41,1
Massmort,Portcros,Portcros5,1999-2000,520,28,32,1
Massmort,Portcros,Portcros6,1999-2000,234,7,7,1
Massmort,Portcros,Portcros6,1999-2000,235,6,10,0
Massmort,Portcros,Portcros6,1999-2000,236,9,9,0
Massmort,Portcros,Portcros6,1999-2000,237,9.2,8.5,1
Massmort,Portcros,Portcros6,1999-2000,237a,5,5,1
Massmort,Portcros,Portcros6,1999-2000,239,3,3.5,1
Massmort,Portcros,Portcros6,1999-2000,240,,1.5,1
Massmort,Portcros,Portcros6,1999-2000,241,,2,1
Massmort,Portcros,Portcros6,1999-2000,244,5,6,1
Massmort,Portcros,Portcros6,1999-2000,244a,5,6,1
Massmort,Portcros,Portcros6,1999-2000,244b,4,4,1
Massmort,Portcros,Portcros6,1999-2000,244c,3,3.5,1
Massmort,Portcros,Portcros6,1999-2000,247,0.2,1,1
Massmort,Portcros,Portcros6,1999-2000,248,7,7,1
Massmort,Portcros,Portcros6,1999-2000,251,3.5,4,1
Massmort,Portcros,Portcros6,1999-2000,252,2.5,2.5,1
Massmort,Portcros,Portcros6,1999-2000,253,0.5,1,1
Massmort,Portcros,Portcros6,1999-2000,254,0.3,0.5,0
Massmort,Portcros,Portcros6,1999-2000,255,2,3,0
Massmort,Portcros,Portcros6,1999-2000,255a,8,8,1
Massmort,Portcros,Portcros6,1999-2000,255b,6,6,1
Massmort,Portcros,Portcros6,1999-2000,256,1.5,1,1
Massmort,Portcros,Portcros6,1999-2000,257,5,5,0
Massmort,Portcros,Portcros6,1999-2000,258,3,3,0
Massmort,Portcros,Portcros6,1999-2000,259,5,5,0
Massmort,Portcros,Portcros6,1999-2000,260,,0.5,0
Massmort,Portcros,Portcros6,1999-2000,261,,0.3,1
Massmort,Portcros,Portcros6,1999-2000,262,,3,1
Massmort,Portcros,Portcros6,1999-2000,263,2,2,1
Massmort,Portcros,Portcros6,1999-2000,264,2,2,0
Massmort,Portcros,Portcros6,1999-2000,265,2,6,1
Massmort,Portcros,Portcros6,1999-2000,266,5,5,1
Massmort,Portcros,Portcros6,1999-2000,269,4,4,1
Massmort,Portcros,Portcros6,1999-2000,270,8,9,1
Massmort,Portcros,Portcros6,1999-2000,271,10,,0
Massmort,Portcros,Portcros6,1999-2000,273,4.5,,0
Massmort,Portcros,Portcros6,1999-2000,521,40,41,1
Massmort,Portcros,Portcros6,1999-2000,522,25,24,1
Massmort,Portcros,Portcros6,1999-2000,523,28,20,1
Massmort,Portcros,Portcros6,1999-2000,524,34.5,33,1
Massmort,Portcros,Portcros6,1999-2000,525,18,16,1
Massmort,Portcros,Portcros6,1999-2000,527,19.5,18,1
Massmort,Portcros,Portcros6,1999-2000,528,11,19,1
Massmort,Portcros,Portcros6,1999-2000,529,26,19,1
Massmort,Portcros,Portcros6,1999-2000,530,27,25,1
Massmort,Portcros,Portcros6,1999-2000,531,20,20,1
Massmort,Portcros,Portcros6,1999-2000,532,13,13,1
Massmort,Portcros,Portcros6,1999-2000,533,20,20,1
Massmort,Portcros,Portcros6,1999-2000,534,11,11,1
Massmort,Portcros,Portcros6,1999-2000,535,78,78,1
Massmort,Portcros,Portcros6,1999-2000,536,10,,0
Massmort,Portcros,Portcros6,1999-2000,538,26,26,1
Massmort,Portcros,Portcros6,1999-2000,539,13,13,1
Massmort,Portcros,Portcros6,1999-2000,540,20,15,1
Massmort,Portcros,Portcros6,1999-2000,541,46,50,1
Massmort,Portcros,Portcros6,1999-2000,543,37,37,1
Massmort,Portcros,Portcros6,1999-2000,544,39,39,1
Massmort,Portcros,Portcros6,1999-2000,545,55,50,1
Massmort,Portcros,Portcros6,1999-2000,546,14,14,1
Massmort,Portcros,Portcros6,1999-2000,547,11,11,1
Massmort,Portcros,Portcros6,1999-2000,548,54,40,1
Massmort,Portcros,Portcros6,1999-2000,552,39,39,1
Massmort,Portcros,Portcros6,1999-2000,553,37,40,1
Massmort,Portcros,Portcros6,1999-2000,554,27,15,0
Massmort,Portcros,Portcros6,1999-2000,555,23.5,26,1
Massmort,Portcros,Portcros6,1999-2000,556,46,40,1
Massmort,Portcros,Portcros6,1999-2000,557,41,36,1
Massmort,Portcros,Portcros6,1999-2000,558,49,49,1
Massmort,Portcros,Portcros6,1999-2000,559,51,43,1
Massmort,Portcros,Portcros6,1999-2000,562,26,23,0
Massmort,Portcros,Portcros6,1999-2000,563,44,39,1
Massmort,Portcros,Portcros6,1999-2000,564,18,10,0
Massmort,Portcros,Portcros6,1999-2000,565,26.5,25,1
Massmort,Portcros,Portcros6,1999-2000,566,18,20,1
Massmort,Portcros,Portcros6,1999-2000,567,21,17,1
Massmort,Portcros,Portcros6,1999-2000,568,33,,0
Massmort,Portcros,Portcros6,1999-2000,569,12,,0
Massmort,Portcros,Portcros6,1999-2000,570,58,47,1
Massmort,Portcros,Portcros6,1999-2000,571,25,19,1
Massmort,Portcros,Portcros6,1999-2000,572,28,19,0
Massmort,Portcros,Portcros6,1999-2000,573,27,27,1
Massmort,Portcros,Portcros6,1999-2000,574,10,8,1
Massmort,Portcros,Portcros6,1999-2000,575,15.5,5,1
Massmort,Portcros,Portcros6,1999-2000,576,44.5,45,1
Massmort,Portcros,Portcros6,1999-2000,577,9,8,0
Massmort,Portcros,Portcros6,1999-2000,578,11,7,1
Massmort,Portcros,Portcros6,1999-2000,579,24,,0
Massmort,Portcros,Portcros6,1999-2000,580,21,21,0
Massmort,Portcros,Portcros6,1999-2000,581,21,14,1
Massmort,Portcros,Portcros6,1999-2000,582,16,15,1
Massmort,Portcros,Portcros6,1999-2000,583,22,22,0
Massmort,Portcros,Portcros6,1999-2000,584,33,28,1
Massmort,Portcros,Portcros6,1999-2000,585,44,44,0
Massmort,Portcros,Portcros6,1999-2000,586,28,28,0
Massmort,Portcros,Portcros6,1999-2000,587,29,23,0
Massmort,Portcros,Portcros6,1999-2000,588,27,27,1
Massmort,Portcros,Portcros6,1999-2000,589,12,10.5,1
Massmort,Portcros,Portcros6,1999-2000,590,17,17,1
Massmort,Portcros,Portcros6,1999-2000,591,46,47,1
Massmort,Portcros,Portcros6,1999-2000,592,40,40,1
Massmort,Portcros,Portcros6,1999-2000,593,13,10,1
Massmort,Portcros,Portcros6,1999-2000,594,58,60,1
Massmort,Portcros,Portcros6,1999-2000,596,20,,0
Massmort,Portcros,Portcros6,1999-2000,597,27,25,1
Massmort,Portcros,Portcros6,1999-2000,598,40,33,1
Massmort,Portcros,Portcros6,1999-2000,599,35,25,1
Massmort,Portcros,Portcros6,1999-2000,600,41,35,1
Massmort,Portcros,Portcros6,1999-2000,601,42,24,1
Massmort,Portcros,Portcros6,1999-2000,602,18,16,0
Massmort,Portcros,Portcros6,1999-2000,603,42.5,45,1
Massmort,Portcros,Portcros6,1999-2000,604,60.5,56,1
Massmort,Portcros,Portcros1,2000-2001,5,4,5,1
Massmort,Portcros,Portcros1,2000-2001,6,5,4.5,1
Massmort,Portcros,Portcros1,2000-2001,7,5,8,1
Massmort,Portcros,Portcros1,2000-2001,9,6,,0
Massmort,Portcros,Portcros1,2000-2001,9a,,2,1
Massmort,Portcros,Portcros1,2000-2001,10,4.5,7,1
Massmort,Portcros,Portcros1,2000-2001,10a,,2,1
Massmort,Portcros,Portcros1,2000-2001,11,6,,0
Massmort,Portcros,Portcros1,2000-2001,12,10,,0
Massmort,Portcros,Portcros1,2000-2001,13,11,11,1
Massmort,Portcros,Portcros1,2000-2001,14,4.5,,0
Massmort,Portcros,Portcros1,2000-2001,15,8,6,1
Massmort,Portcros,Portcros1,2000-2001,16a,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,16b,,3,1
Massmort,Portcros,Portcros1,2000-2001,16c,,3,1
Massmort,Portcros,Portcros1,2000-2001,16d,,3,1
Massmort,Portcros,Portcros1,2000-2001,16e,3.5,3.5,1
Massmort,Portcros,Portcros1,2000-2001,17,4,,0
Massmort,Portcros,Portcros1,2000-2001,18,3,4.5,1
Massmort,Portcros,Portcros1,2000-2001,19,4.5,6,1
Massmort,Portcros,Portcros1,2000-2001,20,2.5,,0
Massmort,Portcros,Portcros1,2000-2001,21,2,4,1
Massmort,Portcros,Portcros1,2000-2001,22,8,9,1
Massmort,Portcros,Portcros1,2000-2001,23,7,7,1
Massmort,Portcros,Portcros1,2000-2001,24,6,3,1
Massmort,Portcros,Portcros1,2000-2001,26,4.5,5,1
Massmort,Portcros,Portcros1,2000-2001,27,3.5,3,1
Massmort,Portcros,Portcros1,2000-2001,28,3.5,,0
Massmort,Portcros,Portcros1,2000-2001,29,5,,0
Massmort,Portcros,Portcros1,2000-2001,29a,,1,1
Massmort,Portcros,Portcros1,2000-2001,29b,,2,1
Massmort,Portcros,Portcros1,2000-2001,31,5,7,1
Massmort,Portcros,Portcros1,2000-2001,33,2,,0
Massmort,Portcros,Portcros1,2000-2001,34,3,5,1
Massmort,Portcros,Portcros1,2000-2001,36,5,5,1
Massmort,Portcros,Portcros1,2000-2001,37,2,2,1
Massmort,Portcros,Portcros1,2000-2001,38,4,,0
Massmort,Portcros,Portcros1,2000-2001,39,6,6,1
Massmort,Portcros,Portcros1,2000-2001,40,6,3,1
Massmort,Portcros,Portcros1,2000-2001,41,6.5,,0
Massmort,Portcros,Portcros1,2000-2001,42,6,,0
Massmort,Portcros,Portcros1,2000-2001,43,5,6,1
Massmort,Portcros,Portcros1,2000-2001,44,5,6,1
Massmort,Portcros,Portcros1,2000-2001,45,8,8.5,1
Massmort,Portcros,Portcros1,2000-2001,46,9,8,1
Massmort,Portcros,Portcros1,2000-2001,47,9,10,1
Massmort,Portcros,Portcros1,2000-2001,48,5.5,5,1
Massmort,Portcros,Portcros1,2000-2001,49,5,4,1
Massmort,Portcros,Portcros1,2000-2001,50,7.5,7,1
Massmort,Portcros,Portcros1,2000-2001,51,7,10,1
Massmort,Portcros,Portcros1,2000-2001,52,6,7,1
Massmort,Portcros,Portcros1,2000-2001,53,3,,0
Massmort,Portcros,Portcros1,2000-2001,55,3,3.2,1
Massmort,Portcros,Portcros1,2000-2001,56,5.5,4.9,1
Massmort,Portcros,Portcros1,2000-2001,57,5,,0
Massmort,Portcros,Portcros1,2000-2001,58,9,13.5,1
Massmort,Portcros,Portcros1,2000-2001,60,3,,0
Massmort,Portcros,Portcros1,2000-2001,61,4.5,5,1
Massmort,Portcros,Portcros1,2000-2001,62,3,2.5,1
Massmort,Portcros,Portcros1,2000-2001,63,4.5,4,1
Massmort,Portcros,Portcros1,2000-2001,63a,,2,1
Massmort,Portcros,Portcros1,2000-2001,64,3,5.5,1
Massmort,Portcros,Portcros1,2000-2001,64a,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,64b,4,4,1
Massmort,Portcros,Portcros1,2000-2001,64c,4,4,1
Massmort,Portcros,Portcros1,2000-2001,64d,,1,1
Massmort,Portcros,Portcros1,2000-2001,64e,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,64f,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,64g,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,64h,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,64i,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,64j,,1,1
Massmort,Portcros,Portcros1,2000-2001,64k,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,65a,,2.5,1
Massmort,Portcros,Portcros1,2000-2001,65b,,2.5,1
Massmort,Portcros,Portcros1,2000-2001,65c,,1,1
Massmort,Portcros,Portcros1,2000-2001,65d,,0.5,1
Massmort,Portcros,Portcros1,2000-2001,65f,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,65g,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,65h,,2,1
Massmort,Portcros,Portcros1,2000-2001,65i,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,65j,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,65k,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,65l,,1.2,1
Massmort,Portcros,Portcros1,2000-2001,66,2.5,,0
Massmort,Portcros,Portcros1,2000-2001,67,6,,0
Massmort,Portcros,Portcros1,2000-2001,67a,,2,1
Massmort,Portcros,Portcros1,2000-2001,67b,,3,1
Massmort,Portcros,Portcros1,2000-2001,67c,,1.5,1
Massmort,Portcros,Portcros1,2000-2001,67d,,1,1
Massmort,Portcros,Portcros1,2000-2001,67e,,2,1
Massmort,Portcros,Portcros1,2000-2001,67f,,3,1
Massmort,Portcros,Portcros1,2000-2001,67g,8,8,1
Massmort,Portcros,Portcros1,2000-2001,68,2,3.5,1
Massmort,Portcros,Portcros1,2000-2001,68a,,1,1
Massmort,Portcros,Portcros1,2000-2001,68b,6,6.5,1
Massmort,Portcros,Portcros1,2000-2001,70,8,8,1
Massmort,Portcros,Portcros1,2000-2001,71,3,3,1
Massmort,Portcros,Portcros1,2000-2001,72,6,6,1
