Mortality,Site,Plot,Year,Ncol,Size,Sizenext,Survnext
Divemort,Medas,Medas6,2003-2004,826,14.5,12.5,1
Divemort,Medas,Medas6,2003-2004,827,29,30,1
Divemort,Medas,Medas6,2003-2004,828,6,6,1
Divemort,Medas,Medas6,2003-2004,829,16,14,1
Divemort,Medas,Medas6,2003-2004,830,10,11.5,1
Divemort,Medas,Medas6,2003-2004,831,4.5,4.5,1
Divemort,Medas,Medas6,2003-2004,832,2,2,1
Divemort,Medas,Medas6,2003-2004,833,7.5,8.5,1
Divemort,Medas,Medas6,2003-2004,834,52,52,1
Divemort,Medas,Medas6,2003-2004,835,26,23,1
Divemort,Medas,Medas6,2003-2004,836,34,,0
Divemort,Medas,Medas6,2003-2004,837,6.5,6,1
Divemort,Medas,Medas6,2003-2004,838,7,10,1
Divemort,Medas,Medas6,2003-2004,839,36,39,1
Divemort,Medas,Medas6,2003-2004,840,13,13,1
Divemort,Medas,Medas6,2003-2004,841,16,,0
Divemort,Medas,Medas6,2003-2004,843,8,8.5,1
Divemort,Medas,Medas6,2003-2004,844,4,3.5,1
Divemort,Medas,Medas6,2003-2004,845,5,6,1
Divemort,Medas,Medas6,2003-2004,846,22,22,1
Divemort,Medas,Medas6,2003-2004,847,19,18,1
Divemort,Medas,Medas6,2003-2004,848,59.5,52,1
Divemort,Medas,Medas6,2003-2004,849,13,11,1
Divemort,Medas,Medas6,2003-2004,850,24.5,,0
Divemort,Medas,Medas6,2003-2004,851,38,41,1
Divemort,Medas,Medas6,2003-2004,852,10,13,1
Divemort,Medas,Medas6,2003-2004,853,16.5,17.5,1
Divemort,Medas,Medas6,2003-2004,854,44.5,45,1
Divemort,Medas,Medas6,2003-2004,855,43,38,1
Divemort,Medas,Medas6,2003-2004,856,28,28,1
Divemort,Medas,Medas6,2003-2004,857,7,7.5,1
Divemort,Medas,Medas6,2003-2004,858,7.5,8,1
Divemort,Medas,Medas6,2003-2004,859,18,17,1
Divemort,Medas,Medas6,2003-2004,860,31,31,1
Divemort,Medas,Medas6,2003-2004,861,10.5,10,1
Divemort,Medas,Medas6,2003-2004,862,8.5,9,1
Divemort,Medas,Medas6,2003-2004,863,39,33.5,1
Divemort,Medas,Medas6,2003-2004,864,15,16.5,1
Divemort,Medas,Medas6,2003-2004,865,31.5,30,1
Divemort,Medas,Medas6,2003-2004,866,3.5,4.5,1
Divemort,Medas,Medas6,2003-2004,867,10,10,1
Divemort,Medas,Medas6,2003-2004,868,54,,0
Divemort,Medas,Medas6,2003-2004,869,8,8,1
Divemort,Medas,Medas6,2003-2004,870,19,19,1
Divemort,Medas,Medas6,2003-2004,871,26,,0
Divemort,Medas,Medas6,2003-2004,872,16,8,1
Divemort,Medas,Medas6,2003-2004,873,24.5,25.5,1
Divemort,Medas,Medas6,2003-2004,874,6,4.5,1
Divemort,Medas,Medas6,2003-2004,875,4,7,1
Divemort,Medas,Medas6,2003-2004,877,46,46,1
Divemort,Medas,Medas6,2003-2004,878,11.5,13,1
Divemort,Medas,Medas6,2003-2004,879,11,12,1
Divemort,Medas,Medas6,2003-2004,880,10,11,1
Divemort,Medas,Medas6,2003-2004,881,16,15,1
Divemort,Medas,Medas6,2003-2004,882,10,11,1
Divemort,Medas,Medas6,2003-2004,883,18.5,21,1
Divemort,Medas,Medas6,2003-2004,885,11,12,1
Divemort,Medas,Medas6,2003-2004,886,5.5,7.5,1
Divemort,Medas,Medas6,2003-2004,887,45.5,45,1
Divemort,Medas,Medas6,2003-2004,888,9,9,1
Divemort,Medas,Medas6,2003-2004,889,26,24,1
Divemort,Medas,Medas6,2003-2004,890,20.5,20,1
Divemort,Medas,Medas6,2003-2004,891,37,42,1
Divemort,Medas,Medas6,2003-2004,892,14.5,15.5,1
Divemort,Medas,Medas6,2003-2004,893,10,11,1
Divemort,Medas,Medas6,2003-2004,894,33,34,1
Divemort,Medas,Medas6,2003-2004,895,50,52,1
Divemort,Medas,Medas6,2003-2004,896,16.5,15,1
Divemort,Medas,Medas6,2003-2004,897,15,16,1
Divemort,Medas,Medas6,2003-2004,898,10,11.5,1
Divemort,Medas,Medas6,2003-2004,899,18,17,1
Divemort,Medas,Medas6,2003-2004,900,8,8,1
Divemort,Medas,Medas6,2003-2004,901,1,,0
Divemort,Medas,Medas6,2003-2004,902,32.5,32,1
Divemort,Medas,Medas6,2003-2004,903,7,7,1
Divemort,Medas,Medas6,2003-2004,904,5,6,1
Divemort,Medas,Medas6,2003-2004,905,23,21.5,1
Divemort,Medas,Medas6,2003-2004,906,17,17,1
Divemort,Medas,Medas6,2003-2004,907,6.5,8,1
Divemort,Medas,Medas6,2003-2004,908,16,19,1
Divemort,Medas,Medas6,2003-2004,909,27,30,1
Divemort,Medas,Medas6,2003-2004,910,5.5,,0
Divemort,Medas,Medas6,2003-2004,911,29,31,1
Divemort,Medas,Medas6,2003-2004,912,4,7.5,1
Divemort,Medas,Medas6,2003-2004,913,14,14,1
Divemort,Medas,Medas6,2003-2004,914,8,12,1
Divemort,Medas,Medas6,2003-2004,915,9.5,11,1
Divemort,Medas,Medas6,2003-2004,916,11,13,1
Divemort,Medas,Medas6,2003-2004,917,10,10,1
Divemort,Medas,Medas6,2003-2004,918,33,31,1
Divemort,Medas,Medas6,2003-2004,919,30,25,1
Divemort,Medas,Medas6,2003-2004,920,26,30,1
Divemort,Medas,Medas6,2003-2004,921,16,15,1
Divemort,Medas,Medas6,2003-2004,922,31,27,1
Divemort,Medas,Medas6,2003-2004,923,34,33,1
Divemort,Medas,Medas6,2003-2004,924,12,,0
Divemort,Medas,Medas6,2003-2004,925,6.5,5.5,1
Divemort,Medas,Medas6,2003-2004,926,12,11,1
Divemort,Medas,Medas6,2003-2004,927,29,25,1
Divemort,Medas,Medas6,2003-2004,928,10.5,9,1
Divemort,Medas,Medas6,2003-2004,929,19,17,1
Divemort,Medas,Medas6,2003-2004,930,50.5,50,1
Divemort,Medas,Medas6,2003-2004,931,25,24.5,1
Divemort,Medas,Medas6,2003-2004,932,25.5,25,1
Divemort,Medas,Medas6,2003-2004,933,13,15,1
Divemort,Medas,Medas6,2003-2004,934,27,25,1
Divemort,Medas,Medas6,2003-2004,935,24,24,1
Divemort,Medas,Medas6,2003-2004,936,6.5,6.5,1
Divemort,Medas,Medas6,2003-2004,936a,,3,1
Divemort,Medas,Medas6,2003-2004,937,36.5,,
Divemort,Medas,Medas6,2003-2004,938,36,37,1
Divemort,Medas,Medas6,2003-2004,939,16,15,1
Divemort,Medas,Medas6,2003-2004,940,5.5,5.5,1
Divemort,Medas,Medas6,2003-2004,941,6,6,1
Divemort,Medas,Medas6,2003-2004,942,18,17,1
Divemort,Medas,Medas6,2003-2004,943,17,20,1
Divemort,Medas,Medas6,2003-2004,943a,,3,1
Massmort,Portcros,Portcros1,1999-2000,1,4,,0
Massmort,Portcros,Portcros1,1999-2000,2,7,,0
Massmort,Portcros,Portcros1,1999-2000,3,1.5,,0
Massmort,Portcros,Portcros1,1999-2000,4,1,,0
Massmort,Portcros,Portcros1,1999-2000,5,3.5,4,1
Massmort,Portcros,Portcros1,1999-2000,6,6,5,1
Massmort,Portcros,Portcros1,1999-2000,7,5,5,1
Massmort,Portcros,Portcros1,1999-2000,8,3.5,,0
Massmort,Portcros,Portcros1,1999-2000,9,6,6,1
Massmort,Portcros,Portcros1,1999-2000,10,3.5,4.5,1
Massmort,Portcros,Portcros1,1999-2000,11,10,6,1
Massmort,Portcros,Portcros1,1999-2000,12,9,10,1
Massmort,Portcros,Portcros1,1999-2000,13,12,11,1
Massmort,Portcros,Portcros1,1999-2000,14,4.5,4.5,1
Massmort,Portcros,Portcros1,1999-2000,15,8,8,1
Massmort,Portcros,Portcros1,1999-2000,16e,3.5,3.5,1
Massmort,Portcros,Portcros1,1999-2000,17,3,4,1
Massmort,Portcros,Portcros1,1999-2000,18,6,3,1
Massmort,Portcros,Portcros1,1999-2000,19,4,4.5,1
Massmort,Portcros,Portcros1,1999-2000,20,,2.5,1
Massmort,Portcros,Portcros1,1999-2000,21,,2,1
Massmort,Portcros,Portcros1,1999-2000,22,8,8,1
Massmort,Portcros,Portcros1,1999-2000,23,8,7,1
Massmort,Portcros,Portcros1,1999-2000,24,7,6,1
Massmort,Portcros,Portcros1,1999-2000,26,3,4.5,1
Massmort,Portcros,Portcros1,1999-2000,27,3,3.5,1
Massmort,Portcros,Portcros1,1999-2000,28,2,3.5,1
Massmort,Portcros,Portcros1,1999-2000,29,7,5,1
Massmort,Portcros,Portcros1,1999-2000,30,7,,0
Massmort,Portcros,Portcros1,1999-2000,31,5,5,1
Massmort,Portcros,Portcros1,1999-2000,33,,2,1
Massmort,Portcros,Portcros1,1999-2000,34,,3,1
Massmort,Portcros,Portcros1,1999-2000,36,5,5,1
Massmort,Portcros,Portcros1,1999-2000,37,,2,1
Massmort,Portcros,Portcros1,1999-2000,38,4,4,1
Massmort,Portcros,Portcros1,1999-2000,39,6,6,1
Massmort,Portcros,Portcros1,1999-2000,40,6,6,1
Massmort,Portcros,Portcros1,1999-2000,41,6,6.5,1
Massmort,Portcros,Portcros1,1999-2000,42,6,6,1
Massmort,Portcros,Portcros1,1999-2000,43,5,5,1
Massmort,Portcros,Portcros1,1999-2000,44,6,5,1
Massmort,Portcros,Portcros1,1999-2000,45,7,8,1
Massmort,Portcros,Portcros1,1999-2000,46,7,9,1
Massmort,Portcros,Portcros1,1999-2000,47,9,9,1
Massmort,Portcros,Portcros1,1999-2000,48,5,5.5,1
Massmort,Portcros,Portcros1,1999-2000,49,5.5,5,1
Massmort,Portcros,Portcros1,1999-2000,50,7,7.5,1
Massmort,Portcros,Portcros1,1999-2000,51,8,7,1
Massmort,Portcros,Portcros1,1999-2000,52,7,6,1
Massmort,Portcros,Portcros1,1999-2000,53,3,3,1
Massmort,Portcros,Portcros1,1999-2000,55,3,3,1
Massmort,Portcros,Portcros1,1999-2000,56,5,5.5,1
Massmort,Portcros,Portcros1,1999-2000,57,4,5,1
Massmort,Portcros,Portcros1,1999-2000,58,9,9,1
Massmort,Portcros,Portcros1,1999-2000,60,9,3,1
Massmort,Portcros,Portcros1,1999-2000,61,4.5,4.5,1
Massmort,Portcros,Portcros1,1999-2000,62,3,3,1
Massmort,Portcros,Portcros1,1999-2000,63,4,4.5,1
Massmort,Portcros,Portcros1,1999-2000,64,3,3,1
Massmort,Portcros,Portcros1,1999-2000,64b,4,4,1
Massmort,Portcros,Portcros1,1999-2000,64c,4,4,1
Massmort,Portcros,Portcros1,1999-2000,66,2,2.5,1
Massmort,Portcros,Portcros1,1999-2000,67,4,6,1
Massmort,Portcros,Portcros1,1999-2000,67a,,,
Massmort,Portcros,Portcros1,1999-2000,67b,,,
Massmort,Portcros,Portcros1,1999-2000,67c,,,
Massmort,Portcros,Portcros1,1999-2000,67d,,,
Massmort,Portcros,Portcros1,1999-2000,67e,,,
Massmort,Portcros,Portcros1,1999-2000,67f,,,
Massmort,Portcros,Portcros1,1999-2000,67g,8,8,1
Massmort,Portcros,Portcros1,1999-2000,68,,2,1
Massmort,Portcros,Portcros1,1999-2000,68a,,,
Massmort,Portcros,Portcros1,1999-2000,68b,6,6,1
Massmort,Portcros,Portcros1,1999-2000,70,9,8,1
Massmort,Portcros,Portcros1,1999-2000,71,,3,1
Massmort,Portcros,Portcros1,1999-2000,72,6,6,1
Massmort,Portcros,Portcros1,1999-2000,73,6,2,1
Massmort,Portcros,Portcros1,1999-2000,74,4,4,1
Massmort,Portcros,Portcros1,1999-2000,77,2,,0
Massmort,Portcros,Portcros1,1999-2000,78,4,4.5,1
Massmort,Portcros,Portcros1,1999-2000,79,1,1.5,1
Massmort,Portcros,Portcros1,1999-2000,79a,,,
Massmort,Portcros,Portcros1,1999-2000,79b,,,
Massmort,Portcros,Portcros1,1999-2000,80,8,8,1
Massmort,Portcros,Portcros1,1999-2000,80a,,,
Massmort,Portcros,Portcros1,1999-2000,80b,,,
Massmort,Portcros,Portcros1,1999-2000,80c,,,
Massmort,Portcros,Portcros1,1999-2000,81,8,10,1
Massmort,Portcros,Portcros1,1999-2000,82,12,11.5,1
Massmort,Portcros,Portcros1,1999-2000,83,13,9,1
Massmort,Portcros,Portcros1,1999-2000,84,3,2,1
Massmort,Portcros,Portcros1,1999-2000,85,4,3,1
Massmort,Portcros,Portcros1,1999-2000,86,4,,0
Massmort,Portcros,Portcros1,1999-2000,87,8,,0
Massmort,Portcros,Portcros1,1999-2000,88,4.5,,0
Massmort,Portcros,Portcros1,1999-2000,89,9,4,1
Massmort,Portcros,Portcros1,1999-2000,90,4,2,1
Massmort,Portcros,Portcros1,1999-2000,91,4,5,1
Massmort,Portcros,Portcros1,1999-2000,1,10,,0
Massmort,Portcros,Portcros1,1999-2000,2,19,,0
Massmort,Portcros,Portcros1,1999-2000,3,13,12,1
Massmort,Portcros,Portcros1,1999-2000,4,19,20,1
Massmort,Portcros,Portcros1,1999-2000,5,30,30,1
Massmort,Portcros,Portcros1,1999-2000,6,27,27,1
Massmort,Portcros,Portcros1,1999-2000,7,27,27,1
Massmort,Portcros,Portcros1,1999-2000,8,13,12,1
Massmort,Portcros,Portcros1,1999-2000,9,12.5,11,1
Massmort,Portcros,Portcros1,1999-2000,10,11,11,1
Massmort,Portcros,Portcros1,1999-2000,13,40,29,1
Massmort,Portcros,Portcros1,1999-2000,14,46,48,1
Massmort,Portcros,Portcros1,1999-2000,15,31,31,1
Massmort,Portcros,Portcros1,1999-2000,16,22,22,1
Massmort,Portcros,Portcros1,1999-2000,17,16,10,1
Massmort,Portcros,Portcros1,1999-2000,18,20,11,1
Massmort,Portcros,Portcros1,1999-2000,19,12,12,1
Massmort,Portcros,Portcros1,1999-2000,20,9.5,9.5,1
Massmort,Portcros,Portcros1,1999-2000,21,36,37,1
Massmort,Portcros,Portcros1,1999-2000,22,34,23,1
Massmort,Portcros,Portcros1,1999-2000,24,13,,0
Massmort,Portcros,Portcros1,1999-2000,25,14,13,1
Massmort,Portcros,Portcros1,1999-2000,27,15,15,1
Massmort,Portcros,Portcros1,1999-2000,28,45,20,1
Massmort,Portcros,Portcros1,1999-2000,29,13,14,1
Massmort,Portcros,Portcros1,1999-2000,30,22,22,1
Massmort,Portcros,Portcros1,1999-2000,31,43,38,1
Massmort,Portcros,Portcros1,1999-2000,32,33,35,1
Massmort,Portcros,Portcros1,1999-2000,33,13,13,1
Massmort,Portcros,Portcros1,1999-2000,34,8.5,11,1
Massmort,Portcros,Portcros1,1999-2000,35,13,10,1
Massmort,Portcros,Portcros1,1999-2000,36,53,,
Massmort,Portcros,Portcros1,1999-2000,37,14.5,,
Massmort,Portcros,Portcros1,1999-2000,38,20,15,1
Massmort,Portcros,Portcros1,1999-2000,40,54,52,1
Massmort,Portcros,Portcros1,1999-2000,41,24,23,1
Massmort,Portcros,Portcros1,1999-2000,42,51,48,1
Massmort,Portcros,Portcros1,1999-2000,45,54,55,1
Massmort,Portcros,Portcros1,1999-2000,46,24,24,1
Massmort,Portcros,Portcros1,1999-2000,47,16,11,1
Massmort,Portcros,Portcros1,1999-2000,48,31,31,1
Massmort,Portcros,Portcros1,1999-2000,49,35,34,1
Massmort,Portcros,Portcros1,1999-2000,50,18,18,1
Massmort,Portcros,Portcros1,1999-2000,51,14,14,1
Massmort,Portcros,Portcros1,1999-2000,53,23,21.5,1
Massmort,Portcros,Portcros1,1999-2000,54,15,15,1
Massmort,Portcros,Portcros1,1999-2000,55,42,40,1
Massmort,Portcros,Portcros1,1999-2000,56,18,18,0
Massmort,Portcros,Portcros1,1999-2000,57,29,22,1
Massmort,Portcros,Portcros1,1999-2000,59,13,13,1
Massmort,Portcros,Portcros1,1999-2000,61,10,12,1
Massmort,Portcros,Portcros1,1999-2000,62,17,17,1
Massmort,Portcros,Portcros1,1999-2000,63,32,32,1
Massmort,Portcros,Portcros1,1999-2000,64,27,27,1
Massmort,Portcros,Portcros1,1999-2000,65,12,10,1
Massmort,Portcros,Portcros1,1999-2000,66,30,30,1
Massmort,Portcros,Portcros1,1999-2000,67,10,9.5,1
Massmort,Portcros,Portcros1,1999-2000,68,13,12,1
Massmort,Portcros,Portcros1,1999-2000,69,23.5,23.5,1
Massmort,Portcros,Portcros1,1999-2000,71,28,26,1
Massmort,Portcros,Portcros1,1999-2000,72,51,51,1
Massmort,Portcros,Portcros1,1999-2000,74,22,23,1
Massmort,Portcros,Portcros1,1999-2000,75,21,22,1
Massmort,Portcros,Portcros1,1999-2000,76,30,30.5,1
Massmort,Portcros,Portcros1,1999-2000,77,10,8,1
Massmort,Portcros,Portcros1,1999-2000,78,40,41,1
Massmort,Portcros,Portcros1,1999-2000,79,21,18,1
Massmort,Portcros,Portcros1,1999-2000,80,10,10,1
Massmort,Portcros,Portcros1,1999-2000,81,26,28,1
Massmort,Portcros,Portcros1,1999-2000,82,38,38,1
Massmort,Portcros,Portcros1,1999-2000,83,20,28,1
Massmort,Portcros,Portcros1,1999-2000,85,17,14,1
Massmort,Portcros,Portcros1,1999-2000,86,16,17,1
Massmort,Portcros,Portcros1,1999-2000,87,35,35,1
Massmort,Portcros,Portcros1,1999-2000,88,31,32,1
Massmort,Portcros,Portcros1,1999-2000,89,18,10.5,1
Massmort,Portcros,Portcros1,1999-2000,90,21,13,1
Massmort,Portcros,Portcros1,1999-2000,91,15,19,1
Massmort,Portcros,Portcros1,1999-2000,92,22,22,1
Massmort,Portcros,Portcros1,1999-2000,94,25,25,1
Massmort,Portcros,Portcros1,1999-2000,95,35,34,1
Massmort,Portcros,Portcros1,1999-2000,96,57,62,1
Massmort,Portcros,Portcros1,1999-2000,97,11,5,1
Massmort,Portcros,Portcros1,1999-2000,98,29,30,1
Massmort,Portcros,Portcros1,1999-2000,99,20,20,1
Massmort,Portcros,Portcros1,1999-2000,101,24,24,1
Massmort,Portcros,Portcros1,1999-2000,102,47,,0
Massmort,Portcros,Portcros1,1999-2000,103,24,22,1
Massmort,Portcros,Portcros1,1999-2000,104,36,34,1
Massmort,Portcros,Portcros1,1999-2000,105,40,41,1
Massmort,Portcros,Portcros1,1999-2000,106,20,19,1
Massmort,Portcros,Portcros1,1999-2000,107,21,21,1
Massmort,Portcros,Portcros1,1999-2000,108,22,21.5,1
Massmort,Portcros,Portcros1,1999-2000,109,33,29,1
Massmort,Portcros,Portcros1,1999-2000,111,18,18,1
Massmort,Portcros,Portcros1,1999-2000,112,27,24,1
Massmort,Portcros,Portcros1,1999-2000,114,21,20.5,1
Massmort,Portcros,Portcros1,1999-2000,115,36.5,,0
Massmort,Portcros,Portcros1,1999-2000,117,18,16,1
Massmort,Portcros,Portcros2,1999-2000,92,4,4,1
Massmort,Portcros,Portcros2,1999-2000,92a,4.5,4.5,1
Massmort,Portcros,Portcros2,1999-2000,93,8,7,1
Massmort,Portcros,Portcros2,1999-2000,94,5,5,1
Massmort,Portcros,Portcros2,1999-2000,95,3.5,3.5,1
Massmort,Portcros,Portcros2,1999-2000,96,4,4,1
Massmort,Portcros,Portcros2,1999-2000,97,4,5,1
Massmort,Portcros,Portcros2,1999-2000,99,6,5.5,1
Massmort,Portcros,Portcros2,1999-2000,104,8,5,1
Massmort,Portcros,Portcros2,1999-2000,105,8,8,1
Massmort,Portcros,Portcros2,1999-2000,106,6,9,1
Massmort,Portcros,Portcros2,1999-2000,108,,1,1
Massmort,Portcros,Portcros2,1999-2000,109,2,2,1
Massmort,Portcros,Portcros2,1999-2000,110,1.5,1.5,1
Massmort,Portcros,Portcros2,1999-2000,111,2,2.5,1
Massmort,Portcros,Portcros2,1999-2000,112,8,6,1
Massmort,Portcros,Portcros2,1999-2000,113,9.5,6,1
Massmort,Portcros,Portcros2,1999-2000,113a,5,5,1
Massmort,Portcros,Portcros2,1999-2000,114,7.5,4,1
Massmort,Portcros,Portcros2,1999-2000,115,5,5,1
Massmort,Portcros,Portcros2,1999-2000,116,3,3.5,1
Massmort,Portcros,Portcros2,1999-2000,117,5,4.5,1
Massmort,Portcros,Portcros2,1999-2000,120,6,8,1
Massmort,Portcros,Portcros2,1999-2000,121,8,8,1
Massmort,Portcros,Portcros2,1999-2000,123,,3,1
Massmort,Portcros,Portcros2,1999-2000,124,,2,1
Massmort,Portcros,Portcros2,1999-2000,126,3,4,1
Massmort,Portcros,Portcros2,1999-2000,127,8,6.5,1
Massmort,Portcros,Portcros2,1999-2000,128,8.5,3,1
Massmort,Portcros,Portcros2,1999-2000,129,,1,1
Massmort,Portcros,Portcros2,1999-2000,130,,3,1
Massmort,Portcros,Portcros2,1999-2000,131,8,8,1
Massmort,Portcros,Portcros2,1999-2000,132,4,4,1
Massmort,Portcros,Portcros2,1999-2000,134,6,2.5,1
Massmort,Portcros,Portcros2,1999-2000,134a,4,4,1
Massmort,Portcros,Portcros2,1999-2000,118,34.5,37,1
Massmort,Portcros,Portcros2,1999-2000,119,37,42,1
Massmort,Portcros,Portcros2,1999-2000,122,14,12,1
Massmort,Portcros,Portcros2,1999-2000,123,17,,0
Massmort,Portcros,Portcros2,1999-2000,124,30,24,1
Massmort,Portcros,Portcros2,1999-2000,125,10,7,1
Massmort,Portcros,Portcros2,1999-2000,126,22,23,1
Massmort,Portcros,Portcros2,1999-2000,127,25,23,0
Massmort,Portcros,Portcros2,1999-2000,128,15,,0
Massmort,Portcros,Portcros2,1999-2000,129,21,20,1
Massmort,Portcros,Portcros2,1999-2000,131,12,16,1
Massmort,Portcros,Portcros2,1999-2000,132,30,27,1
Massmort,Portcros,Portcros2,1999-2000,133,14,16,1
Massmort,Portcros,Portcros2,1999-2000,134,10,10,1
Massmort,Portcros,Portcros2,1999-2000,137,34,36,1
Massmort,Portcros,Portcros2,1999-2000,138,18,18,1
Massmort,Portcros,Portcros2,1999-2000,139,12,12,1
Massmort,Portcros,Portcros2,1999-2000,140,35,35,1
Massmort,Portcros,Portcros2,1999-2000,141,24,14,1
Massmort,Portcros,Portcros2,1999-2000,142,35,31,1
Massmort,Portcros,Portcros2,1999-2000,143,50,50,1
Massmort,Portcros,Portcros2,1999-2000,144,11,11,1
Massmort,Portcros,Portcros2,1999-2000,145,28,28,1
Massmort,Portcros,Portcros2,1999-2000,147,33,18,1
Massmort,Portcros,Portcros2,1999-2000,148,22,27,1
Massmort,Portcros,Portcros2,1999-2000,149,29,32.5,1
Massmort,Portcros,Portcros2,1999-2000,150,29,,
Massmort,Portcros,Portcros2,1999-2000,154,35,35,1
Massmort,Portcros,Portcros2,1999-2000,156,14,14,1
Massmort,Portcros,Portcros2,1999-2000,157,26.5,20.5,1
Massmort,Portcros,Portcros2,1999-2000,158,39,42,1
Massmort,Portcros,Portcros2,1999-2000,159,23,23,0
Massmort,Portcros,Portcros2,1999-2000,160,27,27,0
Massmort,Portcros,Portcros2,1999-2000,161,26,30,1
Massmort,Portcros,Portcros2,1999-2000,162,12,12,1
Massmort,Portcros,Portcros2,1999-2000,163,28.5,33,1
Massmort,Portcros,Portcros2,1999-2000,164,40,30,1
Massmort,Portcros,Portcros2,1999-2000,165,46,47,1
Massmort,Portcros,Portcros2,1999-2000,168,18,,0
Massmort,Portcros,Portcros2,1999-2000,169,37,36,1
Massmort,Portcros,Portcros2,1999-2000,171,17,17,1
Massmort,Portcros,Portcros2,1999-2000,174,15.5,17,1
Massmort,Portcros,Portcros2,1999-2000,176,22,23,1
Massmort,Portcros,Portcros2,1999-2000,177,10,10.5,1
Massmort,Portcros,Portcros2,1999-2000,178,30,30,1
Massmort,Portcros,Portcros2,1999-2000,179,18,18,1
Massmort,Portcros,Portcros2,1999-2000,180,31,32,1
Massmort,Portcros,Portcros2,1999-2000,181,27,29,1
Massmort,Portcros,Portcros2,1999-2000,183,34,25,1
Massmort,Portcros,Portcros2,1999-2000,184,35,33,1
Massmort,Portcros,Portcros2,1999-2000,185,40,42,1
Massmort,Portcros,Portcros2,1999-2000,187,32,32,1
Massmort,Portcros,Portcros2,1999-2000,189,30,32,1
Massmort,Portcros,Portcros2,1999-2000,190,33,33,1
Massmort,Portcros,Portcros2,1999-2000,191,31,34,1
Massmort,Portcros,Portcros2,1999-2000,192,12,11,1
Massmort,Portcros,Portcros2,1999-2000,193,27,27.5,1
Massmort,Portcros,Portcros2,1999-2000,194,23.5,23.5,1
Massmort,Portcros,Portcros2,1999-2000,195,10,10.5,1
Massmort,Portcros,Portcros2,1999-2000,196,17,20.5,1
Massmort,Portcros,Portcros2,1999-2000,197,26,26,1
Massmort,Portcros,Portcros2,1999-2000,198,52,49,1
Massmort,Portcros,Portcros2,1999-2000,199,23,23,1
Massmort,Portcros,Portcros2,1999-2000,200,6,12,1
Massmort,Portcros,Portcros2,1999-2000,201,23,23,1
Massmort,Portcros,Portcros2,1999-2000,202,46,40,1
Massmort,Portcros,Portcros2,1999-2000,203,28,23,0
Massmort,Portcros,Portcros2,1999-2000,204,17,15,1
Massmort,Portcros,Portcros2,1999-2000,206,43,40,1
Massmort,Portcros,Portcros2,1999-2000,207,42,39,1
Massmort,Portcros,Portcros2,1999-2000,208,21,25,1
Massmort,Portcros,Portcros2,1999-2000,209,25,23,1
Massmort,Portcros,Portcros2,1999-2000,210,43,43,1
Massmort,Portcros,Portcros3,1999-2000,134b,,3,1
Massmort,Portcros,Portcros3,1999-2000,136,6,8,1
Massmort,Portcros,Portcros3,1999-2000,137,9,8,1
Massmort,Portcros,Portcros3,1999-2000,138,8,7,1
Massmort,Portcros,Portcros3,1999-2000,138a,7,8,1
Massmort,Portcros,Portcros3,1999-2000,138b,8,8,1
Massmort,Portcros,Portcros3,1999-2000,139,9,,0
Massmort,Portcros,Portcros3,1999-2000,139b,4,5,1
Massmort,Portcros,Portcros3,1999-2000,140a,4.5,4.5,1
Massmort,Portcros,Portcros3,1999-2000,140b,7.5,7.5,1
Massmort,Portcros,Portcros3,1999-2000,140e,6.5,6.5,1
Massmort,Portcros,Portcros3,1999-2000,140f,5.5,5.5,1
Massmort,Portcros,Portcros3,1999-2000,140g,6,6,1
Massmort,Portcros,Portcros3,1999-2000,141a,8,9,1
Massmort,Portcros,Portcros3,1999-2000,141b,7,8,1
Massmort,Portcros,Portcros3,1999-2000,141c,4,4,1
Massmort,Portcros,Portcros3,1999-2000,143,6,6,1
Massmort,Portcros,Portcros3,1999-2000,177,4,3.5,1
Massmort,Portcros,Portcros3,1999-2000,211,36,30,1
Massmort,Portcros,Portcros3,1999-2000,212,23,15,0
Massmort,Portcros,Portcros3,1999-2000,213,33,34,1
Massmort,Portcros,Portcros3,1999-2000,214,24,22,0
Massmort,Portcros,Portcros3,1999-2000,215,32,32,1
Massmort,Portcros,Portcros3,1999-2000,216,20,16,1
Massmort,Portcros,Portcros3,1999-2000,217,22,21,1
Massmort,Portcros,Portcros3,1999-2000,218,21,,0
Massmort,Portcros,Portcros3,1999-2000,219,12,13,1
Massmort,Portcros,Portcros3,1999-2000,220,12,13,1
Massmort,Portcros,Portcros3,1999-2000,221,12,13,1
Massmort,Portcros,Portcros3,1999-2000,222,14,13,1
Massmort,Portcros,Portcros3,1999-2000,223,25,,0
Massmort,Portcros,Portcros3,1999-2000,224,17,,0
Massmort,Portcros,Portcros3,1999-2000,225,20,22,1
Massmort,Portcros,Portcros3,1999-2000,226,20,12,0
Massmort,Portcros,Portcros3,1999-2000,227,19,22,1
Massmort,Portcros,Portcros3,1999-2000,228,25,22,0
Massmort,Portcros,Portcros3,1999-2000,230,16,,0
Massmort,Portcros,Portcros3,1999-2000,231,31,20,0
Massmort,Portcros,Portcros3,1999-2000,232,36,,0
Massmort,Portcros,Portcros3,1999-2000,233,29,33,1
Massmort,Portcros,Portcros3,1999-2000,234,37,25,1
Massmort,Portcros,Portcros3,1999-2000,235,27,,0
Massmort,Portcros,Portcros3,1999-2000,236,29,32,1
Massmort,Portcros,Portcros3,1999-2000,237,36,32,1
